microorganism,compound,N_samples,n_resistant,percent_resistant,lower_ci,upper_ci,date_imported
"enterobacter sp.","amoxicillin/clavulanate",411,411,100,99,100,"23 Jan 2018"
"enterobacter sp.","aztreonam",245,61,25,20,31,"23 Jan 2018"
"enterobacter sp.","cefepime",411,32,8,6,11,"23 Jan 2018"
"enterobacter sp.","cefotaxime",2,1,50,10,90,"23 Jan 2018"
"enterobacter sp.","ceftazidime",411,92,22,19,27,"23 Jan 2018"
"enterobacter sp.","ciprofloxacin",411,15,4,2,6,"23 Jan 2018"
"enterobacter sp.","colistin",246,1,0,0,3,"23 Jan 2018"
"enterobacter sp.","ertapenem",404,47,12,9,15,"23 Jan 2018"
"enterobacter sp.","fosfomycin",340,77,23,19,27,"23 Jan 2018"
"enterobacter sp.","gentamicin",408,5,1,0,3,"23 Jan 2018"
"enterobacter sp.","imipenem",406,3,1,0,2,"23 Jan 2018"
"enterobacter sp.","levofloxacin",249,9,4,2,7,"23 Jan 2018"
"enterobacter sp.","meropenem",325,3,1,0,3,"23 Jan 2018"
"enterobacter sp.","nitrofurantoin",232,196,84,79,89,"23 Jan 2018"
"enterobacter sp.","norfloxacin",341,18,5,3,8,"23 Jan 2018"
"enterobacter sp.","piperacillin/tazobactam",410,82,20,16,24,"23 Jan 2018"
"enterobacter sp.","tigecycline",245,53,22,17,27,"23 Jan 2018"
"enterobacter sp.","tobramycin",248,3,1,0,4,"23 Jan 2018"
"enterococcus faecalis","amoxicillin/clavulanate",204,1,0,0,3,"23 Jan 2018"
"enterococcus faecalis","azithromycin",11,11,100,69,100,"23 Jan 2018"
"enterococcus faecalis","ciprofloxacin",183,4,2,1,6,"23 Jan 2018"
"enterococcus faecalis","clarithromycin",11,11,100,69,100,"23 Jan 2018"
"enterococcus faecalis","clindamycin",28,28,100,85,100,"23 Jan 2018"
"enterococcus faecalis","doxycycline",1,1,100,17,100,"23 Jan 2018"
"enterococcus faecalis","ertapenem",1,1,100,17,100,"23 Jan 2018"
"enterococcus faecalis","erythromycin",211,211,100,98,100,"23 Jan 2018"
"enterococcus faecalis","fusidic acid",182,182,100,97,100,"23 Jan 2018"
"enterococcus faecalis","gentamicin",183,183,100,97,100,"23 Jan 2018"
"enterococcus faecalis","imipenem",231,1,0,0,3,"23 Jan 2018"
"enterococcus faecalis","levofloxacin",230,5,2,1,5,"23 Jan 2018"
"enterococcus faecalis","linezolid",233,2,1,0,3,"23 Jan 2018"
"enterococcus faecalis","moxifloxacin",29,2,7,1,23,"23 Jan 2018"
"enterococcus faecalis","nitrofurantoin",213,2,1,0,4,"23 Jan 2018"
"enterococcus faecalis","teicoplanin",213,2,1,0,4,"23 Jan 2018"
"enterococcus faecalis","tigecycline",211,1,0,0,3,"23 Jan 2018"
"enterococcus faecalis","tobramycin",181,181,100,97,100,"23 Jan 2018"
"enterococcus faecalis","vancomycin",251,2,1,0,3,"23 Jan 2018"
"enterococcus faecium","amoxicillin",42,20,48,33,62,"23 Jan 2018"
"enterococcus faecium","amoxicillin/clavulanate",92,38,41,32,52,"23 Jan 2018"
"enterococcus faecium","ciprofloxacin",49,7,14,7,27,"23 Jan 2018"
"enterococcus faecium","ertapenem",1,1,100,17,100,"23 Jan 2018"
"enterococcus faecium","erythromycin",50,50,100,91,100,"23 Jan 2018"
"enterococcus faecium","fusidic acid",50,50,100,91,100,"23 Jan 2018"
"enterococcus faecium","gentamicin",51,51,100,91,100,"23 Jan 2018"
"enterococcus faecium","imipenem",91,62,68,58,77,"23 Jan 2018"
"enterococcus faecium","levofloxacin",92,35,38,29,48,"23 Jan 2018"
"enterococcus faecium","nitrofurantoin",27,3,11,3,29,"23 Jan 2018"
"enterococcus faecium","teicoplanin",91,1,1,0,7,"23 Jan 2018"
"enterococcus faecium","tobramycin",50,50,100,91,100,"23 Jan 2018"
"enterococcus faecium","vancomycin",97,1,1,0,6,"23 Jan 2018"
"escherichia coli","amoxicillin",2263,944,42,40,44,"23 Jan 2018"
"escherichia coli","amoxicillin/clavulanate",4336,919,21,20,22,"23 Jan 2018"
"escherichia coli","aztreonam",1879,137,7,6,9,"23 Jan 2018"
"escherichia coli","cefepime",4335,281,6,6,7,"23 Jan 2018"
"escherichia coli","cefotaxime",76,6,8,3,17,"23 Jan 2018"
"escherichia coli","ceftazidime",4334,311,7,6,8,"23 Jan 2018"
"escherichia coli","ciprofloxacin",4337,758,17,16,19,"23 Jan 2018"
"escherichia coli","colistin",1882,17,1,1,1,"23 Jan 2018"
"escherichia coli","doxycycline",75,20,27,18,38,"23 Jan 2018"
"escherichia coli","ertapenem",4302,10,0,0,0,"23 Jan 2018"
"escherichia coli","fosfomycin",4024,46,1,1,2,"23 Jan 2018"
"escherichia coli","gentamicin",4317,256,6,5,7,"23 Jan 2018"
"escherichia coli","imipenem",4315,4,0,0,0,"23 Jan 2018"
"escherichia coli","levofloxacin",1971,342,17,16,19,"23 Jan 2018"
"escherichia coli","meropenem",2482,4,0,0,0,"23 Jan 2018"
"escherichia coli","nitrofurantoin",4028,34,1,1,1,"23 Jan 2018"
"escherichia coli","norfloxacin",4043,859,21,20,23,"23 Jan 2018"
"escherichia coli","piperacillin/tazobactam",4315,284,7,6,7,"23 Jan 2018"
"escherichia coli","tigecycline",1881,11,1,0,1,"23 Jan 2018"
"escherichia coli","tobramycin",1896,140,7,6,9,"23 Jan 2018"
"haemophilus influenzae","amoxicillin",4,3,75,29,96,"23 Jan 2018"
"haemophilus influenzae","ciprofloxacin",9,2,22,6,56,"23 Jan 2018"
"haemophilus influenzae","erythromycin",1,1,100,17,100,"23 Jan 2018"
"haemophilus influenzae","levofloxacin",1,1,100,17,100,"23 Jan 2018"
"haemophilus influenzae","moxifloxacin",1,1,100,17,100,"23 Jan 2018"
"helicobacter pylori","amoxicillin",10,2,20,5,52,"23 Jan 2018"
"helicobacter pylori","clarithromycin",11,8,73,43,91,"23 Jan 2018"
"helicobacter pylori","levofloxacin",10,5,50,24,76,"23 Jan 2018"
"helicobacter pylori","metronidazole",11,7,64,35,85,"23 Jan 2018"
"helicobacter pylori","rifampicin",9,1,11,0,46,"23 Jan 2018"
"klebsiella sp.","amoxicillin",470,470,100,99,100,"23 Jan 2018"
"klebsiella sp.","amoxicillin/clavulanate",988,126,13,11,15,"23 Jan 2018"
"klebsiella sp.","aztreonam",491,51,10,8,13,"23 Jan 2018"
"klebsiella sp.","cefepime",988,60,6,5,8,"23 Jan 2018"
"klebsiella sp.","cefotaxime",13,2,15,3,44,"23 Jan 2018"
"klebsiella sp.","ceftazidime",987,65,7,5,8,"23 Jan 2018"
"klebsiella sp.","ciprofloxacin",989,93,9,8,11,"23 Jan 2018"
"klebsiella sp.","colistin",494,11,2,1,4,"23 Jan 2018"
"klebsiella sp.","doxycycline",13,4,31,13,58,"23 Jan 2018"
"klebsiella sp.","ertapenem",978,17,2,1,3,"23 Jan 2018"
"klebsiella sp.","fosfomycin",848,126,15,13,17,"23 Jan 2018"
"klebsiella sp.","gentamicin",983,22,2,1,3,"23 Jan 2018"
"klebsiella sp.","imipenem",984,12,1,1,2,"23 Jan 2018"
"klebsiella sp.","levofloxacin",510,69,14,11,17,"23 Jan 2018"
"klebsiella sp.","meropenem",653,12,2,1,3,"23 Jan 2018"
"klebsiella sp.","nitrofurantoin",599,426,71,67,75,"23 Jan 2018"
"klebsiella sp.","norfloxacin",859,117,14,11,16,"23 Jan 2018"
"klebsiella sp.","piperacillin/tazobactam",984,97,10,8,12,"23 Jan 2018"
"klebsiella sp.","tigecycline",492,111,23,19,26,"23 Jan 2018"
"klebsiella sp.","tobramycin",498,30,6,4,9,"23 Jan 2018"
"morganella sp.","amoxicillin",49,49,100,91,100,"23 Jan 2018"
"morganella sp.","amoxicillin/clavulanate",103,103,100,96,100,"23 Jan 2018"
"morganella sp.","aztreonam",50,1,2,0,12,"23 Jan 2018"
"morganella sp.","ceftazidime",103,9,9,5,16,"23 Jan 2018"
"morganella sp.","ciprofloxacin",103,6,6,2,12,"23 Jan 2018"
"morganella sp.","colistin",50,50,100,91,100,"23 Jan 2018"
"morganella sp.","doxycycline",2,2,100,29,100,"23 Jan 2018"
"morganella sp.","fosfomycin",80,69,86,77,92,"23 Jan 2018"
"morganella sp.","gentamicin",103,3,3,1,9,"23 Jan 2018"
"morganella sp.","imipenem",86,46,53,43,64,"23 Jan 2018"
"morganella sp.","levofloxacin",53,3,6,1,16,"23 Jan 2018"
"morganella sp.","nitrofurantoin",80,80,100,94,100,"23 Jan 2018"
"morganella sp.","norfloxacin",82,5,6,2,14,"23 Jan 2018"
"morganella sp.","piperacillin/tazobactam",102,6,6,3,13,"23 Jan 2018"
"morganella sp.","tigecycline",50,50,100,91,100,"23 Jan 2018"
"morganella sp.","tobramycin",52,1,2,0,11,"23 Jan 2018"
"neisseria gonorrhoeae","ciprofloxacin",1,1,100,17,100,"23 Jan 2018"
"proteus mirabilis","amoxicillin",152,49,32,25,40,"23 Jan 2018"
"proteus mirabilis","amoxicillin/clavulanate",365,28,8,5,11,"23 Jan 2018"
"proteus mirabilis","aztreonam",199,4,2,1,5,"23 Jan 2018"
"proteus mirabilis","cefepime",366,11,3,2,5,"23 Jan 2018"
"proteus mirabilis","cefotaxime",7,1,14,1,54,"23 Jan 2018"
"proteus mirabilis","ceftazidime",364,7,2,1,4,"23 Jan 2018"
"proteus mirabilis","ciprofloxacin",366,58,16,12,20,"23 Jan 2018"
"proteus mirabilis","colistin",198,198,100,98,100,"23 Jan 2018"
"proteus mirabilis","doxycycline",7,7,100,59,100,"23 Jan 2018"
"proteus mirabilis","ertapenem",363,14,4,2,6,"23 Jan 2018"
"proteus mirabilis","fosfomycin",323,40,12,9,16,"23 Jan 2018"
"proteus mirabilis","gentamicin",364,65,18,14,22,"23 Jan 2018"
"proteus mirabilis","imipenem",101,9,9,5,16,"23 Jan 2018"
"proteus mirabilis","levofloxacin",206,37,18,13,24,"23 Jan 2018"
"proteus mirabilis","meropenem",255,2,1,0,3,"23 Jan 2018"
"proteus mirabilis","nitrofurantoin",321,321,100,99,100,"23 Jan 2018"
"proteus mirabilis","norfloxacin",324,48,15,11,19,"23 Jan 2018"
"proteus mirabilis","piperacillin/tazobactam",364,4,1,0,3,"23 Jan 2018"
"proteus mirabilis","tigecycline",197,197,100,98,100,"23 Jan 2018"
"proteus mirabilis","tobramycin",200,32,16,12,22,"23 Jan 2018"
"pseudomonas aeruginosa","amoxicillin",23,23,100,83,100,"23 Jan 2018"
"pseudomonas aeruginosa","amoxicillin/clavulanate",324,324,100,99,100,"23 Jan 2018"
"pseudomonas aeruginosa","azithromycin",17,17,100,78,100,"23 Jan 2018"
"pseudomonas aeruginosa","aztreonam",466,431,92,90,95,"23 Jan 2018"
"pseudomonas aeruginosa","cefepime",539,39,7,5,10,"23 Jan 2018"
"pseudomonas aeruginosa","ceftazidime",544,50,9,7,12,"23 Jan 2018"
"pseudomonas aeruginosa","ciprofloxacin",538,95,18,15,21,"23 Jan 2018"
"pseudomonas aeruginosa","colistin",440,13,3,2,5,"23 Jan 2018"
"pseudomonas aeruginosa","ertapenem",313,312,100,98,100,"23 Jan 2018"
"pseudomonas aeruginosa","fosfomycin",18,11,61,39,80,"23 Jan 2018"
"pseudomonas aeruginosa","gentamicin",540,36,7,5,9,"23 Jan 2018"
"pseudomonas aeruginosa","imipenem",536,67,13,10,16,"23 Jan 2018"
"pseudomonas aeruginosa","levofloxacin",448,138,31,27,35,"23 Jan 2018"
"pseudomonas aeruginosa","meropenem",513,54,11,8,14,"23 Jan 2018"
"pseudomonas aeruginosa","nitrofurantoin",288,288,100,98,100,"23 Jan 2018"
"pseudomonas aeruginosa","norfloxacin",294,115,39,34,45,"23 Jan 2018"
"pseudomonas aeruginosa","piperacillin/tazobactam",537,49,9,7,12,"23 Jan 2018"
"pseudomonas aeruginosa","tigecycline",287,287,100,98,100,"23 Jan 2018"
"pseudomonas aeruginosa","tobramycin",518,24,5,3,7,"23 Jan 2018"
"salmonella sp.","amoxicillin",3,1,33,6,80,"23 Jan 2018"
"salmonella sp.","amoxicillin/clavulanate",14,1,7,0,34,"23 Jan 2018"
"salmonella sp.","azithromycin",5,1,20,3,64,"23 Jan 2018"
"salmonella sp.","ciprofloxacin",14,4,29,12,55,"23 Jan 2018"
"salmonella sp.","gentamicin",13,12,92,64,100,"23 Jan 2018"
"salmonella sp.","levofloxacin",9,3,33,12,65,"23 Jan 2018"
"salmonella sp.","nitrofurantoin",9,8,89,54,100,"23 Jan 2018"
"salmonella sp.","norfloxacin",11,4,36,15,65,"23 Jan 2018"
"salmonella sp.","tobramycin",10,9,90,57,100,"23 Jan 2018"
"serratia sp.","amoxicillin",34,34,100,88,100,"23 Jan 2018"
"serratia sp.","amoxicillin/clavulanate",148,148,100,97,100,"23 Jan 2018"
"serratia sp.","aztreonam",110,1,1,0,6,"23 Jan 2018"
"serratia sp.","cefepime",147,2,1,0,5,"23 Jan 2018"
"serratia sp.","ceftazidime",148,3,2,0,6,"23 Jan 2018"
"serratia sp.","ciprofloxacin",148,3,2,0,6,"23 Jan 2018"
"serratia sp.","colistin",111,109,98,93,100,"23 Jan 2018"
"serratia sp.","ertapenem",145,2,1,0,5,"23 Jan 2018"
"serratia sp.","erythromycin",1,1,100,17,100,"23 Jan 2018"
"serratia sp.","fosfomycin",120,15,13,8,20,"23 Jan 2018"
"serratia sp.","fusidic acid",1,1,100,17,100,"23 Jan 2018"
"serratia sp.","gentamicin",147,2,1,0,5,"23 Jan 2018"
"serratia sp.","imipenem",147,2,1,0,5,"23 Jan 2018"
"serratia sp.","levofloxacin",112,3,3,1,8,"23 Jan 2018"
"serratia sp.","nitrofurantoin",119,119,100,96,100,"23 Jan 2018"
"serratia sp.","norfloxacin",123,5,4,2,9,"23 Jan 2018"
"serratia sp.","piperacillin/tazobactam",148,8,5,3,11,"23 Jan 2018"
"serratia sp.","teicoplanin",1,1,100,17,100,"23 Jan 2018"
"serratia sp.","tigecycline",111,96,86,79,92,"23 Jan 2018"
"serratia sp.","tobramycin",111,64,58,48,66,"23 Jan 2018"
"serratia sp.","vancomycin",1,1,100,17,100,"23 Jan 2018"
"shigella sp.","gentamicin",3,2,67,20,94,"23 Jan 2018"
"shigella sp.","tobramycin",3,2,67,20,94,"23 Jan 2018"
"staphylococcus aureus","amoxicillin",493,334,68,63,72,"23 Jan 2018"
"staphylococcus aureus","amoxicillin/clavulanate",1525,150,10,8,11,"23 Jan 2018"
"staphylococcus aureus","azithromycin",1,1,100,17,100,"23 Jan 2018"
"staphylococcus aureus","ciprofloxacin",1523,162,11,9,12,"23 Jan 2018"
"staphylococcus aureus","clarithromycin",21,4,19,7,41,"23 Jan 2018"
"staphylococcus aureus","clindamycin",1532,101,7,5,8,"23 Jan 2018"
"staphylococcus aureus","daptomycin",1000,5,1,0,1,"23 Jan 2018"
"staphylococcus aureus","erythromycin",1525,204,13,12,15,"23 Jan 2018"
"staphylococcus aureus","fosfomycin",1049,21,2,1,3,"23 Jan 2018"
"staphylococcus aureus","fusidic acid",1511,61,4,3,5,"23 Jan 2018"
"staphylococcus aureus","gentamicin",1527,68,4,4,6,"23 Jan 2018"
"staphylococcus aureus","imipenem",976,85,9,7,11,"23 Jan 2018"
"staphylococcus aureus","levofloxacin",1007,43,4,3,6,"23 Jan 2018"
"staphylococcus aureus","linezolid",1485,1,0,0,0,"23 Jan 2018"
"staphylococcus aureus","moxifloxacin",978,38,4,3,5,"23 Jan 2018"
"staphylococcus aureus","norfloxacin",54,4,7,3,18,"23 Jan 2018"
"staphylococcus aureus","ofloxacin",10,2,20,5,52,"23 Jan 2018"
"staphylococcus aureus","penicillin g",1226,1062,87,85,88,"23 Jan 2018"
"staphylococcus aureus","rifampicin",1525,23,2,1,2,"23 Jan 2018"
"staphylococcus aureus","teicoplanin",1495,8,1,0,1,"23 Jan 2018"
"staphylococcus aureus","tobramycin",1023,82,8,7,10,"23 Jan 2018"
"staphylococcus aureus","vancomycin",1515,8,1,0,1,"23 Jan 2018"
"staphylococcus saprophyticus","amoxicillin",34,30,88,73,96,"23 Jan 2018"
"staphylococcus saprophyticus","amoxicillin/clavulanate",40,13,33,20,48,"23 Jan 2018"
"staphylococcus saprophyticus","clindamycin",39,4,10,4,24,"23 Jan 2018"
"staphylococcus saprophyticus","erythromycin",39,19,49,34,64,"23 Jan 2018"
"staphylococcus saprophyticus","fosfomycin",37,37,100,89,100,"23 Jan 2018"
"staphylococcus saprophyticus","fusidic acid",39,32,82,67,91,"23 Jan 2018"
"staphylococcus saprophyticus","penicillin g",39,35,90,76,96,"23 Jan 2018"
"stenotrophomonas maltophilia","amoxicillin/clavulanate",13,13,100,73,100,"23 Jan 2018"
"stenotrophomonas maltophilia","aztreonam",13,13,100,73,100,"23 Jan 2018"
"stenotrophomonas maltophilia","cefepime",13,10,77,49,92,"23 Jan 2018"
"stenotrophomonas maltophilia","ceftazidime",14,14,100,74,100,"23 Jan 2018"
"stenotrophomonas maltophilia","ciprofloxacin",13,9,69,42,87,"23 Jan 2018"
"stenotrophomonas maltophilia","gentamicin",13,13,100,73,100,"23 Jan 2018"
"stenotrophomonas maltophilia","imipenem",14,14,100,74,100,"23 Jan 2018"
"stenotrophomonas maltophilia","levofloxacin",14,2,14,3,41,"23 Jan 2018"
"stenotrophomonas maltophilia","meropenem",13,13,100,73,100,"23 Jan 2018"
"stenotrophomonas maltophilia","norfloxacin",3,1,33,6,80,"23 Jan 2018"
"stenotrophomonas maltophilia","piperacillin/tazobactam",13,13,100,73,100,"23 Jan 2018"
"stenotrophomonas maltophilia","tobramycin",13,13,100,73,100,"23 Jan 2018"
"streptococcus pneumoniae","clarithromycin",1,1,100,17,100,"23 Jan 2018"
"streptococcus pneumoniae","clindamycin",10,1,10,0,43,"23 Jan 2018"
"streptococcus pneumoniae","erythromycin",54,6,11,5,23,"23 Jan 2018"
"streptococcus pneumoniae","penicillin g",77,7,9,4,18,"23 Jan 2018"
"yersinia enterocolitica","amoxicillin",1,1,100,17,100,"23 Jan 2018"
"yersinia enterocolitica","amoxicillin/clavulanate",1,1,100,17,100,"23 Jan 2018"
"yersinia enterocolitica","ciprofloxacin",1,1,100,17,100,"23 Jan 2018"
"yersinia pseudotuberculosis","amoxicillin",1,1,100,17,100,"23 Jan 2018"
"yersinia pseudotuberculosis","amoxicillin/clavulanate",1,1,100,17,100,"23 Jan 2018"
"yersinia pseudotuberculosis","ciprofloxacin",1,1,100,17,100,"23 Jan 2018"
