microorganism,compound,N_samples,n_resistant,percent_resistant,lower_ci,upper_ci,date_imported
"campylobacter coli","doxycycline",37,22,59,43,74," 7 Jun 2018"
"campylobacter coli","erythromycin",18,7,39,20,61," 7 Jun 2018"
"campylobacter jejuni","azithromycin",405,5,1,0,3," 7 Jun 2018"
"campylobacter jejuni","ceftriaxone",1,1,100,17,100," 7 Jun 2018"
"campylobacter jejuni","ciprofloxacin",586,330,56,52,60," 7 Jun 2018"
"campylobacter jejuni","doxycycline",372,119,32,27,37," 7 Jun 2018"
"citrobacter koseri","amoxicillin",257,256,100,98,100," 7 Jun 2018"
"citrobacter koseri","amoxicillin/clavulanate",410,23,6,4,8," 7 Jun 2018"
"citrobacter koseri","cefepime",409,4,1,0,3," 7 Jun 2018"
"citrobacter koseri","ceftazidime",409,8,2,1,4," 7 Jun 2018"
"citrobacter koseri","ceftriaxone",409,24,6,4,9," 7 Jun 2018"
"citrobacter koseri","cefuroxime",394,214,54,49,59," 7 Jun 2018"
"citrobacter koseri","ciprofloxacin",410,7,2,1,4," 7 Jun 2018"
"citrobacter koseri","cotrimoxazole",410,2,0,0,2," 7 Jun 2018"
"citrobacter koseri","flucloxacillin",149,7,5,2,10," 7 Jun 2018"
"citrobacter koseri","fosfomycin",349,3,1,0,3," 7 Jun 2018"
"citrobacter koseri","gentamicin",380,4,1,0,3," 7 Jun 2018"
"citrobacter koseri","nitrofurantoin",351,163,46,41,52," 7 Jun 2018"
"citrobacter koseri","norfloxacin",376,10,3,1,5," 7 Jun 2018"
"citrobacter koseri","piperacillin/tazobactam",408,33,8,6,11," 7 Jun 2018"
"citrobacter sp. non-koseri","amoxicillin",199,198,99,97,100," 7 Jun 2018"
"citrobacter sp. non-koseri","amoxicillin/clavulanate",290,276,95,92,97," 7 Jun 2018"
"citrobacter sp. non-koseri","cefazolin",1,1,100,17,100," 7 Jun 2018"
"citrobacter sp. non-koseri","cefepime",289,5,2,1,4," 7 Jun 2018"
"citrobacter sp. non-koseri","ceftazidime",289,44,15,12,20," 7 Jun 2018"
"citrobacter sp. non-koseri","ceftriaxone",290,44,15,11,20," 7 Jun 2018"
"citrobacter sp. non-koseri","cefuroxime",278,169,61,55,66," 7 Jun 2018"
"citrobacter sp. non-koseri","ciprofloxacin",287,19,7,4,10," 7 Jun 2018"
"citrobacter sp. non-koseri","cotrimoxazole",289,17,6,4,9," 7 Jun 2018"
"citrobacter sp. non-koseri","flucloxacillin",90,81,90,82,95," 7 Jun 2018"
"citrobacter sp. non-koseri","fosfomycin",234,3,1,0,4," 7 Jun 2018"
"citrobacter sp. non-koseri","gentamicin",271,8,3,1,6," 7 Jun 2018"
"citrobacter sp. non-koseri","imipenem",278,1,0,0,2," 7 Jun 2018"
"citrobacter sp. non-koseri","nitrofurantoin",236,90,38,32,44," 7 Jun 2018"
"citrobacter sp. non-koseri","norfloxacin",247,27,11,8,16," 7 Jun 2018"
"citrobacter sp. non-koseri","piperacillin/tazobactam",286,42,15,11,19," 7 Jun 2018"
"enterobacter sp.","amoxicillin",752,751,100,99,100," 7 Jun 2018"
"enterobacter sp.","amoxicillin/clavulanate",1044,1042,100,99,100," 7 Jun 2018"
"enterobacter sp.","cefazolin",5,5,100,51,100," 7 Jun 2018"
"enterobacter sp.","cefepime",1040,73,7,6,9," 7 Jun 2018"
"enterobacter sp.","cefotaxime",4,1,25,4,71," 7 Jun 2018"
"enterobacter sp.","ceftazidime",1041,220,21,19,24," 7 Jun 2018"
"enterobacter sp.","ceftriaxone",1045,220,21,19,24," 7 Jun 2018"
"enterobacter sp.","cefuroxime",1008,823,82,79,84," 7 Jun 2018"
"enterobacter sp.","ciprofloxacin",1044,43,4,3,6," 7 Jun 2018"
"enterobacter sp.","cotrimoxazole",1042,35,3,2,5," 7 Jun 2018"
"enterobacter sp.","ertapenem",994,68,7,5,9," 7 Jun 2018"
"enterobacter sp.","flucloxacillin",293,293,100,98,100," 7 Jun 2018"
"enterobacter sp.","fosfomycin",820,315,38,35,42," 7 Jun 2018"
"enterobacter sp.","gentamicin",1004,14,1,1,2," 7 Jun 2018"
"enterobacter sp.","imipenem",1003,5,0,0,1," 7 Jun 2018"
"enterobacter sp.","levofloxacin",153,7,5,2,9," 7 Jun 2018"
"enterobacter sp.","nitrofurantoin",846,516,61,58,64," 7 Jun 2018"
"enterobacter sp.","norfloxacin",871,73,8,7,10," 7 Jun 2018"
"enterobacter sp.","piperacillin/tazobactam",1029,232,23,20,25," 7 Jun 2018"
"enterobacter sp.","tigecycline",1,1,100,17,100," 7 Jun 2018"
"enterococcus faecalis","amoxicillin",637,2,0,0,1," 7 Jun 2018"
"enterococcus faecalis","amoxicillin/clavulanate",775,6,1,0,2," 7 Jun 2018"
"enterococcus faecalis","azithromycin",477,477,100,99,100," 7 Jun 2018"
"enterococcus faecalis","cefazolin",21,21,100,81,100," 7 Jun 2018"
"enterococcus faecalis","ceftriaxone",24,23,96,78,100," 7 Jun 2018"
"enterococcus faecalis","cefuroxime",508,506,100,98,100," 7 Jun 2018"
"enterococcus faecalis","ciprofloxacin",127,18,14,9,21," 7 Jun 2018"
"enterococcus faecalis","clarithromycin",479,479,100,99,100," 7 Jun 2018"
"enterococcus faecalis","clindamycin",486,481,99,98,100," 7 Jun 2018"
"enterococcus faecalis","cotrimoxazole",519,514,99,98,100," 7 Jun 2018"
"enterococcus faecalis","doxycycline",571,423,74,70,78," 7 Jun 2018"
"enterococcus faecalis","erythromycin",490,485,99,98,100," 7 Jun 2018"
"enterococcus faecalis","gentamicin",5,1,20,3,64," 7 Jun 2018"
"enterococcus faecalis","imipenem",573,2,0,0,1," 7 Jun 2018"
"enterococcus faecalis","levofloxacin",642,39,6,4,8," 7 Jun 2018"
"enterococcus faecalis","linezolid",1211,1,0,0,1," 7 Jun 2018"
"enterococcus faecalis","moxifloxacin",487,28,6,4,8," 7 Jun 2018"
"enterococcus faecalis","nitrofurantoin",618,1,0,0,1," 7 Jun 2018"
"enterococcus faecalis","norfloxacin",47,11,23,14,37," 7 Jun 2018"
"enterococcus faecalis","penicillin g",1056,13,1,1,2," 7 Jun 2018"
"enterococcus faecalis","piperacillin/tazobactam",18,1,6,0,28," 7 Jun 2018"
"enterococcus faecalis","teicoplanin",1133,2,0,0,1," 7 Jun 2018"
"enterococcus faecalis","tobramycin",1,1,100,17,100," 7 Jun 2018"
"enterococcus faecalis","vancomycin",1258,1,0,0,1," 7 Jun 2018"
"enterococcus faecium","amoxicillin",297,227,76,71,81," 7 Jun 2018"
"enterococcus faecium","amoxicillin/clavulanate",324,248,77,72,81," 7 Jun 2018"
"enterococcus faecium","azithromycin",99,99,100,95,100," 7 Jun 2018"
"enterococcus faecium","cefazolin",2,2,100,29,100," 7 Jun 2018"
"enterococcus faecium","ceftriaxone",4,4,100,45,100," 7 Jun 2018"
"enterococcus faecium","cefuroxime",110,110,100,96,100," 7 Jun 2018"
"enterococcus faecium","ciprofloxacin",16,12,75,50,90," 7 Jun 2018"
"enterococcus faecium","clarithromycin",102,102,100,96,100," 7 Jun 2018"
"enterococcus faecium","clindamycin",106,104,98,93,100," 7 Jun 2018"
"enterococcus faecium","cotrimoxazole",159,153,96,92,98," 7 Jun 2018"
"enterococcus faecium","doxycycline",196,66,34,27,41," 7 Jun 2018"
"enterococcus faecium","erythromycin",109,109,100,96,100," 7 Jun 2018"
"enterococcus faecium","fosfomycin",3,2,67,20,94," 7 Jun 2018"
"enterococcus faecium","imipenem",221,190,86,81,90," 7 Jun 2018"
"enterococcus faecium","levofloxacin",222,136,61,55,67," 7 Jun 2018"
"enterococcus faecium","linezolid",424,2,0,0,2," 7 Jun 2018"
"enterococcus faecium","meropenem",99,71,72,62,80," 7 Jun 2018"
"enterococcus faecium","moxifloxacin",105,74,70,61,78," 7 Jun 2018"
"enterococcus faecium","nitrofurantoin",162,81,50,42,58," 7 Jun 2018"
"enterococcus faecium","norfloxacin",5,3,60,23,88," 7 Jun 2018"
"enterococcus faecium","penicillin g",301,237,79,74,83," 7 Jun 2018"
"enterococcus faecium","piperacillin/tazobactam",8,7,88,51,100," 7 Jun 2018"
"enterococcus faecium","teicoplanin",409,6,1,1,3," 7 Jun 2018"
"enterococcus faecium","vancomycin",435,27,6,4,9," 7 Jun 2018"
"escherichia coli","amoxicillin",11433,4989,44,43,45," 7 Jun 2018"
"escherichia coli","amoxicillin/clavulanate",16691,2886,17,17,18," 7 Jun 2018"
"escherichia coli","aztreonam",6,5,83,42,98," 7 Jun 2018"
"escherichia coli","cefazolin",189,24,13,9,18," 7 Jun 2018"
"escherichia coli","cefepime",16468,862,5,5,6," 7 Jun 2018"
"escherichia coli","cefotaxime",47,2,4,0,15," 7 Jun 2018"
"escherichia coli","ceftazidime",16483,1002,6,6,6," 7 Jun 2018"
"escherichia coli","ceftriaxone",16669,1035,6,6,7," 7 Jun 2018"
"escherichia coli","cefuroxime",16055,2040,13,12,13," 7 Jun 2018"
"escherichia coli","ciprofloxacin",16621,2986,18,17,19," 7 Jun 2018"
"escherichia coli","cotrimoxazole",16668,3832,23,22,24," 7 Jun 2018"
"escherichia coli","doxycycline",44,12,27,16,42," 7 Jun 2018"
"escherichia coli","ertapenem",15538,9,0,0,0," 7 Jun 2018"
"escherichia coli","erythromycin",2,1,50,10,90," 7 Jun 2018"
"escherichia coli","flucloxacillin",5231,221,4,4,5," 7 Jun 2018"
"escherichia coli","fosfomycin",15849,190,1,1,1," 7 Jun 2018"
"escherichia coli","gentamicin",15192,984,6,6,7," 7 Jun 2018"
"escherichia coli","imipenem",15875,1,0,0,0," 7 Jun 2018"
"escherichia coli","levofloxacin",2711,449,17,15,18," 7 Jun 2018"
"escherichia coli","meropenem",6689,1,0,0,0," 7 Jun 2018"
"escherichia coli","moxifloxacin",740,129,17,15,20," 7 Jun 2018"
"escherichia coli","nitrofurantoin",16077,158,1,1,1," 7 Jun 2018"
"escherichia coli","norfloxacin",16028,3614,23,22,23," 7 Jun 2018"
"escherichia coli","ofloxacin",3,1,33,6,80," 7 Jun 2018"
"escherichia coli","penicillin g",1,1,100,17,100," 7 Jun 2018"
"escherichia coli","piperacillin/tazobactam",16400,1073,7,6,7," 7 Jun 2018"
"escherichia coli","tigecycline",31,1,3,0,18," 7 Jun 2018"
"escherichia coli","tobramycin",725,51,7,5,9," 7 Jun 2018"
"haemophilus influenzae","amoxicillin",270,75,28,23,33," 7 Jun 2018"
"haemophilus influenzae","amoxicillin/clavulanate",274,15,5,3,9," 7 Jun 2018"
"haemophilus influenzae","azithromycin",1,1,100,17,100," 7 Jun 2018"
"haemophilus influenzae","cefuroxime",41,10,24,14,40," 7 Jun 2018"
"haemophilus influenzae","ciprofloxacin",283,4,1,0,4," 7 Jun 2018"
"haemophilus influenzae","clarithromycin",1,1,100,17,100," 7 Jun 2018"
"haemophilus influenzae","cotrimoxazole",235,48,20,16,26," 7 Jun 2018"
"haemophilus influenzae","erythromycin",40,40,100,89,100," 7 Jun 2018"
"haemophilus influenzae","ofloxacin",14,1,7,0,34," 7 Jun 2018"
"helicobacter pylori","amoxicillin",25,1,4,0,21," 7 Jun 2018"
"helicobacter pylori","azithromycin",2,2,100,29,100," 7 Jun 2018"
"helicobacter pylori","clarithromycin",30,19,63,45,78," 7 Jun 2018"
"helicobacter pylori","doxycycline",5,1,20,3,64," 7 Jun 2018"
"helicobacter pylori","levofloxacin",27,12,44,28,63," 7 Jun 2018"
"helicobacter pylori","metronidazole",27,15,56,37,72," 7 Jun 2018"
"helicobacter pylori","rifampicin",25,3,12,3,31," 7 Jun 2018"
"klebsiella oxytoca","amoxicillin",451,451,100,99,100," 7 Jun 2018"
"klebsiella oxytoca","amoxicillin/clavulanate",603,50,8,6,11," 7 Jun 2018"
"klebsiella oxytoca","cefazolin",7,1,14,1,54," 7 Jun 2018"
"klebsiella oxytoca","cefepime",593,4,1,0,2," 7 Jun 2018"
"klebsiella oxytoca","ceftazidime",595,4,1,0,2," 7 Jun 2018"
"klebsiella oxytoca","ceftriaxone",602,27,4,3,6," 7 Jun 2018"
"klebsiella oxytoca","cefuroxime",582,60,10,8,13," 7 Jun 2018"
"klebsiella oxytoca","ciprofloxacin",599,16,3,2,4," 7 Jun 2018"
"klebsiella oxytoca","cotrimoxazole",602,12,2,1,4," 7 Jun 2018"
"klebsiella oxytoca","flucloxacillin",149,3,2,0,6," 7 Jun 2018"
"klebsiella oxytoca","fosfomycin",488,142,29,25,33," 7 Jun 2018"
"klebsiella oxytoca","gentamicin",554,4,1,0,2," 7 Jun 2018"
"klebsiella oxytoca","levofloxacin",102,1,1,0,6," 7 Jun 2018"
"klebsiella oxytoca","nitrofurantoin",499,172,34,30,39," 7 Jun 2018"
"klebsiella oxytoca","norfloxacin",528,26,5,3,7," 7 Jun 2018"
"klebsiella oxytoca","piperacillin/tazobactam",594,43,7,5,10," 7 Jun 2018"
"klebsiella pneumoniae","amoxicillin",1700,1700,100,100,100," 7 Jun 2018"
"klebsiella pneumoniae","amoxicillin/clavulanate",2287,237,10,9,12," 7 Jun 2018"
"klebsiella pneumoniae","aztreonam",5,3,60,23,88," 7 Jun 2018"
"klebsiella pneumoniae","cefazolin",25,2,8,1,26," 7 Jun 2018"
"klebsiella pneumoniae","cefepime",2256,115,5,4,6," 7 Jun 2018"
"klebsiella pneumoniae","cefotaxime",6,2,33,10,70," 7 Jun 2018"
"klebsiella pneumoniae","ceftazidime",2258,135,6,5,7," 7 Jun 2018"
"klebsiella pneumoniae","ceftriaxone",2283,125,5,5,6," 7 Jun 2018"
"klebsiella pneumoniae","cefuroxime",2186,260,12,11,13," 7 Jun 2018"
"klebsiella pneumoniae","ciprofloxacin",2281,242,11,9,12," 7 Jun 2018"
"klebsiella pneumoniae","colistin",4,1,25,4,71," 7 Jun 2018"
"klebsiella pneumoniae","cotrimoxazole",2285,239,10,9,12," 7 Jun 2018"
"klebsiella pneumoniae","doxycycline",6,4,67,30,90," 7 Jun 2018"
"klebsiella pneumoniae","ertapenem",2110,16,1,0,1," 7 Jun 2018"
"klebsiella pneumoniae","flucloxacillin",578,35,6,4,8," 7 Jun 2018"
"klebsiella pneumoniae","fosfomycin",1930,392,20,19,22," 7 Jun 2018"
"klebsiella pneumoniae","gentamicin",2058,60,3,2,4," 7 Jun 2018"
"klebsiella pneumoniae","imipenem",2161,8,0,0,1," 7 Jun 2018"
"klebsiella pneumoniae","levofloxacin",440,45,10,8,13," 7 Jun 2018"
"klebsiella pneumoniae","meropenem",826,5,1,0,1," 7 Jun 2018"
"klebsiella pneumoniae","moxifloxacin",114,8,7,3,13," 7 Jun 2018"
"klebsiella pneumoniae","nitrofurantoin",1955,1190,61,59,63," 7 Jun 2018"
"klebsiella pneumoniae","norfloxacin",2139,324,15,14,17," 7 Jun 2018"
"klebsiella pneumoniae","piperacillin/tazobactam",2247,221,10,9,11," 7 Jun 2018"
"klebsiella pneumoniae","tobramycin",120,5,4,2,10," 7 Jun 2018"
"moraxella catarrhalis","amoxicillin",50,49,98,88,100," 7 Jun 2018"
"moraxella catarrhalis","amoxicillin/clavulanate",104,7,7,3,14," 7 Jun 2018"
"moraxella catarrhalis","cefuroxime",12,8,67,39,86," 7 Jun 2018"
"moraxella catarrhalis","ciprofloxacin",94,1,1,0,6," 7 Jun 2018"
"moraxella catarrhalis","clarithromycin",83,7,8,4,17," 7 Jun 2018"
"moraxella catarrhalis","cotrimoxazole",102,7,7,3,14," 7 Jun 2018"
"moraxella catarrhalis","erythromycin",66,10,15,8,26," 7 Jun 2018"
"moraxella catarrhalis","penicillin g",48,47,98,88,100," 7 Jun 2018"
"morganella morganii","amoxicillin",161,161,100,97,100," 7 Jun 2018"
"morganella morganii","amoxicillin/clavulanate",222,221,100,97,100," 7 Jun 2018"
"morganella morganii","cefazolin",4,4,100,45,100," 7 Jun 2018"
"morganella morganii","cefepime",218,8,4,2,7," 7 Jun 2018"
"morganella morganii","ceftazidime",218,22,10,7,15," 7 Jun 2018"
"morganella morganii","ceftriaxone",222,16,7,4,11," 7 Jun 2018"
"morganella morganii","cefuroxime",209,209,100,98,100," 7 Jun 2018"
"morganella morganii","ciprofloxacin",220,25,11,8,16," 7 Jun 2018"
"morganella morganii","cotrimoxazole",222,25,11,8,16," 7 Jun 2018"
"morganella morganii","ertapenem",206,4,2,1,5," 7 Jun 2018"
"morganella morganii","flucloxacillin",58,56,97,87,100," 7 Jun 2018"
"morganella morganii","fosfomycin",171,169,99,96,100," 7 Jun 2018"
"morganella morganii","gentamicin",202,10,5,3,9," 7 Jun 2018"
"morganella morganii","imipenem",197,15,8,5,12," 7 Jun 2018"
"morganella morganii","levofloxacin",41,3,7,2,20," 7 Jun 2018"
"morganella morganii","nitrofurantoin",181,181,100,97,100," 7 Jun 2018"
"morganella morganii","norfloxacin",185,24,13,9,19," 7 Jun 2018"
"morganella morganii","piperacillin/tazobactam",217,7,3,1,7," 7 Jun 2018"
"neisseria gonorrhoeae","amoxicillin",1,1,100,17,100," 7 Jun 2018"
"neisseria gonorrhoeae","amoxicillin/clavulanate",1,1,100,17,100," 7 Jun 2018"
"neisseria gonorrhoeae","azithromycin",10,3,30,11,61," 7 Jun 2018"
"neisseria gonorrhoeae","ciprofloxacin",14,6,43,21,67," 7 Jun 2018"
"neisseria gonorrhoeae","doxycycline",8,7,88,51,100," 7 Jun 2018"
"neisseria gonorrhoeae","penicillin g",13,9,69,42,87," 7 Jun 2018"
"neisseria meningitidis","penicillin g",3,1,33,6,80," 7 Jun 2018"
"proteus mirabilis","amoxicillin",744,226,30,27,34," 7 Jun 2018"
"proteus mirabilis","amoxicillin/clavulanate",1021,74,7,6,9," 7 Jun 2018"
"proteus mirabilis","cefepime",1007,8,1,0,2," 7 Jun 2018"
"proteus mirabilis","ceftazidime",1006,14,1,1,2," 7 Jun 2018"
"proteus mirabilis","ceftriaxone",1020,9,1,0,2," 7 Jun 2018"
"proteus mirabilis","cefuroxime",962,30,3,2,4," 7 Jun 2018"
"proteus mirabilis","ciprofloxacin",1011,163,16,14,19," 7 Jun 2018"
"proteus mirabilis","cotrimoxazole",1018,291,29,26,31," 7 Jun 2018"
"proteus mirabilis","doxycycline",3,3,100,38,100," 7 Jun 2018"
"proteus mirabilis","ertapenem",931,25,3,2,4," 7 Jun 2018"
"proteus mirabilis","flucloxacillin",273,6,2,1,5," 7 Jun 2018"
"proteus mirabilis","fosfomycin",828,148,18,15,21," 7 Jun 2018"
"proteus mirabilis","gentamicin",901,94,10,9,13," 7 Jun 2018"
"proteus mirabilis","imipenem",827,86,10,8,13," 7 Jun 2018"
"proteus mirabilis","levofloxacin",210,35,17,12,22," 7 Jun 2018"
"proteus mirabilis","moxifloxacin",59,7,12,6,23," 7 Jun 2018"
"proteus mirabilis","nitrofurantoin",932,931,100,99,100," 7 Jun 2018"
"proteus mirabilis","norfloxacin",929,159,17,15,20," 7 Jun 2018"
"proteus mirabilis","piperacillin/tazobactam",1001,10,1,1,2," 7 Jun 2018"
"proteus mirabilis","tobramycin",70,3,4,1,12," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","amoxicillin",208,207,100,97,100," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","amoxicillin/clavulanate",285,43,15,11,20," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","cefepime",284,5,2,1,4," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","ceftazidime",285,16,6,3,9," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","ceftriaxone",285,15,5,3,9," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","cefuroxime",285,277,97,94,99," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","ciprofloxacin",284,9,3,2,6," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","cotrimoxazole",284,32,11,8,16," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","doxycycline",1,1,100,17,100," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","ertapenem",263,16,6,4,10," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","flucloxacillin",73,2,3,0,10," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","fosfomycin",221,15,7,4,11," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","gentamicin",262,7,3,1,6," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","imipenem",213,51,24,19,30," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","nitrofurantoin",242,241,100,97,100," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","norfloxacin",245,12,5,3,8," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","piperacillin/tazobactam",281,8,3,1,6," 7 Jun 2018"
"providencia sp.","amoxicillin",32,32,100,87,100," 7 Jun 2018"
"providencia sp.","amoxicillin/clavulanate",42,42,100,90,100," 7 Jun 2018"
"providencia sp.","ceftazidime",42,1,2,0,14," 7 Jun 2018"
"providencia sp.","ceftriaxone",42,1,2,0,14," 7 Jun 2018"
"providencia sp.","cefuroxime",38,19,50,35,65," 7 Jun 2018"
"providencia sp.","ciprofloxacin",42,2,5,1,17," 7 Jun 2018"
"providencia sp.","cotrimoxazole",42,4,10,3,23," 7 Jun 2018"
"providencia sp.","ertapenem",41,5,12,5,26," 7 Jun 2018"
"providencia sp.","fosfomycin",31,8,26,14,44," 7 Jun 2018"
"providencia sp.","gentamicin",38,7,18,9,34," 7 Jun 2018"
"providencia sp.","levofloxacin",6,1,17,2,58," 7 Jun 2018"
"providencia sp.","moxifloxacin",4,1,25,4,71," 7 Jun 2018"
"providencia sp.","nitrofurantoin",35,34,97,84,100," 7 Jun 2018"
"providencia sp.","norfloxacin",35,5,14,6,30," 7 Jun 2018"
"providencia sp.","tobramycin",2,1,50,10,90," 7 Jun 2018"
"pseudomonas aeruginosa","amoxicillin",116,115,99,95,100," 7 Jun 2018"
"pseudomonas aeruginosa","amoxicillin/clavulanate",152,151,99,96,100," 7 Jun 2018"
"pseudomonas aeruginosa","azithromycin",370,346,94,90,96," 7 Jun 2018"
"pseudomonas aeruginosa","aztreonam",375,341,91,88,93," 7 Jun 2018"
"pseudomonas aeruginosa","cefazolin",3,3,100,38,100," 7 Jun 2018"
"pseudomonas aeruginosa","cefepime",1433,145,10,9,12," 7 Jun 2018"
"pseudomonas aeruginosa","ceftazidime",1393,145,10,9,12," 7 Jun 2018"
"pseudomonas aeruginosa","ceftriaxone",147,147,100,97,100," 7 Jun 2018"
"pseudomonas aeruginosa","cefuroxime",83,83,100,95,100," 7 Jun 2018"
"pseudomonas aeruginosa","ciprofloxacin",1427,221,15,14,17," 7 Jun 2018"
"pseudomonas aeruginosa","colistin",709,19,3,2,4," 7 Jun 2018"
"pseudomonas aeruginosa","cotrimoxazole",892,892,100,99,100," 7 Jun 2018"
"pseudomonas aeruginosa","doxycycline",1,1,100,17,100," 7 Jun 2018"
"pseudomonas aeruginosa","ertapenem",110,110,100,96,100," 7 Jun 2018"
"pseudomonas aeruginosa","fosfomycin",37,29,78,62,89," 7 Jun 2018"
"pseudomonas aeruginosa","gentamicin",1369,114,8,7,10," 7 Jun 2018"
"pseudomonas aeruginosa","imipenem",1396,170,12,11,14," 7 Jun 2018"
"pseudomonas aeruginosa","levofloxacin",1236,240,19,17,22," 7 Jun 2018"
"pseudomonas aeruginosa","meropenem",824,62,8,6,10," 7 Jun 2018"
"pseudomonas aeruginosa","nitrofurantoin",2,2,100,29,100," 7 Jun 2018"
"pseudomonas aeruginosa","norfloxacin",10,8,80,48,95," 7 Jun 2018"
"pseudomonas aeruginosa","piperacillin/tazobactam",1418,206,15,13,16," 7 Jun 2018"
"pseudomonas aeruginosa","rifampicin",13,12,92,64,100," 7 Jun 2018"
"pseudomonas aeruginosa","tobramycin",1357,60,4,3,6," 7 Jun 2018"
"pseudomonas aeruginosa","vancomycin",1,1,100,17,100," 7 Jun 2018"
"salmonella sp.","amoxicillin",65,23,35,25,48," 7 Jun 2018"
"salmonella sp.","amoxicillin/clavulanate",117,4,3,1,9," 7 Jun 2018"
"salmonella sp.","cefepime",104,1,1,0,6," 7 Jun 2018"
"salmonella sp.","ceftazidime",104,1,1,0,6," 7 Jun 2018"
"salmonella sp.","ceftriaxone",109,1,1,0,6," 7 Jun 2018"
"salmonella sp.","cefuroxime",104,104,100,96,100," 7 Jun 2018"
