microorganism,compound,N_samples,n_resistant,percent_resistant,lower_ci,upper_ci,date_imported
"enterobacter sp.","amoxicillin",221,220,100,97,100,"21 May 2018"
"enterobacter sp.","amoxicillin/clavulanate",230,229,100,97,100,"21 May 2018"
"enterobacter sp.","cefepime",486,27,6,4,8,"21 May 2018"
"enterobacter sp.","cefotaxime",160,31,19,14,26,"21 May 2018"
"enterobacter sp.","ceftazidime",280,95,34,29,40,"21 May 2018"
"enterobacter sp.","ceftriaxone",284,97,34,29,40,"21 May 2018"
"enterobacter sp.","cefuroxime",232,183,79,73,84,"21 May 2018"
"enterobacter sp.","ciprofloxacin",492,22,4,3,7,"21 May 2018"
"enterobacter sp.","cotrimoxazole",230,6,3,1,6,"21 May 2018"
"enterobacter sp.","doxycycline",160,34,21,16,28,"21 May 2018"
"enterobacter sp.","ertapenem",219,19,9,6,13,"21 May 2018"
"enterobacter sp.","flucloxacillin",169,169,100,97,100,"21 May 2018"
"enterobacter sp.","fosfomycin",358,108,30,26,35,"21 May 2018"
"enterobacter sp.","gentamicin",477,3,1,0,2,"21 May 2018"
"enterobacter sp.","imipenem",472,10,2,1,4,"21 May 2018"
"enterobacter sp.","levofloxacin",413,15,4,2,6,"21 May 2018"
"enterobacter sp.","meropenem",302,3,1,0,3,"21 May 2018"
"enterobacter sp.","nitrofurantoin",195,118,61,54,67,"21 May 2018"
"enterobacter sp.","norfloxacin",386,28,7,5,10,"21 May 2018"
"enterobacter sp.","piperacillin/tazobactam",456,106,23,20,27,"21 May 2018"
"enterobacter sp.","tigecycline",2,1,50,10,90,"21 May 2018"
"enterobacter sp.","tobramycin",104,1,1,0,6,"21 May 2018"
"enterococcus faecalis","amoxicillin",729,1,0,0,1,"21 May 2018"
"enterococcus faecalis","amoxicillin/clavulanate",489,10,2,1,4,"21 May 2018"
"enterococcus faecalis","azithromycin",6,6,100,55,100,"21 May 2018"
"enterococcus faecalis","cefuroxime",718,718,100,99,100,"21 May 2018"
"enterococcus faecalis","ciprofloxacin",328,15,5,3,7,"21 May 2018"
"enterococcus faecalis","clarithromycin",6,6,100,55,100,"21 May 2018"
"enterococcus faecalis","clindamycin",720,720,100,99,100,"21 May 2018"
"enterococcus faecalis","cotrimoxazole",724,722,100,99,100,"21 May 2018"
"enterococcus faecalis","doxycycline",6,4,67,30,90,"21 May 2018"
"enterococcus faecalis","erythromycin",724,724,100,99,100,"21 May 2018"
"enterococcus faecalis","flucloxacillin",5,5,100,51,100,"21 May 2018"
"enterococcus faecalis","fosfomycin",226,6,3,1,6,"21 May 2018"
"enterococcus faecalis","fusidic acid",1,1,100,17,100,"21 May 2018"
"enterococcus faecalis","gentamicin",1,1,100,17,100,"21 May 2018"
"enterococcus faecalis","imipenem",1261,14,1,1,2,"21 May 2018"
"enterococcus faecalis","levofloxacin",1041,30,3,2,4,"21 May 2018"
"enterococcus faecalis","linezolid",921,1,0,0,1,"21 May 2018"
"enterococcus faecalis","moxifloxacin",715,16,2,1,4,"21 May 2018"
"enterococcus faecalis","nitrofurantoin",1040,3,0,0,1,"21 May 2018"
"enterococcus faecalis","norfloxacin",325,14,4,3,7,"21 May 2018"
"enterococcus faecalis","penicillin g",725,2,0,0,1,"21 May 2018"
"enterococcus faecalis","piperacillin/tazobactam",293,2,1,0,3,"21 May 2018"
"enterococcus faecalis","rifampicin",6,3,50,19,81,"21 May 2018"
"enterococcus faecalis","teicoplanin",75,3,4,1,12,"21 May 2018"
"enterococcus faecalis","tigecycline",739,1,0,0,1,"21 May 2018"
"enterococcus faecalis","tobramycin",1,1,100,17,100,"21 May 2018"
"enterococcus faecalis","vancomycin",1282,2,0,0,1,"21 May 2018"
"enterococcus faecium","amoxicillin",78,47,60,49,70,"21 May 2018"
"enterococcus faecium","amoxicillin/clavulanate",187,155,83,77,88,"21 May 2018"
"enterococcus faecium","azithromycin",1,1,100,17,100,"21 May 2018"
"enterococcus faecium","cefuroxime",68,68,100,93,100,"21 May 2018"
"enterococcus faecium","ciprofloxacin",59,47,80,68,88,"21 May 2018"
"enterococcus faecium","clarithromycin",1,1,100,17,100,"21 May 2018"
"enterococcus faecium","clindamycin",70,69,99,91,100,"21 May 2018"
"enterococcus faecium","cotrimoxazole",85,83,98,91,100,"21 May 2018"
"enterococcus faecium","erythromycin",72,71,99,92,100,"21 May 2018"
"enterococcus faecium","flucloxacillin",4,4,100,45,100,"21 May 2018"
"enterococcus faecium","fosfomycin",35,4,11,4,27,"21 May 2018"
"enterococcus faecium","fusidic acid",1,1,100,17,100,"21 May 2018"
"enterococcus faecium","gentamicin",1,1,100,17,100,"21 May 2018"
"enterococcus faecium","imipenem",274,230,84,79,88,"21 May 2018"
"enterococcus faecium","levofloxacin",138,85,62,53,69,"21 May 2018"
"enterococcus faecium","linezolid",187,1,1,0,3,"21 May 2018"
"enterococcus faecium","moxifloxacin",67,41,61,49,72,"21 May 2018"
"enterococcus faecium","nitrofurantoin",126,89,71,62,78,"21 May 2018"
"enterococcus faecium","norfloxacin",90,75,83,74,90,"21 May 2018"
"enterococcus faecium","penicillin g",68,44,65,53,75,"21 May 2018"
"enterococcus faecium","piperacillin/tazobactam",119,102,86,78,91,"21 May 2018"
"enterococcus faecium","rifampicin",4,3,75,29,96,"21 May 2018"
"enterococcus faecium","teicoplanin",47,2,4,0,15,"21 May 2018"
"enterococcus faecium","tobramycin",1,1,100,17,100,"21 May 2018"
"enterococcus faecium","vancomycin",280,3,1,0,3,"21 May 2018"
"escherichia coli","amoxicillin",3456,1417,41,39,43,"21 May 2018"
"escherichia coli","amoxicillin/clavulanate",5839,1255,21,20,23,"21 May 2018"
"escherichia coli","azithromycin",1,1,100,17,100,"21 May 2018"
"escherichia coli","aztreonam",45,6,13,6,27,"21 May 2018"
"escherichia coli","cefazolin",1,1,100,17,100,"21 May 2018"
"escherichia coli","cefepime",5848,390,7,6,7,"21 May 2018"
"escherichia coli","cefotaxime",2348,139,6,5,7,"21 May 2018"
"escherichia coli","ceftazidime",5883,416,7,6,8,"21 May 2018"
"escherichia coli","ceftriaxone",5807,428,7,7,8,"21 May 2018"
"escherichia coli","cefuroxime",5865,753,13,12,14,"21 May 2018"
"escherichia coli","ciprofloxacin",5917,1150,19,18,20,"21 May 2018"
"escherichia coli","cotrimoxazole",3569,768,22,20,23,"21 May 2018"
"escherichia coli","doxycycline",2300,580,25,23,27,"21 May 2018"
"escherichia coli","ertapenem",3456,6,0,0,0,"21 May 2018"
"escherichia coli","flucloxacillin",2405,136,6,5,7,"21 May 2018"
"escherichia coli","fosfomycin",5494,68,1,1,2,"21 May 2018"
"escherichia coli","gentamicin",5811,422,7,7,8,"21 May 2018"
"escherichia coli","imipenem",5826,1,0,0,0,"21 May 2018"
"escherichia coli","levofloxacin",4644,908,20,18,21,"21 May 2018"
"escherichia coli","meropenem",2683,1,0,0,0,"21 May 2018"
"escherichia coli","minocycline",11,6,55,28,79,"21 May 2018"
"escherichia coli","nitrofurantoin",4762,46,1,1,1,"21 May 2018"
"escherichia coli","norfloxacin",5424,1324,24,23,26,"21 May 2018"
"escherichia coli","penicillin g",2,2,100,29,100,"21 May 2018"
"escherichia coli","piperacillin/tazobactam",5706,325,6,5,6,"21 May 2018"
"escherichia coli","tobramycin",472,54,11,9,15,"21 May 2018"
"haemophilus influenzae","amoxicillin",3,1,33,6,80,"21 May 2018"
"haemophilus influenzae","amoxicillin/clavulanate",90,22,24,17,34,"21 May 2018"
"haemophilus influenzae","ceftriaxone",118,2,2,0,6,"21 May 2018"
"haemophilus influenzae","cefuroxime",99,88,89,81,94,"21 May 2018"
"haemophilus influenzae","ciprofloxacin",116,1,1,0,5,"21 May 2018"
"haemophilus influenzae","cotrimoxazole",6,3,50,19,81,"21 May 2018"
"haemophilus influenzae","erythromycin",41,41,100,90,100,"21 May 2018"
"haemophilus influenzae","levofloxacin",105,2,2,0,7,"21 May 2018"
"haemophilus influenzae","penicillin g",2,2,100,29,100,"21 May 2018"
"helicobacter pylori","clarithromycin",12,6,50,26,75,"21 May 2018"
"helicobacter pylori","levofloxacin",12,3,25,9,54,"21 May 2018"
"helicobacter pylori","metronidazole",12,6,50,26,75,"21 May 2018"
"helicobacter pylori","rifampicin",12,3,25,9,54,"21 May 2018"
"klebsiella oxytoca","amoxicillin",114,114,100,96,100,"21 May 2018"
"klebsiella oxytoca","amoxicillin/clavulanate",217,26,12,8,17,"21 May 2018"
"klebsiella oxytoca","cefepime",215,9,4,2,8,"21 May 2018"
"klebsiella oxytoca","cefotaxime",77,1,1,0,8,"21 May 2018"
"klebsiella oxytoca","ceftazidime",216,9,4,2,8,"21 May 2018"
"klebsiella oxytoca","ceftriaxone",214,17,8,5,12,"21 May 2018"
"klebsiella oxytoca","cefuroxime",214,28,13,9,18,"21 May 2018"
"klebsiella oxytoca","ciprofloxacin",217,12,6,3,10,"21 May 2018"
"klebsiella oxytoca","flucloxacillin",79,2,3,0,9,"21 May 2018"
"klebsiella oxytoca","fosfomycin",157,28,18,13,25,"21 May 2018"
"klebsiella oxytoca","gentamicin",210,6,3,1,6,"21 May 2018"
"klebsiella oxytoca","imipenem",209,5,2,1,6,"21 May 2018"
"klebsiella oxytoca","levofloxacin",177,9,5,3,10,"21 May 2018"
"klebsiella oxytoca","meropenem",119,5,4,2,10,"21 May 2018"
"klebsiella oxytoca","nitrofurantoin",99,13,13,8,21,"21 May 2018"
"klebsiella oxytoca","norfloxacin",174,8,5,2,9,"21 May 2018"
"klebsiella oxytoca","piperacillin/tazobactam",217,26,12,8,17,"21 May 2018"
"klebsiella oxytoca","tobramycin",34,2,6,1,20,"21 May 2018"
"klebsiella pneumoniae","amoxicillin",457,457,100,99,100,"21 May 2018"
"klebsiella pneumoniae","amoxicillin/clavulanate",951,134,14,12,16,"21 May 2018"
"klebsiella pneumoniae","aztreonam",16,6,38,19,61,"21 May 2018"
"klebsiella pneumoniae","cefepime",951,67,7,6,9,"21 May 2018"
"klebsiella pneumoniae","cefotaxime",335,18,5,3,8,"21 May 2018"
"klebsiella pneumoniae","ceftazidime",958,88,9,8,11,"21 May 2018"
"klebsiella pneumoniae","ceftriaxone",925,72,8,6,10,"21 May 2018"
"klebsiella pneumoniae","cefuroxime",947,122,13,11,15,"21 May 2018"
"klebsiella pneumoniae","ciprofloxacin",958,109,11,10,14,"21 May 2018"
"klebsiella pneumoniae","cotrimoxazole",478,43,9,7,12,"21 May 2018"
"klebsiella pneumoniae","doxycycline",320,48,15,11,19,"21 May 2018"
"klebsiella pneumoniae","ertapenem",457,3,1,0,2,"21 May 2018"
"klebsiella pneumoniae","flucloxacillin",339,20,6,4,9,"21 May 2018"
"klebsiella pneumoniae","fosfomycin",761,128,17,14,20,"21 May 2018"
"klebsiella pneumoniae","gentamicin",939,41,4,3,6,"21 May 2018"
"klebsiella pneumoniae","imipenem",923,8,1,0,2,"21 May 2018"
"klebsiella pneumoniae","levofloxacin",803,80,10,8,12,"21 May 2018"
"klebsiella pneumoniae","meropenem",540,10,2,1,3,"21 May 2018"
"klebsiella pneumoniae","minocycline",4,4,100,45,100,"21 May 2018"
"klebsiella pneumoniae","nitrofurantoin",435,289,66,62,71,"21 May 2018"
"klebsiella pneumoniae","norfloxacin",850,140,16,14,19,"21 May 2018"
"klebsiella pneumoniae","piperacillin/tazobactam",926,105,11,9,14,"21 May 2018"
"klebsiella pneumoniae","tigecycline",16,9,56,33,77,"21 May 2018"
"klebsiella pneumoniae","tobramycin",128,20,16,10,23,"21 May 2018"
"moraxella catarrhalis","amoxicillin",1,1,100,17,100,"21 May 2018"
"moraxella catarrhalis","cefuroxime",29,23,79,61,90,"21 May 2018"
"moraxella catarrhalis","penicillin g",1,1,100,17,100,"21 May 2018"
"morganella morganii","amoxicillin",65,65,100,93,100,"21 May 2018"
"morganella morganii","amoxicillin/clavulanate",68,68,100,93,100,"21 May 2018"
"morganella morganii","cefepime",117,2,2,0,6,"21 May 2018"
"morganella morganii","cefotaxime",43,4,9,3,22,"21 May 2018"
"morganella morganii","ceftazidime",92,10,11,6,19,"21 May 2018"
"morganella morganii","ceftriaxone",91,7,8,4,15,"21 May 2018"
"morganella morganii","cefuroxime",68,68,100,93,100,"21 May 2018"
"morganella morganii","ciprofloxacin",117,11,9,5,16,"21 May 2018"
"morganella morganii","cotrimoxazole",68,9,13,7,24,"21 May 2018"
"morganella morganii","doxycycline",42,42,100,90,100,"21 May 2018"
"morganella morganii","flucloxacillin",41,34,83,68,92,"21 May 2018"
"morganella morganii","fosfomycin",73,70,96,88,99,"21 May 2018"
"morganella morganii","gentamicin",112,6,5,2,12,"21 May 2018"
"morganella morganii","imipenem",86,31,36,27,47,"21 May 2018"
"morganella morganii","levofloxacin",89,8,9,4,17,"21 May 2018"
"morganella morganii","minocycline",1,1,100,17,100,"21 May 2018"
"morganella morganii","nitrofurantoin",55,55,100,92,100,"21 May 2018"
"morganella morganii","norfloxacin",85,8,9,5,18,"21 May 2018"
"morganella morganii","piperacillin/tazobactam",113,4,4,1,9,"21 May 2018"
"morganella morganii","tobramycin",31,3,10,3,26,"21 May 2018"
"neisseria gonorrhoeae","azithromycin",6,2,33,10,70,"21 May 2018"
"neisseria gonorrhoeae","ciprofloxacin",5,3,60,23,88,"21 May 2018"
"neisseria gonorrhoeae","doxycycline",1,1,100,17,100,"21 May 2018"
"neisseria gonorrhoeae","penicillin g",5,3,60,23,88,"21 May 2018"
"neisseria meningitidis","penicillin g",1,1,100,17,100,"21 May 2018"
"proteus mirabilis","amoxicillin",216,65,30,24,37,"21 May 2018"
"proteus mirabilis","amoxicillin/clavulanate",403,41,10,8,14,"21 May 2018"
"proteus mirabilis","cefepime",400,5,1,0,3,"21 May 2018"
"proteus mirabilis","cefotaxime",153,4,3,1,7,"21 May 2018"
"proteus mirabilis","ceftazidime",403,11,3,1,5,"21 May 2018"
"proteus mirabilis","ceftriaxone",391,12,3,2,5,"21 May 2018"
"proteus mirabilis","cefuroxime",395,16,4,2,7,"21 May 2018"
"proteus mirabilis","ciprofloxacin",403,75,19,15,23,"21 May 2018"
"proteus mirabilis","cotrimoxazole",222,61,27,22,34,"21 May 2018"
"proteus mirabilis","doxycycline",149,149,100,97,100,"21 May 2018"
"proteus mirabilis","ertapenem",207,3,1,0,4,"21 May 2018"
"proteus mirabilis","flucloxacillin",155,5,3,1,8,"21 May 2018"
"proteus mirabilis","fosfomycin",319,44,14,10,18,"21 May 2018"
"proteus mirabilis","gentamicin",392,70,18,14,22,"21 May 2018"
"proteus mirabilis","imipenem",237,56,24,19,29,"21 May 2018"
"proteus mirabilis","levofloxacin",308,56,18,14,23,"21 May 2018"
"proteus mirabilis","meropenem",203,1,0,0,3,"21 May 2018"
"proteus mirabilis","minocycline",1,1,100,17,100,"21 May 2018"
"proteus mirabilis","nitrofurantoin",208,208,100,98,100,"21 May 2018"
"proteus mirabilis","norfloxacin",353,64,18,14,23,"21 May 2018"
"proteus mirabilis","piperacillin/tazobactam",395,1,0,0,2,"21 May 2018"
"proteus mirabilis","tigecycline",1,1,100,17,100,"21 May 2018"
"proteus mirabilis","tobramycin",55,16,29,19,42,"21 May 2018"
"proteus sp. ""non-mirabilis""","amoxicillin",64,64,100,93,100,"21 May 2018"
"proteus sp. ""non-mirabilis""","amoxicillin/clavulanate",123,8,7,3,13,"21 May 2018"
"proteus sp. ""non-mirabilis""","cefepime",122,1,1,0,5,"21 May 2018"
"proteus sp. ""non-mirabilis""","ceftazidime",123,2,2,0,6,"21 May 2018"
"proteus sp. ""non-mirabilis""","ceftriaxone",122,11,9,5,16,"21 May 2018"
"proteus sp. ""non-mirabilis""","cefuroxime",69,67,97,89,100,"21 May 2018"
"proteus sp. ""non-mirabilis""","ciprofloxacin",123,1,1,0,5,"21 May 2018"
"proteus sp. ""non-mirabilis""","cotrimoxazole",68,6,9,4,18,"21 May 2018"
"proteus sp. ""non-mirabilis""","doxycycline",43,43,100,90,100,"21 May 2018"
"proteus sp. ""non-mirabilis""","ertapenem",67,3,4,1,13,"21 May 2018"
"proteus sp. ""non-mirabilis""","flucloxacillin",47,1,2,0,12,"21 May 2018"
"proteus sp. ""non-mirabilis""","fosfomycin",95,7,7,3,15,"21 May 2018"
"proteus sp. ""non-mirabilis""","gentamicin",122,6,5,2,11,"21 May 2018"
"proteus sp. ""non-mirabilis""","imipenem",94,47,50,40,60,"21 May 2018"
"proteus sp. ""non-mirabilis""","levofloxacin",95,1,1,0,6,"21 May 2018"
"proteus sp. ""non-mirabilis""","nitrofurantoin",61,61,100,93,100,"21 May 2018"
"proteus sp. ""non-mirabilis""","norfloxacin",106,3,3,1,8,"21 May 2018"
"proteus sp. ""non-mirabilis""","piperacillin/tazobactam",120,2,2,0,6,"21 May 2018"
"providencia sp.","amoxicillin",14,14,100,74,100,"21 May 2018"
"providencia sp.","amoxicillin/clavulanate",14,14,100,74,100,"21 May 2018"
"providencia sp.","ceftazidime",17,1,6,0,29,"21 May 2018"
"providencia sp.","cefuroxime",14,13,93,66,100,"21 May 2018"
"providencia sp.","ciprofloxacin",17,1,6,0,29,"21 May 2018"
"providencia sp.","doxycycline",13,13,100,73,100,"21 May 2018"
"providencia sp.","flucloxacillin",13,1,8,0,36,"21 May 2018"
"providencia sp.","fosfomycin",16,6,38,19,61,"21 May 2018"
"providencia sp.","gentamicin",14,2,14,3,41,"21 May 2018"
"providencia sp.","levofloxacin",16,2,13,2,38,"21 May 2018"
"providencia sp.","nitrofurantoin",14,14,100,74,100,"21 May 2018"
"providencia sp.","norfloxacin",16,1,6,0,31,"21 May 2018"
"providencia sp.","piperacillin/tazobactam",16,1,6,0,31,"21 May 2018"
"pseudomonas aeruginosa","amoxicillin",5,5,100,51,100,"21 May 2018"
"pseudomonas aeruginosa","amoxicillin/clavulanate",60,59,98,90,100,"21 May 2018"
"pseudomonas aeruginosa","azithromycin",159,150,94,89,97,"21 May 2018"
"pseudomonas aeruginosa","aztreonam",266,237,89,85,92,"21 May 2018"
"pseudomonas aeruginosa","cefepime",734,58,8,6,10,"21 May 2018"
"pseudomonas aeruginosa","cefotaxime",4,4,100,45,100,"21 May 2018"
"pseudomonas aeruginosa","ceftazidime",742,59,8,6,10,"21 May 2018"
"pseudomonas aeruginosa","ceftriaxone",23,22,96,77,100,"21 May 2018"
"pseudomonas aeruginosa","cefuroxime",65,64,98,91,100,"21 May 2018"
"pseudomonas aeruginosa","ciprofloxacin",744,108,15,12,17,"21 May 2018"
"pseudomonas aeruginosa","colistin",248,6,2,1,5,"21 May 2018"
"pseudomonas aeruginosa","cotrimoxazole",290,289,100,98,100,"21 May 2018"
"pseudomonas aeruginosa","doxycycline",5,5,100,51,100,"21 May 2018"
"pseudomonas aeruginosa","ertapenem",12,11,92,62,100,"21 May 2018"
"pseudomonas aeruginosa","flucloxacillin",45,44,98,87,100,"21 May 2018"
"pseudomonas aeruginosa","fosfomycin",45,32,71,56,82,"21 May 2018"
"pseudomonas aeruginosa","gentamicin",524,19,4,2,6,"21 May 2018"
"pseudomonas aeruginosa","imipenem",702,113,16,14,19,"21 May 2018"
"pseudomonas aeruginosa","levofloxacin",683,149,22,19,25,"21 May 2018"
"pseudomonas aeruginosa","meropenem",671,94,14,12,17,"21 May 2018"
"pseudomonas aeruginosa","minocycline",2,2,100,29,100,"21 May 2018"
"pseudomonas aeruginosa","moxifloxacin",4,3,75,29,96,"21 May 2018"
"pseudomonas aeruginosa","nitrofurantoin",48,47,98,88,100,"21 May 2018"
"pseudomonas aeruginosa","norfloxacin",74,33,45,34,56,"21 May 2018"
"pseudomonas aeruginosa","ofloxacin",10,5,50,24,76,"21 May 2018"
"pseudomonas aeruginosa","piperacillin/tazobactam",737,64,9,7,11,"21 May 2018"
"pseudomonas aeruginosa","tigecycline",7,6,86,46,99,"21 May 2018"
"pseudomonas aeruginosa","tobramycin",502,17,3,2,5,"21 May 2018"
"salmonella sp.","amoxicillin",15,6,40,20,64,"21 May 2018"
"salmonella sp.","amoxicillin/clavulanate",24,2,8,1,27,"21 May 2018"
"salmonella sp.","cefuroxime",14,14,100,74,100,"21 May 2018"
"salmonella sp.","ciprofloxacin",25,2,8,1,26,"21 May 2018"
"salmonella sp.","doxycycline",14,4,29,12,55,"21 May 2018"
"salmonella sp.","flucloxacillin",14,14,100,74,100,"21 May 2018"
"salmonella sp.","gentamicin",14,14,100,74,100,"21 May 2018"
