microorganism,compound,N_samples,n_resistant,percent_resistant,lower_ci,upper_ci,date_imported
"enterobacter sp.","imipenem",911,5,1,0,1," 7 Jun 2018"
"enterobacter sp.","levofloxacin",715,32,4,3,6," 7 Jun 2018"
"enterobacter sp.","meropenem",589,1,0,0,1," 7 Jun 2018"
"enterobacter sp.","moxifloxacin",148,4,3,1,7," 7 Jun 2018"
"enterobacter sp.","nitrofurantoin",409,211,52,47,56," 7 Jun 2018"
"enterobacter sp.","norfloxacin",305,31,10,7,14," 7 Jun 2018"
"enterobacter sp.","piperacillin/tazobactam",887,202,23,20,26," 7 Jun 2018"
"enterobacter sp.","tigecycline",2,1,50,10,90," 7 Jun 2018"
"enterococcus faecalis","amoxicillin/clavulanate",1329,12,1,1,2," 7 Jun 2018"
"enterococcus faecalis","azithromycin",42,42,100,90,100," 7 Jun 2018"
"enterococcus faecalis","cefazolin",98,98,100,95,100," 7 Jun 2018"
"enterococcus faecalis","ceftriaxone",98,98,100,95,100," 7 Jun 2018"
"enterococcus faecalis","cefuroxime",143,143,100,97,100," 7 Jun 2018"
"enterococcus faecalis","ciprofloxacin",294,106,36,31,42," 7 Jun 2018"
"enterococcus faecalis","clarithromycin",42,42,100,90,100," 7 Jun 2018"
"enterococcus faecalis","clindamycin",45,45,100,90,100," 7 Jun 2018"
"enterococcus faecalis","cotrimoxazole",808,808,100,99,100," 7 Jun 2018"
"enterococcus faecalis","doxycycline",230,166,72,66,78," 7 Jun 2018"
"enterococcus faecalis","erythromycin",46,45,98,87,100," 7 Jun 2018"
"enterococcus faecalis","fosfomycin",97,3,3,1,9," 7 Jun 2018"
"enterococcus faecalis","gentamicin",20,5,25,11,47," 7 Jun 2018"
"enterococcus faecalis","levofloxacin",848,54,6,5,8," 7 Jun 2018"
"enterococcus faecalis","linezolid",1257,3,0,0,1," 7 Jun 2018"
"enterococcus faecalis","moxifloxacin",44,4,9,3,22," 7 Jun 2018"
"enterococcus faecalis","nitrofurantoin",838,2,0,0,1," 7 Jun 2018"
"enterococcus faecalis","norfloxacin",96,96,100,95,100," 7 Jun 2018"
"enterococcus faecalis","piperacillin/tazobactam",778,4,1,0,1," 7 Jun 2018"
"enterococcus faecalis","teicoplanin",1064,2,0,0,1," 7 Jun 2018"
"enterococcus faecalis","vancomycin",1357,2,0,0,1," 7 Jun 2018"
"enterococcus faecium","amoxicillin",417,344,82,79,86," 7 Jun 2018"
"enterococcus faecium","amoxicillin/clavulanate",492,399,81,77,84," 7 Jun 2018"
"enterococcus faecium","azithromycin",2,2,100,29,100," 7 Jun 2018"
"enterococcus faecium","cefazolin",6,6,100,55,100," 7 Jun 2018"
"enterococcus faecium","ceftriaxone",6,6,100,55,100," 7 Jun 2018"
"enterococcus faecium","cefuroxime",8,8,100,62,100," 7 Jun 2018"
"enterococcus faecium","ciprofloxacin",40,29,73,57,84," 7 Jun 2018"
"enterococcus faecium","clarithromycin",2,2,100,29,100," 7 Jun 2018"
"enterococcus faecium","clindamycin",2,2,100,29,100," 7 Jun 2018"
"enterococcus faecium","cotrimoxazole",368,368,100,99,100," 7 Jun 2018"
"enterococcus faecium","doxycycline",45,7,16,8,29," 7 Jun 2018"
"enterococcus faecium","erythromycin",2,2,100,29,100," 7 Jun 2018"
"enterococcus faecium","gentamicin",9,6,67,35,88," 7 Jun 2018"
"enterococcus faecium","imipenem",376,340,90,87,93," 7 Jun 2018"
"enterococcus faecium","levofloxacin",255,210,82,77,87," 7 Jun 2018"
"enterococcus faecium","meropenem",2,1,50,10,90," 7 Jun 2018"
"enterococcus faecium","moxifloxacin",2,1,50,10,90," 7 Jun 2018"
"enterococcus faecium","nitrofurantoin",212,110,52,45,59," 7 Jun 2018"
"enterococcus faecium","norfloxacin",6,6,100,55,100," 7 Jun 2018"
"enterococcus faecium","penicillin g",45,33,73,59,84," 7 Jun 2018"
"enterococcus faecium","piperacillin/tazobactam",347,294,85,81,88," 7 Jun 2018"
"enterococcus faecium","teicoplanin",421,2,0,0,2," 7 Jun 2018"
"enterococcus faecium","tigecycline",303,1,0,0,2," 7 Jun 2018"
"enterococcus faecium","vancomycin",490,3,1,0,2," 7 Jun 2018"
"escherichia coli","amoxicillin",10206,4842,47,46,48," 7 Jun 2018"
"escherichia coli","amoxicillin/clavulanate",11326,2179,19,19,20," 7 Jun 2018"
"escherichia coli","aztreonam",2,2,100,29,100," 7 Jun 2018"
"escherichia coli","cefazolin",725,105,14,12,17," 7 Jun 2018"
"escherichia coli","cefepime",10421,752,7,7,8," 7 Jun 2018"
"escherichia coli","cefotaxime",6,2,33,10,70," 7 Jun 2018"
"escherichia coli","ceftazidime",10477,888,8,8,9," 7 Jun 2018"
"escherichia coli","ceftriaxone",11325,958,8,8,9," 7 Jun 2018"
"escherichia coli","cefuroxime",9032,1363,15,14,16," 7 Jun 2018"
"escherichia coli","ciprofloxacin",11314,2100,19,18,19," 7 Jun 2018"
"escherichia coli","colistin",86,3,3,1,10," 7 Jun 2018"
"escherichia coli","cotrimoxazole",11318,2862,25,24,26," 7 Jun 2018"
"escherichia coli","ertapenem",10301,24,0,0,0," 7 Jun 2018"
"escherichia coli","flucloxacillin",4299,256,6,5,7," 7 Jun 2018"
"escherichia coli","fosfomycin",10393,133,1,1,2," 7 Jun 2018"
"escherichia coli","gentamicin",8371,650,8,7,8," 7 Jun 2018"
"escherichia coli","imipenem",10469,10,0,0,0," 7 Jun 2018"
"escherichia coli","levofloxacin",7236,1389,19,18,20," 7 Jun 2018"
"escherichia coli","meropenem",4715,6,0,0,0," 7 Jun 2018"
"escherichia coli","moxifloxacin",2571,369,14,13,16," 7 Jun 2018"
"escherichia coli","nitrofurantoin",9841,113,1,1,1," 7 Jun 2018"
"escherichia coli","norfloxacin",7111,1397,20,19,21," 7 Jun 2018"
"escherichia coli","piperacillin/tazobactam",10341,722,7,7,7," 7 Jun 2018"
"escherichia coli","tigecycline",74,5,7,3,15," 7 Jun 2018"
"escherichia coli","tobramycin",536,44,8,6,11," 7 Jun 2018"
"haemophilus influenzae","amoxicillin",234,68,29,24,35," 7 Jun 2018"
"haemophilus influenzae","amoxicillin/clavulanate",454,64,14,11,18," 7 Jun 2018"
"haemophilus influenzae","azithromycin",20,20,100,81,100," 7 Jun 2018"
"haemophilus influenzae","ceftriaxone",315,1,0,0,2," 7 Jun 2018"
"haemophilus influenzae","cefuroxime",42,30,71,56,83," 7 Jun 2018"
"haemophilus influenzae","ciprofloxacin",260,7,3,1,6," 7 Jun 2018"
"haemophilus influenzae","clarithromycin",19,19,100,80,100," 7 Jun 2018"
"haemophilus influenzae","cotrimoxazole",304,73,24,20,29," 7 Jun 2018"
"haemophilus influenzae","erythromycin",181,181,100,97,100," 7 Jun 2018"
"haemophilus influenzae","fusidic acid",2,2,100,29,100," 7 Jun 2018"
"haemophilus influenzae","levofloxacin",172,4,2,1,6," 7 Jun 2018"
"haemophilus influenzae","moxifloxacin",157,1,1,0,4," 7 Jun 2018"
"haemophilus influenzae","ofloxacin",10,1,10,0,43," 7 Jun 2018"
"haemophilus influenzae","penicillin g",215,103,48,41,55," 7 Jun 2018"
"haemophilus influenzae","piperacillin/tazobactam",214,48,22,17,29," 7 Jun 2018"
"haemophilus influenzae","tobramycin",2,1,50,10,90," 7 Jun 2018"
"helicobacter pylori","amoxicillin",34,6,18,8,34," 7 Jun 2018"
"helicobacter pylori","azithromycin",4,3,75,29,96," 7 Jun 2018"
"helicobacter pylori","clarithromycin",35,15,43,28,59," 7 Jun 2018"
"helicobacter pylori","levofloxacin",35,7,20,10,36," 7 Jun 2018"
"helicobacter pylori","metronidazole",34,19,56,39,71," 7 Jun 2018"
"klebsiella oxytoca","amoxicillin",398,398,100,99,100," 7 Jun 2018"
"klebsiella oxytoca","amoxicillin/clavulanate",425,47,11,8,14," 7 Jun 2018"
"klebsiella oxytoca","cefazolin",23,4,17,7,38," 7 Jun 2018"
"klebsiella oxytoca","cefepime",395,4,1,0,3," 7 Jun 2018"
"klebsiella oxytoca","ceftazidime",399,8,2,1,4," 7 Jun 2018"
"klebsiella oxytoca","ceftriaxone",425,25,6,4,9," 7 Jun 2018"
"klebsiella oxytoca","cefuroxime",349,41,12,9,16," 7 Jun 2018"
"klebsiella oxytoca","ciprofloxacin",422,7,2,1,3," 7 Jun 2018"
"klebsiella oxytoca","cotrimoxazole",422,10,2,1,4," 7 Jun 2018"
"klebsiella oxytoca","ertapenem",398,1,0,0,2," 7 Jun 2018"
"klebsiella oxytoca","flucloxacillin",195,4,2,1,5," 7 Jun 2018"
"klebsiella oxytoca","fosfomycin",305,100,33,28,38," 7 Jun 2018"
"klebsiella oxytoca","gentamicin",352,2,1,0,2," 7 Jun 2018"
"klebsiella oxytoca","imipenem",400,1,0,0,2," 7 Jun 2018"
"klebsiella oxytoca","levofloxacin",297,3,1,0,3," 7 Jun 2018"
"klebsiella oxytoca","meropenem",226,1,0,0,3," 7 Jun 2018"
"klebsiella oxytoca","nitrofurantoin",222,46,21,16,27," 7 Jun 2018"
"klebsiella oxytoca","norfloxacin",181,6,3,1,7," 7 Jun 2018"
"klebsiella oxytoca","piperacillin/tazobactam",395,36,9,7,12," 7 Jun 2018"
"klebsiella pneumoniae","amoxicillin",1457,1457,100,100,100," 7 Jun 2018"
"klebsiella pneumoniae","amoxicillin/clavulanate",1639,301,18,17,20," 7 Jun 2018"
"klebsiella pneumoniae","cefazolin",58,5,9,3,19," 7 Jun 2018"
"klebsiella pneumoniae","cefepime",1508,110,7,6,9," 7 Jun 2018"
"klebsiella pneumoniae","ceftazidime",1570,185,12,10,13," 7 Jun 2018"
"klebsiella pneumoniae","ceftriaxone",1643,167,10,9,12," 7 Jun 2018"
"klebsiella pneumoniae","cefuroxime",1286,190,15,13,17," 7 Jun 2018"
"klebsiella pneumoniae","ciprofloxacin",1586,181,11,10,13," 7 Jun 2018"
"klebsiella pneumoniae","cotrimoxazole",1584,195,12,11,14," 7 Jun 2018"
"klebsiella pneumoniae","ertapenem",1534,29,2,1,3," 7 Jun 2018"
"klebsiella pneumoniae","flucloxacillin",703,48,7,5,9," 7 Jun 2018"
"klebsiella pneumoniae","fosfomycin",1185,221,19,17,21," 7 Jun 2018"
"klebsiella pneumoniae","gentamicin",1265,76,6,5,7," 7 Jun 2018"
"klebsiella pneumoniae","imipenem",1561,14,1,1,2," 7 Jun 2018"
"klebsiella pneumoniae","levofloxacin",1087,119,11,9,13," 7 Jun 2018"
"klebsiella pneumoniae","meropenem",830,10,1,1,2," 7 Jun 2018"
"klebsiella pneumoniae","moxifloxacin",342,40,12,9,16," 7 Jun 2018"
"klebsiella pneumoniae","nitrofurantoin",966,574,59,56,62," 7 Jun 2018"
"klebsiella pneumoniae","norfloxacin",821,91,11,9,13," 7 Jun 2018"
"klebsiella pneumoniae","piperacillin/tazobactam",1495,202,14,12,15," 7 Jun 2018"
"klebsiella pneumoniae","tigecycline",17,8,47,26,69," 7 Jun 2018"
"klebsiella pneumoniae","tobramycin",106,15,14,9,22," 7 Jun 2018"
"moraxella catarrhalis","amoxicillin",14,14,100,74,100," 7 Jun 2018"
"moraxella catarrhalis","azithromycin",8,2,25,7,60," 7 Jun 2018"
"moraxella catarrhalis","ceftriaxone",16,1,6,0,31," 7 Jun 2018"
"moraxella catarrhalis","cefuroxime",10,8,80,48,95," 7 Jun 2018"
"moraxella catarrhalis","clarithromycin",14,2,14,3,41," 7 Jun 2018"
"moraxella catarrhalis","cotrimoxazole",35,5,14,6,30," 7 Jun 2018"
"moraxella catarrhalis","erythromycin",36,6,17,8,32," 7 Jun 2018"
"moraxella catarrhalis","levofloxacin",19,1,5,0,27," 7 Jun 2018"
"moraxella catarrhalis","penicillin g",6,6,100,55,100," 7 Jun 2018"
"morganella morganii","amoxicillin",244,244,100,98,100," 7 Jun 2018"
"morganella morganii","amoxicillin/clavulanate",258,258,100,98,100," 7 Jun 2018"
"morganella morganii","cefazolin",10,10,100,67,100," 7 Jun 2018"
"morganella morganii","ceftazidime",247,36,15,11,20," 7 Jun 2018"
"morganella morganii","ceftriaxone",258,25,10,7,14," 7 Jun 2018"
"morganella morganii","cefuroxime",207,206,100,97,100," 7 Jun 2018"
"morganella morganii","ciprofloxacin",257,24,9,6,14," 7 Jun 2018"
"morganella morganii","colistin",1,1,100,17,100," 7 Jun 2018"
"morganella morganii","cotrimoxazole",257,42,16,12,21," 7 Jun 2018"
"morganella morganii","ertapenem",243,2,1,0,3," 7 Jun 2018"
"morganella morganii","flucloxacillin",119,85,71,63,79," 7 Jun 2018"
"morganella morganii","fosfomycin",180,178,99,96,100," 7 Jun 2018"
"morganella morganii","gentamicin",216,9,4,2,8," 7 Jun 2018"
"morganella morganii","imipenem",238,46,19,15,25," 7 Jun 2018"
"morganella morganii","levofloxacin",185,16,9,5,14," 7 Jun 2018"
"morganella morganii","moxifloxacin",56,11,20,11,32," 7 Jun 2018"
"morganella morganii","nitrofurantoin",164,161,98,94,100," 7 Jun 2018"
"morganella morganii","norfloxacin",102,13,13,8,21," 7 Jun 2018"
"morganella morganii","piperacillin/tazobactam",243,10,4,2,8," 7 Jun 2018"
"neisseria gonorrhoeae","amoxicillin",1,1,100,17,100," 7 Jun 2018"
"neisseria gonorrhoeae","azithromycin",31,15,48,32,65," 7 Jun 2018"
"neisseria gonorrhoeae","ciprofloxacin",32,13,41,26,58," 7 Jun 2018"
"neisseria gonorrhoeae","doxycycline",4,1,25,4,71," 7 Jun 2018"
"neisseria gonorrhoeae","penicillin g",32,27,84,68,93," 7 Jun 2018"
"neisseria meningitidis","ciprofloxacin",12,1,8,0,38," 7 Jun 2018"
"neisseria meningitidis","penicillin g",10,6,60,31,83," 7 Jun 2018"
"proteus mirabilis","amoxicillin",830,285,34,31,38," 7 Jun 2018"
"proteus mirabilis","amoxicillin/clavulanate",902,67,7,6,9," 7 Jun 2018"
"proteus mirabilis","cefazolin",53,1,2,0,11," 7 Jun 2018"
"proteus mirabilis","cefepime",834,9,1,1,2," 7 Jun 2018"
"proteus mirabilis","ceftazidime",837,15,2,1,3," 7 Jun 2018"
"proteus mirabilis","ceftriaxone",902,14,2,1,3," 7 Jun 2018"
"proteus mirabilis","cefuroxime",723,24,3,2,5," 7 Jun 2018"
"proteus mirabilis","ciprofloxacin",897,146,16,14,19," 7 Jun 2018"
"proteus mirabilis","colistin",1,1,100,17,100," 7 Jun 2018"
"proteus mirabilis","cotrimoxazole",897,284,32,29,35," 7 Jun 2018"
"proteus mirabilis","ertapenem",830,9,1,1,2," 7 Jun 2018"
"proteus mirabilis","flucloxacillin",403,8,2,1,4," 7 Jun 2018"
"proteus mirabilis","fosfomycin",669,136,20,17,24," 7 Jun 2018"
"proteus mirabilis","gentamicin",698,98,14,12,17," 7 Jun 2018"
"proteus mirabilis","imipenem",798,18,2,1,4," 7 Jun 2018"
"proteus mirabilis","levofloxacin",642,88,14,11,17," 7 Jun 2018"
"proteus mirabilis","minocycline",1,1,100,17,100," 7 Jun 2018"
"proteus mirabilis","moxifloxacin",181,37,20,15,27," 7 Jun 2018"
"proteus mirabilis","nitrofurantoin",682,680,100,99,100," 7 Jun 2018"
"proteus mirabilis","norfloxacin",446,89,20,17,24," 7 Jun 2018"
"proteus mirabilis","piperacillin/tazobactam",828,5,1,0,1," 7 Jun 2018"
"proteus mirabilis","tigecycline",1,1,100,17,100," 7 Jun 2018"
"proteus mirabilis","tobramycin",50,6,12,5,24," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","amoxicillin",219,219,100,98,100," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","amoxicillin/clavulanate",231,17,7,5,12," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","cefazolin",9,9,100,65,100," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","cefepime",217,4,2,1,5," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","ceftazidime",219,5,2,1,5," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","ceftriaxone",231,6,3,1,6," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","cefuroxime",228,224,98,95,99," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","ciprofloxacin",228,1,0,0,3," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","cotrimoxazole",229,21,9,6,14," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","ertapenem",216,1,0,0,3," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","flucloxacillin",111,5,5,2,10," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","fosfomycin",156,13,8,5,14," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","gentamicin",192,9,5,2,9," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","imipenem",193,11,6,3,10," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","moxifloxacin",49,1,2,0,12," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","nitrofurantoin",133,132,99,95,100," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","norfloxacin",81,1,1,0,7," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","piperacillin/tazobactam",216,3,1,0,4," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","tigecycline",1,1,100,17,100," 7 Jun 2018"
"proteus sp. ""non-mirabilis""","tobramycin",26,1,4,0,21," 7 Jun 2018"
"providencia sp.","amoxicillin",43,43,100,90,100," 7 Jun 2018"
"providencia sp.","amoxicillin/clavulanate",45,45,100,90,100," 7 Jun 2018"
"providencia sp.","cefazolin",1,1,100,17,100," 7 Jun 2018"
"providencia sp.","ceftazidime",44,1,2,0,13," 7 Jun 2018"
"providencia sp.","cefuroxime",35,21,60,44,74," 7 Jun 2018"
"providencia sp.","ciprofloxacin",44,8,18,9,32," 7 Jun 2018"
"providencia sp.","cotrimoxazole",44,4,9,3,22," 7 Jun 2018"
"providencia sp.","fosfomycin",32,14,44,28,61," 7 Jun 2018"
"providencia sp.","gentamicin",38,13,34,21,50," 7 Jun 2018"
"providencia sp.","imipenem",44,1,2,0,13," 7 Jun 2018"
"providencia sp.","levofloxacin",38,7,18,9,34," 7 Jun 2018"
"providencia sp.","moxifloxacin",9,1,11,0,46," 7 Jun 2018"
"providencia sp.","nitrofurantoin",29,29,100,86,100," 7 Jun 2018"
"providencia sp.","norfloxacin",14,2,14,3,41," 7 Jun 2018"
"providencia sp.","piperacillin/tazobactam",43,1,2,0,13," 7 Jun 2018"
"providencia sp.","tobramycin",4,4,100,45,100," 7 Jun 2018"
"pseudomonas aeruginosa","amoxicillin",288,288,100,98,100," 7 Jun 2018"
"pseudomonas aeruginosa","amoxicillin/clavulanate",334,334,100,99,100," 7 Jun 2018"
"pseudomonas aeruginosa","azithromycin",25,22,88,69,97," 7 Jun 2018"
"pseudomonas aeruginosa","aztreonam",191,171,90,84,93," 7 Jun 2018"
"pseudomonas aeruginosa","cefazolin",35,35,100,88,100," 7 Jun 2018"
"pseudomonas aeruginosa","cefepime",1422,165,12,10,13," 7 Jun 2018"
"pseudomonas aeruginosa","ceftazidime",1345,184,14,12,16," 7 Jun 2018"
"pseudomonas aeruginosa","ceftriaxone",296,296,100,98,100," 7 Jun 2018"
"pseudomonas aeruginosa","cefuroxime",87,87,100,95,100," 7 Jun 2018"
"pseudomonas aeruginosa","ciprofloxacin",1425,266,19,17,21," 7 Jun 2018"
"pseudomonas aeruginosa","colistin",223,8,4,2,7," 7 Jun 2018"
"pseudomonas aeruginosa","cotrimoxazole",478,477,100,99,100," 7 Jun 2018"
