microorganism,compound,N_samples,n_resistant,percent_resistant,lower_ci,upper_ci,date_imported
"citrobacter sp. non-koseri","norfloxacin",384,26,7,5,10,"12 Jul 2018"
"citrobacter sp. non-koseri","penicillin g",1,1,100,17,100,"12 Jul 2018"
"citrobacter sp. non-koseri","piperacillin/tazobactam",365,75,21,17,25,"12 Jul 2018"
"citrobacter sp. non-koseri","teicoplanin",1,1,100,17,100,"12 Jul 2018"
"citrobacter sp. non-koseri","tigecycline",25,5,20,9,40,"12 Jul 2018"
"citrobacter sp. non-koseri","tobramycin",150,19,13,8,19,"12 Jul 2018"
"enterobacter sp.","amoxicillin",295,294,100,98,100,"12 Jul 2018"
"enterobacter sp.","amoxicillin/clavulanate",1448,1441,100,99,100,"12 Jul 2018"
"enterobacter sp.","aztreonam",1,1,100,17,100,"12 Jul 2018"
"enterobacter sp.","cefazolin",1,1,100,17,100,"12 Jul 2018"
"enterobacter sp.","cefepime",1392,186,13,12,15,"12 Jul 2018"
"enterobacter sp.","cefotaxime",311,110,35,30,41,"12 Jul 2018"
"enterobacter sp.","ceftazidime",817,224,27,24,31,"12 Jul 2018"
"enterobacter sp.","ceftriaxone",1446,390,27,25,29,"12 Jul 2018"
"enterobacter sp.","cefuroxime",1390,846,61,58,63,"12 Jul 2018"
"enterobacter sp.","ciprofloxacin",1451,92,6,5,8,"12 Jul 2018"
"enterobacter sp.","clindamycin",2,1,50,10,90,"12 Jul 2018"
"enterobacter sp.","cotrimoxazole",1447,115,8,7,9,"12 Jul 2018"
"enterobacter sp.","doxycycline",48,6,13,6,25,"12 Jul 2018"
"enterobacter sp.","ertapenem",636,48,8,6,10,"12 Jul 2018"
"enterobacter sp.","fosfomycin",559,238,43,39,47,"12 Jul 2018"
"enterobacter sp.","gentamicin",1448,45,3,2,4,"12 Jul 2018"
"enterobacter sp.","imipenem",765,24,3,2,5,"12 Jul 2018"
"enterobacter sp.","levofloxacin",928,71,8,6,10,"12 Jul 2018"
"enterobacter sp.","meropenem",1259,28,2,2,3,"12 Jul 2018"
"enterobacter sp.","minocycline",108,51,47,38,57,"12 Jul 2018"
"enterobacter sp.","nitrofurantoin",562,421,75,71,78,"12 Jul 2018"
"enterobacter sp.","norfloxacin",1291,110,9,7,10,"12 Jul 2018"
"enterobacter sp.","piperacillin/tazobactam",1272,330,26,24,28,"12 Jul 2018"
"enterobacter sp.","tigecycline",111,18,16,10,24,"12 Jul 2018"
"enterobacter sp.","tobramycin",563,46,8,6,11,"12 Jul 2018"
"enterococcus faecalis","amoxicillin",387,7,2,1,4,"12 Jul 2018"
"enterococcus faecalis","amoxicillin/clavulanate",213,7,3,1,7,"12 Jul 2018"
"enterococcus faecalis","azithromycin",276,276,100,98,100,"12 Jul 2018"
"enterococcus faecalis","ceftazidime",2,1,50,10,90,"12 Jul 2018"
"enterococcus faecalis","ceftriaxone",13,9,69,42,87,"12 Jul 2018"
"enterococcus faecalis","cefuroxime",646,643,100,99,100,"12 Jul 2018"
"enterococcus faecalis","ciprofloxacin",1040,81,8,6,10,"12 Jul 2018"
"enterococcus faecalis","clarithromycin",276,276,100,98,100,"12 Jul 2018"
"enterococcus faecalis","clindamycin",646,644,100,99,100,"12 Jul 2018"
"enterococcus faecalis","cotrimoxazole",725,719,99,98,100,"12 Jul 2018"
"enterococcus faecalis","doxycycline",1,1,100,17,100,"12 Jul 2018"
"enterococcus faecalis","ertapenem",2,1,50,10,90,"12 Jul 2018"
"enterococcus faecalis","erythromycin",650,647,100,99,100,"12 Jul 2018"
"enterococcus faecalis","fosfomycin",6,2,33,10,70,"12 Jul 2018"
"enterococcus faecalis","gentamicin",10,2,20,5,52,"12 Jul 2018"
"enterococcus faecalis","levofloxacin",1718,107,6,5,7,"12 Jul 2018"
"enterococcus faecalis","linezolid",766,2,0,0,1,"12 Jul 2018"
"enterococcus faecalis","meropenem",283,4,1,0,4,"12 Jul 2018"
"enterococcus faecalis","moxifloxacin",715,39,5,4,7,"12 Jul 2018"
"enterococcus faecalis","nitrofurantoin",720,3,0,0,1,"12 Jul 2018"
"enterococcus faecalis","norfloxacin",968,78,8,7,10,"12 Jul 2018"
"enterococcus faecalis","penicillin g",640,1,0,0,1,"12 Jul 2018"
"enterococcus faecalis","piperacillin/tazobactam",76,6,8,3,17,"12 Jul 2018"
"enterococcus faecalis","teicoplanin",1391,4,0,0,1,"12 Jul 2018"
"enterococcus faecalis","vancomycin",1743,4,0,0,1,"12 Jul 2018"
"enterococcus faecium","amoxicillin",91,54,59,49,69,"12 Jul 2018"
"enterococcus faecium","amoxicillin/clavulanate",122,81,66,58,74,"12 Jul 2018"
"enterococcus faecium","azithromycin",53,53,100,92,100,"12 Jul 2018"
"enterococcus faecium","ceftriaxone",6,6,100,55,100,"12 Jul 2018"
"enterococcus faecium","cefuroxime",98,98,100,95,100,"12 Jul 2018"
"enterococcus faecium","ciprofloxacin",425,359,84,81,88,"12 Jul 2018"
"enterococcus faecium","clarithromycin",53,53,100,92,100,"12 Jul 2018"
"enterococcus faecium","clindamycin",103,101,98,93,100,"12 Jul 2018"
"enterococcus faecium","cotrimoxazole",151,147,97,93,99,"12 Jul 2018"
"enterococcus faecium","daptomycin",55,4,7,2,18,"12 Jul 2018"
"enterococcus faecium","erythromycin",98,98,100,95,100,"12 Jul 2018"
"enterococcus faecium","fosfomycin",8,4,50,22,78,"12 Jul 2018"
"enterococcus faecium","imipenem",185,148,80,74,85,"12 Jul 2018"
"enterococcus faecium","levofloxacin",600,457,76,73,79,"12 Jul 2018"
"enterococcus faecium","meropenem",54,31,57,44,70,"12 Jul 2018"
"enterococcus faecium","moxifloxacin",105,74,70,61,78,"12 Jul 2018"
"enterococcus faecium","nitrofurantoin",158,82,52,44,60,"12 Jul 2018"
"enterococcus faecium","norfloxacin",422,360,85,82,88,"12 Jul 2018"
"enterococcus faecium","penicillin g",106,75,71,61,79,"12 Jul 2018"
"enterococcus faecium","piperacillin/tazobactam",5,1,20,3,64,"12 Jul 2018"
"enterococcus faecium","rifampicin",1,1,100,17,100,"12 Jul 2018"
"enterococcus faecium","teicoplanin",614,57,9,7,12,"12 Jul 2018"
"enterococcus faecium","vancomycin",653,74,11,9,14,"12 Jul 2018"
"escherichia coli","amoxicillin",5484,2188,40,39,41,"12 Jul 2018"
"escherichia coli","amoxicillin/clavulanate",12798,3135,24,24,25,"12 Jul 2018"
"escherichia coli","azithromycin",2,2,100,29,100,"12 Jul 2018"
"escherichia coli","aztreonam",2,2,100,29,100,"12 Jul 2018"
"escherichia coli","cefazolin",3,3,100,38,100,"12 Jul 2018"
"escherichia coli","cefepime",12238,969,8,7,8,"12 Jul 2018"
"escherichia coli","cefotaxime",3450,399,12,11,13,"12 Jul 2018"
"escherichia coli","ceftazidime",9499,859,9,8,10,"12 Jul 2018"
"escherichia coli","ceftriaxone",12739,1143,9,8,9,"12 Jul 2018"
"escherichia coli","cefuroxime",12300,1725,14,13,15,"12 Jul 2018"
"escherichia coli","ciprofloxacin",12793,2419,19,18,20,"12 Jul 2018"
"escherichia coli","clindamycin",3,3,100,38,100,"12 Jul 2018"
"escherichia coli","cotrimoxazole",12793,3323,26,25,27,"12 Jul 2018"
"escherichia coli","doxycycline",1590,349,22,20,24,"12 Jul 2018"
"escherichia coli","ertapenem",8060,4,0,0,0,"12 Jul 2018"
"escherichia coli","erythromycin",1,1,100,17,100,"12 Jul 2018"
"escherichia coli","fosfomycin",10914,172,2,1,2,"12 Jul 2018"
"escherichia coli","fusidic acid",3,3,100,38,100,"12 Jul 2018"
"escherichia coli","gentamicin",12726,1022,8,8,9,"12 Jul 2018"
"escherichia coli","imipenem",8997,5,0,0,0,"12 Jul 2018"
"escherichia coli","levofloxacin",6334,1291,20,19,21,"12 Jul 2018"
"escherichia coli","meropenem",7819,9,0,0,0,"12 Jul 2018"
"escherichia coli","metronidazole",2,2,100,29,100,"12 Jul 2018"
"escherichia coli","minocycline",526,150,29,25,33,"12 Jul 2018"
"escherichia coli","moxifloxacin",1,1,100,17,100,"12 Jul 2018"
"escherichia coli","nitrofurantoin",8530,59,1,1,1,"12 Jul 2018"
"escherichia coli","norfloxacin",11970,2632,22,21,23,"12 Jul 2018"
"escherichia coli","penicillin g",1,1,100,17,100,"12 Jul 2018"
"escherichia coli","piperacillin/tazobactam",11045,690,6,6,7,"12 Jul 2018"
"escherichia coli","teicoplanin",3,3,100,38,100,"12 Jul 2018"
"escherichia coli","tigecycline",532,4,1,0,2,"12 Jul 2018"
"escherichia coli","tobramycin",1957,285,15,13,16,"12 Jul 2018"
"escherichia coli","vancomycin",4,3,75,29,96,"12 Jul 2018"
"haemophilus influenzae","amoxicillin",6,5,83,42,98,"12 Jul 2018"
"haemophilus influenzae","amoxicillin/clavulanate",15,4,27,11,52,"12 Jul 2018"
"helicobacter pylori","amoxicillin",121,11,9,5,16,"12 Jul 2018"
"helicobacter pylori","clarithromycin",123,83,67,59,75,"12 Jul 2018"
"helicobacter pylori","levofloxacin",123,35,28,21,37,"12 Jul 2018"
"helicobacter pylori","metronidazole",123,74,60,51,68,"12 Jul 2018"
"helicobacter pylori","rifampicin",123,20,16,11,24,"12 Jul 2018"
"klebsiella oxytoca","amoxicillin",157,157,100,97,100,"12 Jul 2018"
"klebsiella oxytoca","amoxicillin/clavulanate",640,85,13,11,16,"12 Jul 2018"
"klebsiella oxytoca","azithromycin",1,1,100,17,100,"12 Jul 2018"
"klebsiella oxytoca","cefepime",591,15,3,2,4,"12 Jul 2018"
"klebsiella oxytoca","cefotaxime",163,16,10,6,15,"12 Jul 2018"
"klebsiella oxytoca","ceftazidime",393,13,3,2,6,"12 Jul 2018"
"klebsiella oxytoca","ceftriaxone",634,51,8,6,10,"12 Jul 2018"
"klebsiella oxytoca","cefuroxime",594,78,13,11,16,"12 Jul 2018"
"klebsiella oxytoca","ciprofloxacin",638,22,3,2,5,"12 Jul 2018"
"klebsiella oxytoca","clarithromycin",1,1,100,17,100,"12 Jul 2018"
"klebsiella oxytoca","clindamycin",2,2,100,29,100,"12 Jul 2018"
"klebsiella oxytoca","cotrimoxazole",638,27,4,3,6,"12 Jul 2018"
"klebsiella oxytoca","fosfomycin",285,79,28,23,33,"12 Jul 2018"
"klebsiella oxytoca","gentamicin",635,9,1,1,3,"12 Jul 2018"
"klebsiella oxytoca","levofloxacin",401,16,4,2,6,"12 Jul 2018"
"klebsiella oxytoca","minocycline",43,8,19,10,33,"12 Jul 2018"
"klebsiella oxytoca","nitrofurantoin",302,84,28,23,33,"12 Jul 2018"
"klebsiella oxytoca","norfloxacin",573,22,4,3,6,"12 Jul 2018"
"klebsiella oxytoca","piperacillin/tazobactam",535,55,10,8,13,"12 Jul 2018"
"klebsiella oxytoca","teicoplanin",3,3,100,38,100,"12 Jul 2018"
"klebsiella oxytoca","tigecycline",42,1,2,0,14,"12 Jul 2018"
"klebsiella oxytoca","tobramycin",187,8,4,2,8,"12 Jul 2018"
"klebsiella pneumoniae","amoxicillin",742,742,100,99,100,"12 Jul 2018"
"klebsiella pneumoniae","amoxicillin/clavulanate",2614,544,21,19,22,"12 Jul 2018"
"klebsiella pneumoniae","aztreonam",5,5,100,51,100,"12 Jul 2018"
"klebsiella pneumoniae","cefazolin",3,3,100,38,100,"12 Jul 2018"
"klebsiella pneumoniae","cefepime",2535,301,12,11,13,"12 Jul 2018"
"klebsiella pneumoniae","cefotaxime",794,114,14,12,17,"12 Jul 2018"
"klebsiella pneumoniae","ceftazidime",1664,242,15,13,16,"12 Jul 2018"
"klebsiella pneumoniae","ceftriaxone",2602,318,12,11,14,"12 Jul 2018"
"klebsiella pneumoniae","cefuroxime",2543,507,20,18,22,"12 Jul 2018"
"klebsiella pneumoniae","ciprofloxacin",2609,462,18,16,19,"12 Jul 2018"
"klebsiella pneumoniae","colistin",20,6,30,14,52,"12 Jul 2018"
"klebsiella pneumoniae","cotrimoxazole",2607,506,19,18,21,"12 Jul 2018"
"klebsiella pneumoniae","doxycycline",174,24,14,9,20,"12 Jul 2018"
"klebsiella pneumoniae","ertapenem",1335,7,1,0,1,"12 Jul 2018"
"klebsiella pneumoniae","fosfomycin",1308,293,22,20,25,"12 Jul 2018"
"klebsiella pneumoniae","fusidic acid",1,1,100,17,100,"12 Jul 2018"
"klebsiella pneumoniae","gentamicin",2600,171,7,6,8,"12 Jul 2018"
"klebsiella pneumoniae","imipenem",1599,22,1,1,2,"12 Jul 2018"
"klebsiella pneumoniae","levofloxacin",1704,360,21,19,23,"12 Jul 2018"
"klebsiella pneumoniae","meropenem",1978,49,2,2,3,"12 Jul 2018"
"klebsiella pneumoniae","metronidazole",1,1,100,17,100,"12 Jul 2018"
"klebsiella pneumoniae","minocycline",228,155,68,62,74,"12 Jul 2018"
"klebsiella pneumoniae","nitrofurantoin",1328,861,65,62,67,"12 Jul 2018"
"klebsiella pneumoniae","norfloxacin",2465,508,21,19,22,"12 Jul 2018"
"klebsiella pneumoniae","piperacillin/tazobactam",2177,313,14,13,16,"12 Jul 2018"
"klebsiella pneumoniae","tigecycline",243,83,34,28,40,"12 Jul 2018"
"klebsiella pneumoniae","tobramycin",673,140,21,18,24,"12 Jul 2018"
"moraxella catarrhalis","amoxicillin/clavulanate",14,1,7,0,34,"12 Jul 2018"
"moraxella catarrhalis","cotrimoxazole",14,1,7,0,34,"12 Jul 2018"
"morganella morganii","amoxicillin",91,91,100,95,100,"12 Jul 2018"
"morganella morganii","amoxicillin/clavulanate",344,343,100,98,100,"12 Jul 2018"
"morganella morganii","cefepime",333,9,3,1,5,"12 Jul 2018"
"morganella morganii","cefotaxime",69,13,19,11,30,"12 Jul 2018"
"morganella morganii","ceftazidime",206,23,11,8,16,"12 Jul 2018"
"morganella morganii","ceftriaxone",342,25,7,5,11,"12 Jul 2018"
"morganella morganii","cefuroxime",332,301,91,87,93,"12 Jul 2018"
"morganella morganii","ciprofloxacin",343,43,13,9,17,"12 Jul 2018"
"morganella morganii","colistin",11,11,100,69,100,"12 Jul 2018"
"morganella morganii","cotrimoxazole",343,54,16,12,20,"12 Jul 2018"
"morganella morganii","doxycycline",17,16,94,71,100,"12 Jul 2018"
"morganella morganii","ertapenem",175,1,1,0,4,"12 Jul 2018"
"morganella morganii","fosfomycin",153,152,99,96,100,"12 Jul 2018"
"morganella morganii","gentamicin",342,27,8,5,11,"12 Jul 2018"
"morganella morganii","imipenem",173,43,25,19,32,"12 Jul 2018"
"morganella morganii","levofloxacin",207,26,13,9,18,"12 Jul 2018"
"morganella morganii","meropenem",279,1,0,0,2,"12 Jul 2018"
"morganella morganii","minocycline",152,152,100,97,100,"12 Jul 2018"
"morganella morganii","nitrofurantoin",156,156,100,97,100,"12 Jul 2018"
"morganella morganii","norfloxacin",305,42,14,10,18,"12 Jul 2018"
"morganella morganii","piperacillin/tazobactam",301,7,2,1,5,"12 Jul 2018"
"morganella morganii","tigecycline",15,5,33,15,59,"12 Jul 2018"
"morganella morganii","tobramycin",110,7,6,3,13,"12 Jul 2018"
"neisseria gonorrhoeae","azithromycin",3,3,100,38,100,"12 Jul 2018"
"neisseria gonorrhoeae","ciprofloxacin",9,1,11,0,46,"12 Jul 2018"
"neisseria gonorrhoeae","penicillin g",10,7,70,39,89,"12 Jul 2018"
"proteus mirabilis","amoxicillin",353,93,26,22,31,"12 Jul 2018"
"proteus mirabilis","amoxicillin/clavulanate",1028,69,7,5,8,"12 Jul 2018"
"proteus mirabilis","aztreonam",2,1,50,10,90,"12 Jul 2018"
"proteus mirabilis","cefepime",975,11,1,1,2,"12 Jul 2018"
"proteus mirabilis","cefotaxime",259,6,2,1,5,"12 Jul 2018"
"proteus mirabilis","ceftazidime",672,8,1,1,2,"12 Jul 2018"
"proteus mirabilis","ceftriaxone",1024,12,1,1,2,"12 Jul 2018"
"proteus mirabilis","cefuroxime",981,27,3,2,4,"12 Jul 2018"
"proteus mirabilis","ciprofloxacin",1028,171,17,14,19,"12 Jul 2018"
"proteus mirabilis","colistin",50,50,100,91,100,"12 Jul 2018"
"proteus mirabilis","cotrimoxazole",1027,301,29,27,32,"12 Jul 2018"
"proteus mirabilis","doxycycline",95,95,100,95,100,"12 Jul 2018"
"proteus mirabilis","ertapenem",582,17,3,2,5,"12 Jul 2018"
"proteus mirabilis","fosfomycin",570,98,17,14,21,"12 Jul 2018"
"proteus mirabilis","gentamicin",1024,99,10,8,12,"12 Jul 2018"
"proteus mirabilis","imipenem",527,101,19,16,23,"12 Jul 2018"
"proteus mirabilis","levofloxacin",581,98,17,14,20,"12 Jul 2018"
"proteus mirabilis","meropenem",729,2,0,0,1,"12 Jul 2018"
"proteus mirabilis","metronidazole",1,1,100,17,100,"12 Jul 2018"
"proteus mirabilis","minocycline",366,366,100,99,100,"12 Jul 2018"
"proteus mirabilis","nitrofurantoin",601,600,100,99,100,"12 Jul 2018"
"proteus mirabilis","norfloxacin",934,170,18,16,21,"12 Jul 2018"
"proteus mirabilis","piperacillin/tazobactam",843,6,1,0,2,"12 Jul 2018"
"proteus mirabilis","tigecycline",367,366,100,98,100,"12 Jul 2018"
"proteus mirabilis","tobramycin",222,18,8,5,13,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","amoxicillin",66,66,100,93,100,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","amoxicillin/clavulanate",265,43,16,12,21,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","cefepime",260,2,1,0,3,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","cefotaxime",68,2,3,0,11,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","ceftazidime",169,7,4,2,9,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","ceftriaxone",265,10,4,2,7,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","cefuroxime",259,256,99,96,100,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","ciprofloxacin",266,3,1,0,3,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","colistin",6,6,100,55,100,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","cotrimoxazole",265,31,12,8,16,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","doxycycline",12,12,100,71,100,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","ertapenem",148,3,2,0,6,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","fosfomycin",133,16,12,7,19,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","gentamicin",266,9,3,2,6,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","imipenem",123,56,46,37,54,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","meropenem",215,1,0,0,3,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","minocycline",96,96,100,95,100,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","nitrofurantoin",139,139,100,97,100,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","norfloxacin",241,3,1,0,4,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","piperacillin/tazobactam",211,6,3,1,6,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","tigecycline",96,93,97,91,99,"12 Jul 2018"
"proteus sp. ""non-mirabilis""","tobramycin",76,2,3,0,10,"12 Jul 2018"
"providencia sp.","amoxicillin",14,14,100,74,100,"12 Jul 2018"
"providencia sp.","amoxicillin/clavulanate",67,67,100,93,100,"12 Jul 2018"
"providencia sp.","cefepime",64,4,6,2,16,"12 Jul 2018"
"providencia sp.","cefotaxime",17,1,6,0,29,"12 Jul 2018"
