microorganism,compound,N_samples,n_resistant,percent_resistant,lower_ci,upper_ci,date_imported
"enterococcus faecalis","clarithromycin",49,49,100,91,100,"23 Jan 2018"
"enterococcus faecalis","clindamycin",50,50,100,91,100,"23 Jan 2018"
"enterococcus faecalis","doxycycline",262,193,74,68,79,"23 Jan 2018"
"enterococcus faecalis","erythromycin",50,50,100,91,100,"23 Jan 2018"
"enterococcus faecalis","gentamicin",16,5,31,14,56,"23 Jan 2018"
"enterococcus faecalis","levofloxacin",844,65,8,6,10,"23 Jan 2018"
"enterococcus faecalis","linezolid",1395,5,0,0,1,"23 Jan 2018"
"enterococcus faecalis","moxifloxacin",50,4,8,3,19,"23 Jan 2018"
"enterococcus faecalis","nitrofurantoin",838,3,0,0,1,"23 Jan 2018"
"enterococcus faecalis","norfloxacin",2,1,50,10,90,"23 Jan 2018"
"enterococcus faecalis","piperacillin/tazobactam",875,5,1,0,1,"23 Jan 2018"
"enterococcus faecium","amoxicillin",470,398,85,81,88,"23 Jan 2018"
"enterococcus faecium","amoxicillin/clavulanate",550,455,83,79,86,"23 Jan 2018"
"enterococcus faecium","ciprofloxacin",37,26,70,54,83,"23 Jan 2018"
"enterococcus faecium","doxycycline",44,10,23,13,37,"23 Jan 2018"
"enterococcus faecium","gentamicin",9,6,67,35,88,"23 Jan 2018"
"enterococcus faecium","imipenem",426,387,91,88,93,"23 Jan 2018"
"enterococcus faecium","levofloxacin",278,232,83,79,87,"23 Jan 2018"
"enterococcus faecium","linezolid",540,2,0,0,1,"23 Jan 2018"
"enterococcus faecium","nitrofurantoin",230,115,50,44,56,"23 Jan 2018"
"enterococcus faecium","penicillin g",43,32,74,60,85,"23 Jan 2018"
"enterococcus faecium","piperacillin/tazobactam",404,346,86,82,89,"23 Jan 2018"
"enterococcus faecium","teicoplanin",477,7,1,1,3,"23 Jan 2018"
"enterococcus faecium","tigecycline",353,2,1,0,2,"23 Jan 2018"
"enterococcus faecium","vancomycin",551,11,2,1,4,"23 Jan 2018"
"escherichia coli","amoxicillin",10129,4879,48,47,49,"23 Jan 2018"
"escherichia coli","amoxicillin/clavulanate",11002,2252,20,20,21,"23 Jan 2018"
"escherichia coli","aztreonam",4,2,50,15,85,"23 Jan 2018"
"escherichia coli","cefepime",10982,832,8,7,8,"23 Jan 2018"
"escherichia coli","ceftazidime",10997,958,9,8,9,"23 Jan 2018"
"escherichia coli","ciprofloxacin",10981,2124,19,19,20,"23 Jan 2018"
"escherichia coli","colistin",163,6,4,2,8,"23 Jan 2018"
"escherichia coli","ertapenem",10887,17,0,0,0,"23 Jan 2018"
"escherichia coli","fosfomycin",10194,116,1,1,1,"23 Jan 2018"
"escherichia coli","gentamicin",8952,725,8,8,9,"23 Jan 2018"
"escherichia coli","imipenem",10840,7,0,0,0,"23 Jan 2018"
"escherichia coli","levofloxacin",6657,1365,21,20,21,"23 Jan 2018"
"escherichia coli","meropenem",5133,5,0,0,0,"23 Jan 2018"
"escherichia coli","moxifloxacin",2573,378,15,13,16,"23 Jan 2018"
"escherichia coli","nitrofurantoin",9474,119,1,1,2,"23 Jan 2018"
"escherichia coli","norfloxacin",6262,1271,20,19,21,"23 Jan 2018"
"escherichia coli","piperacillin/tazobactam",10907,736,7,6,7,"23 Jan 2018"
"escherichia coli","tigecycline",118,5,4,2,10,"23 Jan 2018"
"escherichia coli","tobramycin",584,45,8,6,10,"23 Jan 2018"
"haemophilus influenzae","amoxicillin",204,67,33,27,40,"23 Jan 2018"
"haemophilus influenzae","amoxicillin/clavulanate",433,53,12,9,16,"23 Jan 2018"
"haemophilus influenzae","azithromycin",2,2,100,29,100,"23 Jan 2018"
"haemophilus influenzae","ciprofloxacin",220,2,1,0,4,"23 Jan 2018"
"haemophilus influenzae","erythromycin",163,163,100,97,100,"23 Jan 2018"
"haemophilus influenzae","ofloxacin",7,1,14,1,54,"23 Jan 2018"
"haemophilus influenzae","penicillin g",232,100,43,37,50,"23 Jan 2018"
"haemophilus influenzae","piperacillin/tazobactam",229,44,19,15,25,"23 Jan 2018"
"helicobacter pylori","amoxicillin",40,6,15,7,30,"23 Jan 2018"
"helicobacter pylori","azithromycin",4,3,75,29,96,"23 Jan 2018"
"helicobacter pylori","clarithromycin",42,22,52,38,67,"23 Jan 2018"
"helicobacter pylori","erythromycin",7,3,43,16,75,"23 Jan 2018"
"helicobacter pylori","levofloxacin",44,9,20,11,35,"23 Jan 2018"
"helicobacter pylori","metronidazole",49,26,53,39,66,"23 Jan 2018"
"klebsiella sp.","amoxicillin",1927,1927,100,100,100,"23 Jan 2018"
"klebsiella sp.","amoxicillin/clavulanate",2091,362,17,16,19,"23 Jan 2018"
"klebsiella sp.","cefepime",2034,119,6,5,7,"23 Jan 2018"
"klebsiella sp.","ceftazidime",2093,199,10,8,11,"23 Jan 2018"
"klebsiella sp.","ciprofloxacin",2033,204,10,9,11,"23 Jan 2018"
"klebsiella sp.","ertapenem",2071,23,1,1,2,"23 Jan 2018"
"klebsiella sp.","fosfomycin",1536,293,19,17,21,"23 Jan 2018"
"klebsiella sp.","gentamicin",1745,95,5,4,7,"23 Jan 2018"
"klebsiella sp.","imipenem",2067,13,1,0,1,"23 Jan 2018"
"klebsiella sp.","levofloxacin",1390,136,10,8,11,"23 Jan 2018"
"klebsiella sp.","meropenem",1142,12,1,1,2,"23 Jan 2018"
"klebsiella sp.","moxifloxacin",446,38,9,6,12,"23 Jan 2018"
"klebsiella sp.","nitrofurantoin",1187,605,51,48,54,"23 Jan 2018"
"klebsiella sp.","norfloxacin",901,92,10,8,12,"23 Jan 2018"
"klebsiella sp.","piperacillin/tazobactam",2020,264,13,12,15,"23 Jan 2018"
"klebsiella sp.","tigecycline",21,8,38,21,59,"23 Jan 2018"
"klebsiella sp.","tobramycin",161,12,7,4,13,"23 Jan 2018"
"moraxella catarrhalis","amoxicillin",5,5,100,51,100,"23 Jan 2018"
"moraxella catarrhalis","clarithromycin",5,1,20,3,64,"23 Jan 2018"
"moraxella catarrhalis","erythromycin",29,9,31,17,49,"23 Jan 2018"
"moraxella catarrhalis","levofloxacin",20,1,5,0,26,"23 Jan 2018"
"moraxella catarrhalis","penicillin g",5,5,100,51,100,"23 Jan 2018"
"morganella sp.","amoxicillin",268,268,100,98,100,"23 Jan 2018"
"morganella sp.","amoxicillin/clavulanate",282,282,100,98,100,"23 Jan 2018"
"morganella sp.","cefepime",277,3,1,0,3,"23 Jan 2018"
"morganella sp.","ceftazidime",282,42,15,11,20,"23 Jan 2018"
"morganella sp.","ciprofloxacin",280,27,10,7,14,"23 Jan 2018"
"morganella sp.","colistin",2,2,100,29,100,"23 Jan 2018"
"morganella sp.","ertapenem",279,2,1,0,3,"23 Jan 2018"
"morganella sp.","fosfomycin",202,200,99,96,100,"23 Jan 2018"
"morganella sp.","gentamicin",249,12,5,3,8,"23 Jan 2018"
"morganella sp.","imipenem",270,50,19,14,24,"23 Jan 2018"
"morganella sp.","levofloxacin",203,15,7,4,12,"23 Jan 2018"
"morganella sp.","moxifloxacin",66,9,14,7,24,"23 Jan 2018"
"morganella sp.","nitrofurantoin",175,169,97,93,99,"23 Jan 2018"
"morganella sp.","norfloxacin",92,15,16,10,25,"23 Jan 2018"
"morganella sp.","piperacillin/tazobactam",276,16,6,4,9,"23 Jan 2018"
"neisseria gonorrhoeae","azithromycin",32,16,50,34,66,"23 Jan 2018"
"neisseria gonorrhoeae","ciprofloxacin",34,14,41,26,58,"23 Jan 2018"
"neisseria gonorrhoeae","doxycycline",5,2,40,12,77,"23 Jan 2018"
"neisseria gonorrhoeae","penicillin g",34,27,79,63,90,"23 Jan 2018"
"neisseria meningitidis","ciprofloxacin",9,2,22,6,56,"23 Jan 2018"
"neisseria meningitidis","penicillin g",9,4,44,19,73,"23 Jan 2018"
"neisseria meningitidis","rifampicin",8,1,13,1,50,"23 Jan 2018"
"proteus mirabilis","amoxicillin",855,291,34,31,37,"23 Jan 2018"
"proteus mirabilis","amoxicillin/clavulanate",918,71,8,6,10,"23 Jan 2018"
"proteus mirabilis","cefepime",912,13,1,1,2,"23 Jan 2018"
"proteus mirabilis","ceftazidime",917,13,1,1,2,"23 Jan 2018"
"proteus mirabilis","ciprofloxacin",912,153,17,14,19,"23 Jan 2018"
"proteus mirabilis","colistin",1,1,100,17,100,"23 Jan 2018"
"proteus mirabilis","ertapenem",914,9,1,0,2,"23 Jan 2018"
"proteus mirabilis","fosfomycin",676,131,19,17,23,"23 Jan 2018"
"proteus mirabilis","gentamicin",774,117,15,13,18,"23 Jan 2018"
"proteus mirabilis","imipenem",857,22,3,2,4,"23 Jan 2018"
"proteus mirabilis","levofloxacin",634,93,15,12,18,"23 Jan 2018"
"proteus mirabilis","moxifloxacin",196,36,18,14,24,"23 Jan 2018"
"proteus mirabilis","nitrofurantoin",680,677,100,99,100,"23 Jan 2018"
"proteus mirabilis","norfloxacin",397,77,19,16,24,"23 Jan 2018"
"proteus mirabilis","piperacillin/tazobactam",907,5,1,0,1,"23 Jan 2018"
"proteus mirabilis","tigecycline",1,1,100,17,100,"23 Jan 2018"
"proteus mirabilis","tobramycin",59,8,14,7,25,"23 Jan 2018"
"pseudomonas aeruginosa","amoxicillin",275,275,100,98,100,"23 Jan 2018"
"pseudomonas aeruginosa","amoxicillin/clavulanate",316,315,100,98,100,"23 Jan 2018"
"pseudomonas aeruginosa","azithromycin",24,24,100,83,100,"23 Jan 2018"
"pseudomonas aeruginosa","aztreonam",190,168,88,83,92,"23 Jan 2018"
"pseudomonas aeruginosa","cefepime",1499,150,10,9,12,"23 Jan 2018"
"pseudomonas aeruginosa","ceftazidime",1423,186,13,11,15,"23 Jan 2018"
"pseudomonas aeruginosa","ciprofloxacin",1494,294,20,18,22,"23 Jan 2018"
"pseudomonas aeruginosa","colistin",226,5,2,1,5,"23 Jan 2018"
"pseudomonas aeruginosa","ertapenem",275,275,100,98,100,"23 Jan 2018"
"pseudomonas aeruginosa","fosfomycin",5,5,100,51,100,"23 Jan 2018"
"pseudomonas aeruginosa","gentamicin",1411,191,14,12,15,"23 Jan 2018"
"pseudomonas aeruginosa","imipenem",1488,241,16,14,18,"23 Jan 2018"
"pseudomonas aeruginosa","levofloxacin",1469,325,22,20,24,"23 Jan 2018"
"pseudomonas aeruginosa","meropenem",1261,184,15,13,17,"23 Jan 2018"
"pseudomonas aeruginosa","norfloxacin",4,4,100,45,100,"23 Jan 2018"
"pseudomonas aeruginosa","piperacillin/tazobactam",1485,212,14,13,16,"23 Jan 2018"
"pseudomonas aeruginosa","tobramycin",1410,83,6,5,7,"23 Jan 2018"
"salmonella sp.","amoxicillin",94,17,18,12,27,"23 Jan 2018"
"salmonella sp.","amoxicillin/clavulanate",98,5,5,2,12,"23 Jan 2018"
"salmonella sp.","cefepime",81,2,2,0,9,"23 Jan 2018"
"salmonella sp.","ceftazidime",81,2,2,0,9,"23 Jan 2018"
"salmonella sp.","ciprofloxacin",82,9,11,6,20,"23 Jan 2018"
"salmonella sp.","fosfomycin",77,5,6,3,15,"23 Jan 2018"
"salmonella sp.","gentamicin",81,76,94,86,98,"23 Jan 2018"
"salmonella sp.","levofloxacin",67,6,9,4,19,"23 Jan 2018"
"salmonella sp.","nitrofurantoin",61,10,16,9,28,"23 Jan 2018"
"salmonella sp.","norfloxacin",30,3,10,3,27,"23 Jan 2018"
"salmonella sp.","piperacillin/tazobactam",96,3,3,1,9,"23 Jan 2018"
"serratia sp.","amoxicillin",254,254,100,98,100,"23 Jan 2018"
"serratia sp.","amoxicillin/clavulanate",262,261,100,98,100,"23 Jan 2018"
"serratia sp.","cefepime",258,5,2,1,5,"23 Jan 2018"
"serratia sp.","ceftazidime",260,16,6,4,10,"23 Jan 2018"
"serratia sp.","ciprofloxacin",257,18,7,4,11,"23 Jan 2018"
"serratia sp.","ertapenem",259,3,1,0,4,"23 Jan 2018"
"serratia sp.","fosfomycin",183,20,11,7,16,"23 Jan 2018"
"serratia sp.","gentamicin",245,12,5,3,8,"23 Jan 2018"
"serratia sp.","imipenem",255,4,2,0,4,"23 Jan 2018"
"serratia sp.","levofloxacin",211,12,6,3,10,"23 Jan 2018"
"serratia sp.","meropenem",178,4,2,1,6,"23 Jan 2018"
"serratia sp.","moxifloxacin",56,7,13,6,24,"23 Jan 2018"
"serratia sp.","nitrofurantoin",67,67,100,93,100,"23 Jan 2018"
"serratia sp.","norfloxacin",43,8,19,10,33,"23 Jan 2018"
"serratia sp.","piperacillin/tazobactam",256,11,4,2,8,"23 Jan 2018"
"serratia sp.","tigecycline",2,1,50,10,90,"23 Jan 2018"
"serratia sp.","tobramycin",47,3,6,2,18,"23 Jan 2018"
"shigella sp.","amoxicillin",15,5,33,15,59,"23 Jan 2018"
"shigella sp.","amoxicillin/clavulanate",15,3,20,7,46,"23 Jan 2018"
"shigella sp.","ciprofloxacin",15,9,60,36,80,"23 Jan 2018"
"shigella sp.","gentamicin",14,14,100,74,100,"23 Jan 2018"
"shigella sp.","levofloxacin",8,4,50,22,78,"23 Jan 2018"
"shigella sp.","norfloxacin",5,4,80,36,97,"23 Jan 2018"
"staphylococcus aureus","amoxicillin",2811,2100,75,73,76,"23 Jan 2018"
"staphylococcus aureus","amoxicillin/clavulanate",2955,260,9,8,10,"23 Jan 2018"
"staphylococcus aureus","cefazolin",1607,130,8,7,10,"23 Jan 2018"
"staphylococcus aureus","ciprofloxacin",2971,336,11,10,13,"23 Jan 2018"
"staphylococcus aureus","clarithromycin",1678,369,22,20,24,"23 Jan 2018"
"staphylococcus aureus","clindamycin",2961,492,17,15,18,"23 Jan 2018"
"staphylococcus aureus","daptomycin",1641,43,3,2,4,"23 Jan 2018"
"staphylococcus aureus","doxycycline",1951,97,5,4,6,"23 Jan 2018"
"staphylococcus aureus","erythromycin",2961,615,21,19,22,"23 Jan 2018"
"staphylococcus aureus","fosfomycin",2020,19,1,1,1,"23 Jan 2018"
"staphylococcus aureus","fusidic acid",2971,216,7,6,8,"23 Jan 2018"
"staphylococcus aureus","gentamicin",2972,133,4,4,5,"23 Jan 2018"
"staphylococcus aureus","imipenem",338,39,12,9,15,"23 Jan 2018"
"staphylococcus aureus","levofloxacin",371,45,12,9,16,"23 Jan 2018"
"staphylococcus aureus","linezolid",2383,13,1,0,1,"23 Jan 2018"
"staphylococcus aureus","norfloxacin",54,11,20,12,33,"23 Jan 2018"
"staphylococcus aureus","penicillin g",2861,2146,75,73,77,"23 Jan 2018"
"staphylococcus aureus","rifampicin",2959,20,1,0,1,"23 Jan 2018"
"staphylococcus aureus","teicoplanin",2475,5,0,0,0,"23 Jan 2018"
"staphylococcus aureus","tigecycline",1695,2,0,0,0,"23 Jan 2018"
"staphylococcus aureus","tobramycin",47,5,11,4,23,"23 Jan 2018"
"staphylococcus saprophyticus","amoxicillin",155,96,62,54,69,"23 Jan 2018"
"staphylococcus saprophyticus","amoxicillin/clavulanate",169,12,7,4,12,"23 Jan 2018"
"staphylococcus saprophyticus","cefazolin",60,1,2,0,10,"23 Jan 2018"
"staphylococcus saprophyticus","clarithromycin",60,27,45,33,58,"23 Jan 2018"
"staphylococcus saprophyticus","clindamycin",157,14,9,5,15,"23 Jan 2018"
"staphylococcus saprophyticus","doxycycline",89,8,9,4,17,"23 Jan 2018"
"staphylococcus saprophyticus","erythromycin",157,72,46,38,54,"23 Jan 2018"
"staphylococcus saprophyticus","fosfomycin",66,66,100,93,100,"23 Jan 2018"
"staphylococcus saprophyticus","fusidic acid",157,141,90,84,94,"23 Jan 2018"
"staphylococcus saprophyticus","imipenem",29,2,7,1,23,"23 Jan 2018"
"staphylococcus saprophyticus","penicillin g",67,65,97,89,100,"23 Jan 2018"
"stenotrophomonas maltophilia","amoxicillin",22,22,100,82,100,"23 Jan 2018"
"stenotrophomonas maltophilia","amoxicillin/clavulanate",45,45,100,90,100,"23 Jan 2018"
"stenotrophomonas maltophilia","aztreonam",23,23,100,83,100,"23 Jan 2018"
"stenotrophomonas maltophilia","cefepime",35,25,71,55,84,"23 Jan 2018"
"stenotrophomonas maltophilia","ceftazidime",57,51,89,78,95,"23 Jan 2018"
"stenotrophomonas maltophilia","ciprofloxacin",36,26,72,56,84,"23 Jan 2018"
"stenotrophomonas maltophilia","colistin",4,1,25,4,71,"23 Jan 2018"
"stenotrophomonas maltophilia","ertapenem",22,22,100,82,100,"23 Jan 2018"
"stenotrophomonas maltophilia","fosfomycin",1,1,100,17,100,"23 Jan 2018"
"stenotrophomonas maltophilia","gentamicin",58,52,90,79,95,"23 Jan 2018"
"stenotrophomonas maltophilia","imipenem",58,58,100,92,100,"23 Jan 2018"
"stenotrophomonas maltophilia","levofloxacin",102,20,20,13,28,"23 Jan 2018"
"stenotrophomonas maltophilia","meropenem",43,43,100,90,100,"23 Jan 2018"
"stenotrophomonas maltophilia","norfloxacin",3,3,100,38,100,"23 Jan 2018"
"stenotrophomonas maltophilia","piperacillin/tazobactam",59,52,88,77,94,"23 Jan 2018"
"stenotrophomonas maltophilia","tobramycin",55,49,89,78,95,"23 Jan 2018"
"streptococcus pneumoniae","amoxicillin/clavulanate",153,3,2,0,6,"23 Jan 2018"
"streptococcus pneumoniae","clarithromycin",288,74,26,21,31,"23 Jan 2018"
"streptococcus pneumoniae","clindamycin",284,51,18,14,23,"23 Jan 2018"
"streptococcus pneumoniae","doxycycline",126,23,18,12,26,"23 Jan 2018"
"streptococcus pneumoniae","erythromycin",316,80,25,21,30,"23 Jan 2018"
"streptococcus pneumoniae","gentamicin",1,1,100,17,100,"23 Jan 2018"
"streptococcus pneumoniae","levofloxacin",296,5,2,1,4,"23 Jan 2018"
"streptococcus pneumoniae","meropenem",61,10,16,9,28,"23 Jan 2018"
"streptococcus pneumoniae","moxifloxacin",161,4,2,1,6,"23 Jan 2018"
"streptococcus pneumoniae","ofloxacin",3,1,33,6,80,"23 Jan 2018"
"streptococcus pneumoniae","penicillin g",305,60,20,16,25,"23 Jan 2018"
"streptococcus pneumoniae","tobramycin",1,1,100,17,100,"23 Jan 2018"
"yersinia enterocolitica","amoxicillin",11,11,100,69,100,"23 Jan 2018"
"yersinia enterocolitica","amoxicillin/clavulanate",11,11,100,69,100,"23 Jan 2018"
"yersinia enterocolitica","nitrofurantoin",3,1,33,6,80,"23 Jan 2018"
"yersinia pseudotuberculosis","amoxicillin",11,11,100,69,100,"23 Jan 2018"
"yersinia pseudotuberculosis","amoxicillin/clavulanate",11,11,100,69,100,"23 Jan 2018"
"yersinia pseudotuberculosis","nitrofurantoin",3,1,33,6,80,"23 Jan 2018"
