microorganism,compound,N_samples,n_resistant,percent_resistant,lower_ci,upper_ci,date_imported
"helicobacter pylori","levofloxacin",3,2,67,20,94,"23 Jan 2018"
"helicobacter pylori","metronidazole",3,3,100,38,100,"23 Jan 2018"
"klebsiella sp.","amoxicillin",89,89,100,95,100,"23 Jan 2018"
"klebsiella sp.","amoxicillin/clavulanate",809,79,10,8,12,"23 Jan 2018"
"klebsiella sp.","cefepime",308,10,3,2,6,"23 Jan 2018"
"klebsiella sp.","cefotaxime",106,3,3,1,8,"23 Jan 2018"
"klebsiella sp.","ceftazidime",809,38,5,3,6,"23 Jan 2018"
"klebsiella sp.","ciprofloxacin",809,76,9,8,12,"23 Jan 2018"
"klebsiella sp.","ertapenem",710,2,0,0,1,"23 Jan 2018"
"klebsiella sp.","fosfomycin",473,82,17,14,21,"23 Jan 2018"
"klebsiella sp.","gentamicin",697,13,2,1,3,"23 Jan 2018"
"klebsiella sp.","imipenem",710,2,0,0,1,"23 Jan 2018"
"klebsiella sp.","levofloxacin",106,11,10,6,18,"23 Jan 2018"
"klebsiella sp.","meropenem",631,1,0,0,1,"23 Jan 2018"
"klebsiella sp.","nitrofurantoin",116,51,44,35,53,"23 Jan 2018"
"klebsiella sp.","norfloxacin",190,25,13,9,19,"23 Jan 2018"
"klebsiella sp.","piperacillin/tazobactam",710,79,11,9,14,"23 Jan 2018"
"moraxella catarrhalis","amoxicillin/clavulanate",19,6,32,15,54,"23 Jan 2018"
"morganella sp.","amoxicillin",10,10,100,67,100,"23 Jan 2018"
"morganella sp.","amoxicillin/clavulanate",116,113,97,92,99,"23 Jan 2018"
"morganella sp.","cefotaxime",14,1,7,0,34,"23 Jan 2018"
"morganella sp.","ceftazidime",118,10,8,5,15,"23 Jan 2018"
"morganella sp.","ciprofloxacin",118,21,18,12,26,"23 Jan 2018"
"morganella sp.","ertapenem",103,2,2,0,7,"23 Jan 2018"
"morganella sp.","fosfomycin",46,45,98,87,100,"23 Jan 2018"
"morganella sp.","gentamicin",101,5,5,2,11,"23 Jan 2018"
"morganella sp.","imipenem",100,18,18,12,27,"23 Jan 2018"
"morganella sp.","nitrofurantoin",46,45,98,87,100,"23 Jan 2018"
"morganella sp.","norfloxacin",23,3,13,4,33,"23 Jan 2018"
"morganella sp.","piperacillin/tazobactam",102,3,3,1,9,"23 Jan 2018"
"neisseria gonorrhoeae","ciprofloxacin",6,3,50,19,81,"23 Jan 2018"
"neisseria gonorrhoeae","penicillin g",6,5,83,42,98,"23 Jan 2018"
"neisseria meningitidis","penicillin g",6,2,33,10,70,"23 Jan 2018"
"proteus mirabilis","amoxicillin",48,14,29,18,43,"23 Jan 2018"
"proteus mirabilis","amoxicillin/clavulanate",414,48,12,9,15,"23 Jan 2018"
"proteus mirabilis","cefepime",175,5,3,1,7,"23 Jan 2018"
"proteus mirabilis","cefotaxime",47,1,2,0,12,"23 Jan 2018"
"proteus mirabilis","ceftazidime",414,11,3,1,5,"23 Jan 2018"
"proteus mirabilis","ciprofloxacin",414,112,27,23,32,"23 Jan 2018"
"proteus mirabilis","clindamycin",1,1,100,17,100,"23 Jan 2018"
"proteus mirabilis","ertapenem",369,3,1,0,3,"23 Jan 2018"
"proteus mirabilis","fosfomycin",228,46,20,15,26,"23 Jan 2018"
"proteus mirabilis","gentamicin",366,44,12,9,16,"23 Jan 2018"
"proteus mirabilis","imipenem",354,54,15,12,19,"23 Jan 2018"
"proteus mirabilis","levofloxacin",46,8,17,9,31,"23 Jan 2018"
"proteus mirabilis","nitrofurantoin",229,228,100,97,100,"23 Jan 2018"
"proteus mirabilis","norfloxacin",92,23,25,17,35,"23 Jan 2018"
"proteus mirabilis","piperacillin/tazobactam",364,4,1,0,3,"23 Jan 2018"
"proteus mirabilis","rifampicin",1,1,100,17,100,"23 Jan 2018"
"pseudomonas aeruginosa","amoxicillin",4,4,100,45,100,"23 Jan 2018"
"pseudomonas aeruginosa","amoxicillin/clavulanate",6,6,100,55,100,"23 Jan 2018"
"pseudomonas aeruginosa","aztreonam",51,49,96,86,100,"23 Jan 2018"
"pseudomonas aeruginosa","cefepime",469,49,10,8,14,"23 Jan 2018"
"pseudomonas aeruginosa","ceftazidime",469,79,17,14,21,"23 Jan 2018"
"pseudomonas aeruginosa","ciprofloxacin",469,95,20,17,24,"23 Jan 2018"
"pseudomonas aeruginosa","colistin",29,1,3,0,19,"23 Jan 2018"
"pseudomonas aeruginosa","ertapenem",4,4,100,45,100,"23 Jan 2018"
"pseudomonas aeruginosa","fosfomycin",3,3,100,38,100,"23 Jan 2018"
"pseudomonas aeruginosa","gentamicin",466,39,8,6,11,"23 Jan 2018"
"pseudomonas aeruginosa","imipenem",469,91,19,16,23,"23 Jan 2018"
"pseudomonas aeruginosa","levofloxacin",30,10,33,19,51,"23 Jan 2018"
"pseudomonas aeruginosa","meropenem",466,69,15,12,18,"23 Jan 2018"
"pseudomonas aeruginosa","norfloxacin",1,1,100,17,100,"23 Jan 2018"
"pseudomonas aeruginosa","piperacillin/tazobactam",469,95,20,17,24,"23 Jan 2018"
"pseudomonas aeruginosa","tobramycin",464,51,11,8,14,"23 Jan 2018"
"salmonella sp.","amoxicillin/clavulanate",45,6,13,6,27,"23 Jan 2018"
"salmonella sp.","ciprofloxacin",43,7,16,8,30,"23 Jan 2018"
"salmonella sp.","gentamicin",8,4,50,22,78,"23 Jan 2018"
"serratia sp.","amoxicillin",4,4,100,45,100,"23 Jan 2018"
"serratia sp.","amoxicillin/clavulanate",121,117,97,91,99,"23 Jan 2018"
"serratia sp.","ciprofloxacin",122,5,4,2,10,"23 Jan 2018"
"serratia sp.","fosfomycin",22,5,23,10,44,"23 Jan 2018"
"serratia sp.","gentamicin",121,1,1,0,5,"23 Jan 2018"
"serratia sp.","nitrofurantoin",24,24,100,83,100,"23 Jan 2018"
"shigella sp.","amoxicillin/clavulanate",3,3,100,38,100,"23 Jan 2018"
"shigella sp.","azithromycin",2,1,50,10,90,"23 Jan 2018"
"shigella sp.","ciprofloxacin",3,3,100,38,100,"23 Jan 2018"
"staphylococcus aureus","amoxicillin",66,43,65,53,76,"23 Jan 2018"
"staphylococcus aureus","amoxicillin/clavulanate",1233,159,13,11,15,"23 Jan 2018"
"staphylococcus aureus","azithromycin",41,8,20,10,34,"23 Jan 2018"
"staphylococcus aureus","cefazolin",261,28,11,8,15,"23 Jan 2018"
"staphylococcus aureus","ciprofloxacin",1234,167,14,12,16,"23 Jan 2018"
"staphylococcus aureus","clindamycin",1163,172,15,13,17,"23 Jan 2018"
"staphylococcus aureus","daptomycin",74,1,1,0,8,"23 Jan 2018"
"staphylococcus aureus","doxycycline",41,5,12,5,26,"23 Jan 2018"
"staphylococcus aureus","erythromycin",1172,190,16,14,18,"23 Jan 2018"
"staphylococcus aureus","fusidic acid",1164,94,8,7,10,"23 Jan 2018"
"staphylococcus aureus","gentamicin",1225,37,3,2,4,"23 Jan 2018"
"staphylococcus aureus","levofloxacin",45,5,11,4,24,"23 Jan 2018"
"staphylococcus aureus","meropenem",1,1,100,17,100,"23 Jan 2018"
"staphylococcus aureus","moxifloxacin",50,7,14,7,27,"23 Jan 2018"
"staphylococcus aureus","norfloxacin",278,40,14,11,19,"23 Jan 2018"
"staphylococcus aureus","penicillin g",1234,1022,83,81,85,"23 Jan 2018"
"staphylococcus aureus","piperacillin/tazobactam",1056,130,12,10,14,"23 Jan 2018"
"staphylococcus aureus","rifampicin",1225,5,0,0,1,"23 Jan 2018"
"staphylococcus aureus","teicoplanin",357,1,0,0,2,"23 Jan 2018"
"staphylococcus aureus","tigecycline",41,1,2,0,14,"23 Jan 2018"
"staphylococcus aureus","tobramycin",47,3,6,2,18,"23 Jan 2018"
"staphylococcus aureus","vancomycin",1211,1,0,0,1,"23 Jan 2018"
"staphylococcus saprophyticus","amoxicillin",13,12,92,64,100,"23 Jan 2018"
"staphylococcus saprophyticus","amoxicillin/clavulanate",73,6,8,4,17,"23 Jan 2018"
"staphylococcus saprophyticus","cefazolin",11,1,9,0,40,"23 Jan 2018"
"staphylococcus saprophyticus","ciprofloxacin",73,2,3,0,10,"23 Jan 2018"
"staphylococcus saprophyticus","clindamycin",21,3,14,4,36,"23 Jan 2018"
"staphylococcus saprophyticus","erythromycin",30,14,47,30,64,"23 Jan 2018"
"staphylococcus saprophyticus","fosfomycin",13,13,100,73,100,"23 Jan 2018"
"staphylococcus saprophyticus","fusidic acid",21,16,76,54,90,"23 Jan 2018"
"staphylococcus saprophyticus","gentamicin",64,1,2,0,9,"23 Jan 2018"
"staphylococcus saprophyticus","moxifloxacin",9,3,33,12,65,"23 Jan 2018"
"staphylococcus saprophyticus","norfloxacin",28,1,4,0,19,"23 Jan 2018"
"staphylococcus saprophyticus","penicillin g",23,22,96,77,100,"23 Jan 2018"
"staphylococcus saprophyticus","piperacillin/tazobactam",51,1,2,0,11,"23 Jan 2018"
"streptococcus pneumoniae","amoxicillin/clavulanate",140,3,2,0,6,"23 Jan 2018"
"streptococcus pneumoniae","ciprofloxacin",1,1,100,17,100,"23 Jan 2018"
"streptococcus pneumoniae","clindamycin",140,20,14,9,21,"23 Jan 2018"
"streptococcus pneumoniae","erythromycin",141,24,17,12,24,"23 Jan 2018"
"streptococcus pneumoniae","levofloxacin",140,1,1,0,4,"23 Jan 2018"
"streptococcus pneumoniae","penicillin g",139,17,12,8,19,"23 Jan 2018"
"yersinia enterocolitica","amoxicillin",1,1,100,17,100,"23 Jan 2018"
"yersinia enterocolitica","amoxicillin/clavulanate",2,2,100,29,100,"23 Jan 2018"
"yersinia enterocolitica","nitrofurantoin",1,1,100,17,100,"23 Jan 2018"
"yersinia pseudotuberculosis","amoxicillin",1,1,100,17,100,"23 Jan 2018"
"yersinia pseudotuberculosis","amoxicillin/clavulanate",2,2,100,29,100,"23 Jan 2018"
"yersinia pseudotuberculosis","nitrofurantoin",1,1,100,17,100,"23 Jan 2018"
