microorganism,compound,N_samples,n_resistant,percent_resistant,lower_ci,upper_ci,date_imported
"enterococcus faecalis","clindamycin",2211,2201,100,99,100,"10 Sep 2018"
"enterococcus faecalis","cotrimoxazole",3529,3511,99,99,100,"10 Sep 2018"
"enterococcus faecalis","doxycycline",803,589,73,70,76,"10 Sep 2018"
"enterococcus faecalis","ertapenem",5,4,80,36,97,"10 Sep 2018"
"enterococcus faecalis","erythromycin",2425,2411,99,99,100,"10 Sep 2018"
"enterococcus faecalis","flucloxacillin",1,1,100,17,100,"10 Sep 2018"
"enterococcus faecalis","fosfomycin",855,20,2,2,4,"10 Sep 2018"
"enterococcus faecalis","fusidic acid",201,201,100,98,100,"10 Sep 2018"
"enterococcus faecalis","gentamicin",643,598,93,91,95,"10 Sep 2018"
"enterococcus faecalis","imipenem",5283,13,0,0,0,"10 Sep 2018"
"enterococcus faecalis","levofloxacin",5492,321,6,5,6,"10 Sep 2018"
"enterococcus faecalis","linezolid",5620,12,0,0,0,"10 Sep 2018"
"enterococcus faecalis","meropenem",812,5,1,0,1,"10 Sep 2018"
"enterococcus faecalis","moxifloxacin",2253,123,5,5,6,"10 Sep 2018"
"enterococcus faecalis","nitrofurantoin",4650,14,0,0,1,"10 Sep 2018"
"enterococcus faecalis","norfloxacin",1460,364,25,23,27,"10 Sep 2018"
"enterococcus faecalis","penicillin g",2849,25,1,1,1,"10 Sep 2018"
"enterococcus faecalis","piperacillin/tazobactam",1253,9,1,0,1,"10 Sep 2018"
"enterococcus faecalis","rifampicin",21,8,38,21,59,"10 Sep 2018"
"enterococcus faecalis","teicoplanin",4506,17,0,0,1,"10 Sep 2018"
"enterococcus faecalis","tobramycin",206,201,98,94,99,"10 Sep 2018"
"enterococcus faecalis","vancomycin",7262,14,0,0,0,"10 Sep 2018"
"enterococcus faecium","amoxicillin",1176,866,74,71,76,"10 Sep 2018"
"enterococcus faecium","amoxicillin/clavulanate",1581,1179,75,72,77,"10 Sep 2018"
"enterococcus faecium","azithromycin",149,149,100,97,100,"10 Sep 2018"
"enterococcus faecium","cefazolin",17,17,100,78,100,"10 Sep 2018"
"enterococcus faecium","ceftriaxone",24,23,96,78,100,"10 Sep 2018"
"enterococcus faecium","cefuroxime",340,340,100,99,100,"10 Sep 2018"
"enterococcus faecium","ciprofloxacin",603,449,74,71,78,"10 Sep 2018"
"enterococcus faecium","clarithromycin",152,152,100,97,100,"10 Sep 2018"
"enterococcus faecium","clindamycin",326,321,98,96,99,"10 Sep 2018"
"enterococcus faecium","cotrimoxazole",1013,1001,99,98,99,"10 Sep 2018"
"enterococcus faecium","daptomycin",115,6,5,2,11,"10 Sep 2018"
"enterococcus faecium","doxycycline",230,65,28,23,34,"10 Sep 2018"
"enterococcus faecium","ertapenem",2,1,50,10,90,"10 Sep 2018"
"enterococcus faecium","erythromycin",391,391,100,99,100,"10 Sep 2018"
"enterococcus faecium","fosfomycin",101,20,20,13,29,"10 Sep 2018"
"enterococcus faecium","fusidic acid",66,66,100,93,100,"10 Sep 2018"
"enterococcus faecium","gentamicin",206,197,96,92,98,"10 Sep 2018"
"enterococcus faecium","imipenem",1791,1534,86,84,87,"10 Sep 2018"
"enterococcus faecium","levofloxacin",1672,1186,71,69,73,"10 Sep 2018"
"enterococcus faecium","linezolid",1919,7,0,0,1,"10 Sep 2018"
"enterococcus faecium","meropenem",151,103,68,60,75,"10 Sep 2018"
"enterococcus faecium","metronidazole",1,1,100,17,100,"10 Sep 2018"
"enterococcus faecium","moxifloxacin",337,238,71,66,75,"10 Sep 2018"
"enterococcus faecium","nitrofurantoin",974,538,55,52,58,"10 Sep 2018"
"enterococcus faecium","norfloxacin",470,411,87,84,90,"10 Sep 2018"
"enterococcus faecium","penicillin g",535,414,77,74,81,"10 Sep 2018"
"enterococcus faecium","piperacillin/tazobactam",479,398,83,79,86,"10 Sep 2018"
"enterococcus faecium","rifampicin",5,4,80,36,97,"10 Sep 2018"
"enterococcus faecium","teicoplanin",1905,72,4,3,5,"10 Sep 2018"
"enterococcus faecium","tobramycin",66,66,100,93,100,"10 Sep 2018"
"enterococcus faecium","vancomycin",2500,142,6,5,7,"10 Sep 2018"
"escherichia coli","amoxicillin",45774,20569,45,44,45,"10 Sep 2018"
"escherichia coli","amoxicillin/clavulanate",72352,14657,20,20,21,"10 Sep 2018"
"escherichia coli","azithromycin",6,6,100,55,100,"10 Sep 2018"
"escherichia coli","aztreonam",3038,759,25,23,27,"10 Sep 2018"
"escherichia coli","cefazolin",2502,367,15,13,16,"10 Sep 2018"
"escherichia coli","cefepime",64299,4875,8,7,8,"10 Sep 2018"
"escherichia coli","cefotaxime",6261,514,8,8,9,"10 Sep 2018"
"escherichia coli","ceftazidime",65040,5652,9,8,9,"10 Sep 2018"
"escherichia coli","ceftriaxone",69730,5931,9,8,9,"10 Sep 2018"
"escherichia coli","cefuroxime",68642,9455,14,14,14,"10 Sep 2018"
"escherichia coli","ciprofloxacin",72202,13492,19,18,19,"10 Sep 2018"
"escherichia coli","clindamycin",3,3,100,38,100,"10 Sep 2018"
"escherichia coli","colistin",3124,17,1,0,1,"10 Sep 2018"
"escherichia coli","cotrimoxazole",69769,17001,24,24,25,"10 Sep 2018"
"escherichia coli","doxycycline",3658,886,24,23,26,"10 Sep 2018"
"escherichia coli","ertapenem",57767,87,0,0,0,"10 Sep 2018"
"escherichia coli","erythromycin",2,2,100,29,100,"10 Sep 2018"
"escherichia coli","flucloxacillin",1,1,100,17,100,"10 Sep 2018"
"escherichia coli","fosfomycin",66481,896,1,1,1,"10 Sep 2018"
"escherichia coli","fusidic acid",1,1,100,17,100,"10 Sep 2018"
"escherichia coli","gentamicin",62399,4437,7,7,7,"10 Sep 2018"
"escherichia coli","imipenem",63335,24,0,0,0,"10 Sep 2018"
"escherichia coli","levofloxacin",26797,4911,18,18,19,"10 Sep 2018"
"escherichia coli","meropenem",33323,18,0,0,0,"10 Sep 2018"
"escherichia coli","metronidazole",2,2,100,29,100,"10 Sep 2018"
"escherichia coli","minocycline",453,121,27,23,31,"10 Sep 2018"
"escherichia coli","moxifloxacin",3411,502,15,14,16,"10 Sep 2018"
"escherichia coli","nitrofurantoin",62992,560,1,1,1,"10 Sep 2018"
"escherichia coli","norfloxacin",62475,13834,22,22,22,"10 Sep 2018"
"escherichia coli","ofloxacin",3,1,33,6,80,"10 Sep 2018"
"escherichia coli","penicillin g",1,1,100,17,100,"10 Sep 2018"
"escherichia coli","piperacillin/tazobactam",64989,4551,7,7,7,"10 Sep 2018"
"escherichia coli","teicoplanin",3,3,100,38,100,"10 Sep 2018"
"escherichia coli","tigecycline",3546,18,1,0,1,"10 Sep 2018"
"escherichia coli","tobramycin",6629,671,10,9,11,"10 Sep 2018"
"escherichia coli","vancomycin",4,3,75,29,96,"10 Sep 2018"
"haemophilus influenzae","amoxicillin",751,237,32,28,35,"10 Sep 2018"
"haemophilus influenzae","amoxicillin/clavulanate",1360,232,17,15,19,"10 Sep 2018"
"haemophilus influenzae","azithromycin",138,136,99,94,100,"10 Sep 2018"
"haemophilus influenzae","cefepime",157,4,3,1,7,"10 Sep 2018"
"haemophilus influenzae","ceftriaxone",1194,7,1,0,1,"10 Sep 2018"
"haemophilus influenzae","cefuroxime",476,260,55,50,59,"10 Sep 2018"
"haemophilus influenzae","ciprofloxacin",878,25,3,2,4,"10 Sep 2018"
"haemophilus influenzae","clarithromycin",117,117,100,96,100,"10 Sep 2018"
"haemophilus influenzae","clindamycin",1,1,100,17,100,"10 Sep 2018"
"haemophilus influenzae","cotrimoxazole",897,206,23,20,26,"10 Sep 2018"
"haemophilus influenzae","doxycycline",61,1,2,0,10,"10 Sep 2018"
"haemophilus influenzae","ertapenem",8,1,13,1,50,"10 Sep 2018"
"haemophilus influenzae","erythromycin",325,322,99,97,100,"10 Sep 2018"
"haemophilus influenzae","fusidic acid",6,6,100,55,100,"10 Sep 2018"
"haemophilus influenzae","imipenem",94,9,10,5,17,"10 Sep 2018"
"haemophilus influenzae","levofloxacin",770,22,3,2,4,"10 Sep 2018"
"haemophilus influenzae","meropenem",158,1,1,0,4,"10 Sep 2018"
"haemophilus influenzae","moxifloxacin",397,9,2,1,4,"10 Sep 2018"
"haemophilus influenzae","ofloxacin",34,2,6,1,20,"10 Sep 2018"
"haemophilus influenzae","penicillin g",517,290,56,52,60,"10 Sep 2018"
"haemophilus influenzae","piperacillin/tazobactam",210,41,20,15,25,"10 Sep 2018"
"haemophilus influenzae","tobramycin",7,4,57,25,84,"10 Sep 2018"
"helicobacter pylori","amoxicillin",289,20,7,4,11,"10 Sep 2018"
"helicobacter pylori","azithromycin",3,3,100,38,100,"10 Sep 2018"
"helicobacter pylori","clarithromycin",314,176,56,51,61,"10 Sep 2018"
"helicobacter pylori","levofloxacin",310,91,29,25,35,"10 Sep 2018"
"helicobacter pylori","metronidazole",308,172,56,50,61,"10 Sep 2018"
"helicobacter pylori","rifampicin",280,37,13,10,18,"10 Sep 2018"
"klebsiella oxytoca","amoxicillin",1549,1548,100,100,100,"10 Sep 2018"
"klebsiella oxytoca","amoxicillin/clavulanate",2713,279,10,9,11,"10 Sep 2018"
"klebsiella oxytoca","azithromycin",1,1,100,17,100,"10 Sep 2018"
"klebsiella oxytoca","aztreonam",157,16,10,6,16,"10 Sep 2018"
"klebsiella oxytoca","cefazolin",62,6,10,4,20,"10 Sep 2018"
"klebsiella oxytoca","cefepime",2452,39,2,1,2,"10 Sep 2018"
"klebsiella oxytoca","cefotaxime",267,16,6,4,10,"10 Sep 2018"
"klebsiella oxytoca","ceftazidime",2387,43,2,1,2,"10 Sep 2018"
"klebsiella oxytoca","ceftriaxone",2630,153,6,5,7,"10 Sep 2018"
"klebsiella oxytoca","cefuroxime",2532,272,11,10,12,"10 Sep 2018"
"klebsiella oxytoca","ciprofloxacin",2703,75,3,2,3,"10 Sep 2018"
"klebsiella oxytoca","clarithromycin",1,1,100,17,100,"10 Sep 2018"
"klebsiella oxytoca","clindamycin",2,2,100,29,100,"10 Sep 2018"
"klebsiella oxytoca","colistin",153,2,1,0,5,"10 Sep 2018"
"klebsiella oxytoca","cotrimoxazole",2589,79,3,2,4,"10 Sep 2018"
"klebsiella oxytoca","ertapenem",2064,3,0,0,0,"10 Sep 2018"
"klebsiella oxytoca","fosfomycin",1846,529,29,27,31,"10 Sep 2018"
"klebsiella oxytoca","gentamicin",2421,19,1,0,1,"10 Sep 2018"
"klebsiella oxytoca","imipenem",2292,2,0,0,0,"10 Sep 2018"
"klebsiella oxytoca","levofloxacin",1171,28,2,2,3,"10 Sep 2018"
"klebsiella oxytoca","meropenem",1592,1,0,0,0,"10 Sep 2018"
"klebsiella oxytoca","minocycline",35,6,17,8,33,"10 Sep 2018"
"klebsiella oxytoca","moxifloxacin",96,2,2,0,8,"10 Sep 2018"
"klebsiella oxytoca","nitrofurantoin",1600,429,27,25,29,"10 Sep 2018"
"klebsiella oxytoca","norfloxacin",2037,80,4,3,5,"10 Sep 2018"
"klebsiella oxytoca","piperacillin/tazobactam",2438,222,9,8,10,"10 Sep 2018"
"klebsiella oxytoca","teicoplanin",3,3,100,38,100,"10 Sep 2018"
"klebsiella oxytoca","tigecycline",190,3,2,0,5,"10 Sep 2018"
"klebsiella oxytoca","tobramycin",422,8,2,1,4,"10 Sep 2018"
"klebsiella pneumoniae","amoxicillin",6560,6559,100,100,100,"10 Sep 2018"
"klebsiella pneumoniae","amoxicillin/clavulanate",11217,1695,15,14,16,"10 Sep 2018"
"klebsiella pneumoniae","aztreonam",684,199,29,26,33,"10 Sep 2018"
"klebsiella pneumoniae","cefazolin",234,28,12,8,17,"10 Sep 2018"
"klebsiella pneumoniae","cefepime",10217,889,9,8,9,"10 Sep 2018"
"klebsiella pneumoniae","cefotaxime",1118,121,11,9,13,"10 Sep 2018"
"klebsiella pneumoniae","ceftazidime",9930,1054,11,10,11,"10 Sep 2018"
"klebsiella pneumoniae","ceftriaxone",10908,1033,9,9,10,"10 Sep 2018"
"klebsiella pneumoniae","cefuroxime",10562,1560,15,14,15,"10 Sep 2018"
"klebsiella pneumoniae","ciprofloxacin",11152,1513,14,13,14,"10 Sep 2018"
"klebsiella pneumoniae","colistin",662,16,2,1,4,"10 Sep 2018"
