microorganism,compound,N_samples,n_resistant,percent_resistant,lower_ci,upper_ci,date_imported
"morganella morganii","norfloxacin",17,1,6,0,29,"24 Sep 2018"
"morganella morganii","piperacillin/tazobactam",87,1,1,0,7,"24 Sep 2018"
"neisseria gonorrhoeae","ceftriaxone",7,0,0,0,41,"24 Sep 2018"
"neisseria gonorrhoeae","ciprofloxacin",7,3,43,16,75,"24 Sep 2018"
"neisseria gonorrhoeae","penicillin g",7,7,100,59,100,"24 Sep 2018"
"neisseria meningitidis","ceftriaxone",4,0,0,0,55,"24 Sep 2018"
"neisseria meningitidis","ciprofloxacin",4,0,0,0,55,"24 Sep 2018"
"neisseria meningitidis","meropenem",4,0,0,0,55,"24 Sep 2018"
"neisseria meningitidis","penicillin g",4,1,25,4,71,"24 Sep 2018"
"propionibacterium acnes","amoxicillin",2,0,0,0,71,"24 Sep 2018"
"propionibacterium acnes","ceftriaxone",1,0,0,0,83,"24 Sep 2018"
"propionibacterium acnes","clindamycin",3,0,0,0,62,"24 Sep 2018"
"propionibacterium acnes","moxifloxacin",2,0,0,0,71,"24 Sep 2018"
"proteus mirabilis","amoxicillin",39,8,21,11,36,"24 Sep 2018"
"proteus mirabilis","amoxicillin/clavulanate",353,50,14,11,18,"24 Sep 2018"
"proteus mirabilis","cefazolin",1,0,0,0,83,"24 Sep 2018"
"proteus mirabilis","cefepime",155,5,3,1,8,"24 Sep 2018"
"proteus mirabilis","cefotaxime",34,2,6,1,20,"24 Sep 2018"
"proteus mirabilis","ceftazidime",352,13,4,2,6,"24 Sep 2018"
"proteus mirabilis","ceftriaxone",322,13,4,2,7,"24 Sep 2018"
"proteus mirabilis","cefuroxime",348,24,7,5,10,"24 Sep 2018"
"proteus mirabilis","ciprofloxacin",353,87,25,20,29,"24 Sep 2018"
"proteus mirabilis","cotrimoxazole",353,128,36,31,41,"24 Sep 2018"
"proteus mirabilis","doxycycline",1,1,100,17,100,"24 Sep 2018"
"proteus mirabilis","ertapenem",319,1,0,0,2,"24 Sep 2018"
"proteus mirabilis","fosfomycin",203,45,22,17,28,"24 Sep 2018"
"proteus mirabilis","gentamicin",319,38,12,9,16,"24 Sep 2018"
"proteus mirabilis","imipenem",307,68,22,18,27,"24 Sep 2018"
"proteus mirabilis","levofloxacin",33,4,12,4,28,"24 Sep 2018"
"proteus mirabilis","meropenem",291,0,0,0,2,"24 Sep 2018"
"proteus mirabilis","nitrofurantoin",202,201,100,97,100,"24 Sep 2018"
"proteus mirabilis","norfloxacin",68,17,25,16,37,"24 Sep 2018"
"proteus mirabilis","piperacillin/tazobactam",321,1,0,0,2,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","amoxicillin",4,4,100,45,100,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","amoxicillin/clavulanate",75,13,17,10,28,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","cefepime",38,0,0,0,11,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","cefotaxime",10,0,0,0,33,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","ceftazidime",75,0,0,0,6,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","ceftriaxone",63,2,3,0,12,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","cefuroxime",67,58,87,76,93,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","ciprofloxacin",75,4,5,2,13,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","cotrimoxazole",75,10,13,7,23,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","ertapenem",63,0,0,0,7,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","fosfomycin",29,6,21,10,39,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","gentamicin",63,1,2,0,9,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","imipenem",59,38,64,52,75,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","levofloxacin",12,2,17,4,46,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","meropenem",59,0,0,0,8,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","nitrofurantoin",29,29,100,86,100,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","norfloxacin",16,2,13,2,38,"24 Sep 2018"
"proteus sp. ""non-mirabilis""","piperacillin/tazobactam",63,0,0,0,7,"24 Sep 2018"
"providencia sp.","amoxicillin",3,3,100,38,100,"24 Sep 2018"
"providencia sp.","amoxicillin/clavulanate",16,16,100,77,100,"24 Sep 2018"
"providencia sp.","cefepime",8,0,0,0,38,"24 Sep 2018"
"providencia sp.","cefotaxime",3,0,0,0,62,"24 Sep 2018"
"providencia sp.","ceftazidime",16,0,0,0,23,"24 Sep 2018"
"providencia sp.","ceftriaxone",13,0,0,0,27,"24 Sep 2018"
"providencia sp.","cefuroxime",13,3,23,8,51,"24 Sep 2018"
"providencia sp.","ciprofloxacin",16,1,6,0,31,"24 Sep 2018"
"providencia sp.","cotrimoxazole",16,1,6,0,31,"24 Sep 2018"
"providencia sp.","ertapenem",13,0,0,0,27,"24 Sep 2018"
"providencia sp.","fosfomycin",7,2,29,8,65,"24 Sep 2018"
"providencia sp.","gentamicin",13,0,0,0,27,"24 Sep 2018"
"providencia sp.","imipenem",13,0,0,0,27,"24 Sep 2018"
"providencia sp.","levofloxacin",3,0,0,0,62,"24 Sep 2018"
"providencia sp.","meropenem",11,0,0,0,31,"24 Sep 2018"
"providencia sp.","nitrofurantoin",7,7,100,59,100,"24 Sep 2018"
"providencia sp.","norfloxacin",5,0,0,0,49,"24 Sep 2018"
"providencia sp.","piperacillin/tazobactam",13,0,0,0,27,"24 Sep 2018"
"pseudomonas aeruginosa","amoxicillin",3,3,100,38,100,"24 Sep 2018"
"pseudomonas aeruginosa","amoxicillin/clavulanate",4,4,100,45,100,"24 Sep 2018"
"pseudomonas aeruginosa","aztreonam",33,31,94,79,99,"24 Sep 2018"
"pseudomonas aeruginosa","cefepime",395,57,14,11,18,"24 Sep 2018"
"pseudomonas aeruginosa","ceftazidime",394,74,19,15,23,"24 Sep 2018"
"pseudomonas aeruginosa","ceftriaxone",3,3,100,38,100,"24 Sep 2018"
"pseudomonas aeruginosa","cefuroxime",3,3,100,38,100,"24 Sep 2018"
"pseudomonas aeruginosa","ciprofloxacin",395,93,24,20,28,"24 Sep 2018"
"pseudomonas aeruginosa","colistin",29,4,14,5,31,"24 Sep 2018"
"pseudomonas aeruginosa","cotrimoxazole",19,19,100,80,100,"24 Sep 2018"
"pseudomonas aeruginosa","ertapenem",4,4,100,45,100,"24 Sep 2018"
"pseudomonas aeruginosa","fosfomycin",3,3,100,38,100,"24 Sep 2018"
"pseudomonas aeruginosa","gentamicin",394,32,8,6,11,"24 Sep 2018"
"pseudomonas aeruginosa","imipenem",394,78,20,16,24,"24 Sep 2018"
"pseudomonas aeruginosa","levofloxacin",16,6,38,19,61,"24 Sep 2018"
"pseudomonas aeruginosa","meropenem",392,73,19,15,23,"24 Sep 2018"
"pseudomonas aeruginosa","piperacillin/tazobactam",394,82,21,17,25,"24 Sep 2018"
"pseudomonas aeruginosa","tobramycin",390,38,10,7,13,"24 Sep 2018"
"salmonella sp.","amoxicillin",1,0,0,0,83,"24 Sep 2018"
"salmonella sp.","amoxicillin/clavulanate",37,9,24,13,40,"24 Sep 2018"
"salmonella sp.","cefepime",7,0,0,0,41,"24 Sep 2018"
"salmonella sp.","ceftazidime",7,0,0,0,41,"24 Sep 2018"
"salmonella sp.","ceftriaxone",10,0,0,0,33,"24 Sep 2018"
"salmonella sp.","cefuroxime",8,1,13,1,50,"24 Sep 2018"
"salmonella sp.","ciprofloxacin",36,2,6,1,19,"24 Sep 2018"
"salmonella sp.","cotrimoxazole",37,2,5,1,19,"24 Sep 2018"
"salmonella sp.","ertapenem",7,0,0,0,41,"24 Sep 2018"
"salmonella sp.","gentamicin",7,2,29,8,65,"24 Sep 2018"
"salmonella sp.","imipenem",7,0,0,0,41,"24 Sep 2018"
"salmonella sp.","meropenem",7,0,0,0,41,"24 Sep 2018"
"salmonella sp.","piperacillin/tazobactam",7,0,0,0,41,"24 Sep 2018"
"serratia sp.","amoxicillin",6,6,100,55,100,"24 Sep 2018"
"serratia sp.","amoxicillin/clavulanate",119,119,100,96,100,"24 Sep 2018"
"serratia sp.","cefepime",99,0,0,0,5,"24 Sep 2018"
"serratia sp.","cefotaxime",4,0,0,0,55,"24 Sep 2018"
"serratia sp.","ceftazidime",122,0,0,0,4,"24 Sep 2018"
"serratia sp.","ceftriaxone",118,1,1,0,5,"24 Sep 2018"
"serratia sp.","cefuroxime",107,104,97,92,99,"24 Sep 2018"
"serratia sp.","ciprofloxacin",122,7,6,3,12,"24 Sep 2018"
"serratia sp.","cotrimoxazole",122,1,1,0,5,"24 Sep 2018"
"serratia sp.","ertapenem",116,0,0,0,4,"24 Sep 2018"
"serratia sp.","fosfomycin",25,4,16,6,35,"24 Sep 2018"
"serratia sp.","gentamicin",118,0,0,0,4,"24 Sep 2018"
"serratia sp.","imipenem",117,0,0,0,4,"24 Sep 2018"
"serratia sp.","levofloxacin",4,0,0,0,55,"24 Sep 2018"
"serratia sp.","meropenem",114,0,0,0,4,"24 Sep 2018"
"serratia sp.","nitrofurantoin",25,25,100,84,100,"24 Sep 2018"
"serratia sp.","norfloxacin",10,0,0,0,33,"24 Sep 2018"
"serratia sp.","piperacillin/tazobactam",118,2,2,0,6,"24 Sep 2018"
"shigella sp.","amoxicillin",1,1,100,17,100,"24 Sep 2018"
"shigella sp.","amoxicillin/clavulanate",4,1,25,4,71,"24 Sep 2018"
