microorganism,compound,N_samples,n_resistant,percent_resistant,lower_ci,upper_ci,date_imported
"morganella morganii","fosfomycin",116,116,100,96,100,"10 Sep 2018"
"morganella morganii","gentamicin",143,7,5,2,10,"10 Sep 2018"
"morganella morganii","imipenem",131,28,21,15,29,"10 Sep 2018"
"morganella morganii","meropenem",81,1,1,0,7,"10 Sep 2018"
"morganella morganii","nitrofurantoin",111,111,100,96,100,"10 Sep 2018"
"morganella morganii","norfloxacin",118,11,9,5,16,"10 Sep 2018"
"morganella morganii","piperacillin/tazobactam",165,10,6,3,11,"10 Sep 2018"
"neisseria gonorrhoeae","azithromycin",4,1,25,4,71,"10 Sep 2018"
"neisseria gonorrhoeae","ceftriaxone",10,1,10,0,43,"10 Sep 2018"
"neisseria gonorrhoeae","ciprofloxacin",10,7,70,39,89,"10 Sep 2018"
"neisseria gonorrhoeae","penicillin g",7,5,71,35,92,"10 Sep 2018"
"propionibacterium acnes","levofloxacin",35,1,3,0,16,"10 Sep 2018"
"proteus mirabilis","amoxicillin",471,118,25,21,29,"10 Sep 2018"
"proteus mirabilis","amoxicillin/clavulanate",668,54,8,6,10,"10 Sep 2018"
"proteus mirabilis","cefepime",658,10,2,1,3,"10 Sep 2018"
"proteus mirabilis","cefotaxime",6,1,17,2,58,"10 Sep 2018"
"proteus mirabilis","ceftazidime",655,12,2,1,3,"10 Sep 2018"
"proteus mirabilis","ceftriaxone",658,12,2,1,3,"10 Sep 2018"
"proteus mirabilis","cefuroxime",573,23,4,3,6,"10 Sep 2018"
"proteus mirabilis","ciprofloxacin",668,95,14,12,17,"10 Sep 2018"
"proteus mirabilis","colistin",93,93,100,95,100,"10 Sep 2018"
"proteus mirabilis","cotrimoxazole",668,181,27,24,31,"10 Sep 2018"
"proteus mirabilis","doxycycline",6,6,100,55,100,"10 Sep 2018"
"proteus mirabilis","ertapenem",640,16,3,2,4,"10 Sep 2018"
"proteus mirabilis","fosfomycin",565,75,13,11,16,"10 Sep 2018"
"proteus mirabilis","gentamicin",561,49,9,7,11,"10 Sep 2018"
"proteus mirabilis","imipenem",479,126,26,23,30,"10 Sep 2018"
"proteus mirabilis","levofloxacin",103,9,9,5,16,"10 Sep 2018"
"proteus mirabilis","moxifloxacin",4,2,50,15,85,"10 Sep 2018"
"proteus mirabilis","nitrofurantoin",500,500,100,99,100,"10 Sep 2018"
"proteus mirabilis","norfloxacin",570,95,17,14,20,"10 Sep 2018"
"proteus mirabilis","piperacillin/tazobactam",652,12,2,1,3,"10 Sep 2018"
"proteus mirabilis","tobramycin",92,1,1,0,7,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","amoxicillin",111,111,100,96,100,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","amoxicillin/clavulanate",161,14,9,5,14,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","cefepime",161,2,1,0,5,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","ceftazidime",161,3,2,0,6,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","ceftriaxone",161,2,1,0,5,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","cefuroxime",130,128,98,94,100,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","ciprofloxacin",161,4,2,1,6,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","colistin",31,31,100,87,100,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","cotrimoxazole",159,27,17,12,24,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","ertapenem",158,6,4,2,8,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","fosfomycin",121,16,13,8,21,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","gentamicin",127,4,3,1,8,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","imipenem",86,41,48,37,58,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","levofloxacin",34,1,3,0,16,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","nitrofurantoin",106,106,100,96,100,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","norfloxacin",124,3,2,1,7,"10 Sep 2018"
"proteus sp. ""non-mirabilis""","piperacillin/tazobactam",152,2,1,0,5,"10 Sep 2018"
"providencia sp.","amoxicillin",24,24,100,83,100,"10 Sep 2018"
"providencia sp.","amoxicillin/clavulanate",36,36,100,88,100,"10 Sep 2018"
"providencia sp.","ceftazidime",36,2,6,1,19,"10 Sep 2018"
"providencia sp.","ceftriaxone",36,2,6,1,19,"10 Sep 2018"
"providencia sp.","cefuroxime",29,9,31,17,49,"10 Sep 2018"
"providencia sp.","ciprofloxacin",36,7,19,10,35,"10 Sep 2018"
"providencia sp.","colistin",7,7,100,59,100,"10 Sep 2018"
"providencia sp.","cotrimoxazole",36,4,11,4,26,"10 Sep 2018"
"providencia sp.","ertapenem",35,3,9,2,23,"10 Sep 2018"
"providencia sp.","fosfomycin",26,11,42,26,61,"10 Sep 2018"
"providencia sp.","gentamicin",29,4,14,5,31,"10 Sep 2018"
"providencia sp.","imipenem",35,7,20,10,36,"10 Sep 2018"
"providencia sp.","nitrofurantoin",23,23,100,83,100,"10 Sep 2018"
"providencia sp.","norfloxacin",26,7,27,14,46,"10 Sep 2018"
"providencia sp.","piperacillin/tazobactam",36,3,8,2,23,"10 Sep 2018"
"providencia sp.","tobramycin",7,1,14,1,54,"10 Sep 2018"
"pseudomonas aeruginosa","amoxicillin",49,49,100,91,100,"10 Sep 2018"
"pseudomonas aeruginosa","amoxicillin/clavulanate",147,147,100,97,100,"10 Sep 2018"
"pseudomonas aeruginosa","azithromycin",109,97,89,82,94,"10 Sep 2018"
"pseudomonas aeruginosa","aztreonam",608,566,93,91,95,"10 Sep 2018"
"pseudomonas aeruginosa","cefazolin",1,1,100,17,100,"10 Sep 2018"
"pseudomonas aeruginosa","cefepime",1012,105,10,9,12,"10 Sep 2018"
"pseudomonas aeruginosa","ceftazidime",990,92,9,8,11,"10 Sep 2018"
"pseudomonas aeruginosa","ceftriaxone",144,144,100,97,100,"10 Sep 2018"
"pseudomonas aeruginosa","cefuroxime",143,143,100,97,100,"10 Sep 2018"
"pseudomonas aeruginosa","ciprofloxacin",1021,145,14,12,16,"10 Sep 2018"
"pseudomonas aeruginosa","colistin",823,17,2,1,3,"10 Sep 2018"
"pseudomonas aeruginosa","cotrimoxazole",782,778,99,99,100,"10 Sep 2018"
"pseudomonas aeruginosa","ertapenem",49,49,100,91,100,"10 Sep 2018"
"pseudomonas aeruginosa","fosfomycin",37,21,57,41,71,"10 Sep 2018"
"pseudomonas aeruginosa","gentamicin",799,57,7,6,9,"10 Sep 2018"
"pseudomonas aeruginosa","imipenem",961,118,12,10,15,"10 Sep 2018"
"pseudomonas aeruginosa","levofloxacin",919,166,18,16,21,"10 Sep 2018"
"pseudomonas aeruginosa","meropenem",965,121,13,11,15,"10 Sep 2018"
"pseudomonas aeruginosa","minocycline",2,2,100,29,100,"10 Sep 2018"
"pseudomonas aeruginosa","moxifloxacin",1,1,100,17,100,"10 Sep 2018"
"pseudomonas aeruginosa","norfloxacin",11,11,100,69,100,"10 Sep 2018"
"pseudomonas aeruginosa","piperacillin/tazobactam",988,159,16,14,19,"10 Sep 2018"
"pseudomonas aeruginosa","rifampicin",2,2,100,29,100,"10 Sep 2018"
"pseudomonas aeruginosa","tobramycin",971,21,2,1,3,"10 Sep 2018"
"salmonella sp.","amoxicillin",6,3,50,19,81,"10 Sep 2018"
"salmonella sp.","amoxicillin/clavulanate",12,1,8,0,38,"10 Sep 2018"
"salmonella sp.","cefuroxime",5,4,80,36,97,"10 Sep 2018"
"salmonella sp.","ciprofloxacin",11,2,18,4,49,"10 Sep 2018"
"salmonella sp.","cotrimoxazole",12,3,25,9,54,"10 Sep 2018"
"salmonella sp.","gentamicin",5,4,80,36,97,"10 Sep 2018"
"salmonella sp.","levofloxacin",5,1,20,3,64,"10 Sep 2018"
"salmonella sp.","nitrofurantoin",4,2,50,15,85,"10 Sep 2018"
"salmonella sp.","tobramycin",4,4,100,45,100,"10 Sep 2018"
"serratia sp.","amoxicillin",142,142,100,97,100,"10 Sep 2018"
"serratia sp.","amoxicillin/clavulanate",218,217,100,97,100,"10 Sep 2018"
"serratia sp.","ceftazidime",216,10,5,2,8,"10 Sep 2018"
"serratia sp.","ceftriaxone",215,12,6,3,10,"10 Sep 2018"
"serratia sp.","cefuroxime",174,173,99,96,100,"10 Sep 2018"
"serratia sp.","ciprofloxacin",218,13,6,3,10,"10 Sep 2018"
"serratia sp.","colistin",43,43,100,90,100,"10 Sep 2018"
"serratia sp.","doxycycline",1,1,100,17,100,"10 Sep 2018"
"serratia sp.","ertapenem",214,1,0,0,3,"10 Sep 2018"
"serratia sp.","fosfomycin",108,11,10,6,18,"10 Sep 2018"
"serratia sp.","gentamicin",176,1,1,0,4,"10 Sep 2018"
"serratia sp.","nitrofurantoin",92,92,100,95,100,"10 Sep 2018"
"serratia sp.","norfloxacin",107,11,10,6,18,"10 Sep 2018"
"serratia sp.","piperacillin/tazobactam",216,11,5,3,9,"10 Sep 2018"
"serratia sp.","tobramycin",44,12,27,16,42,"10 Sep 2018"
"shigella sp.","amoxicillin",5,4,80,36,97,"10 Sep 2018"
"shigella sp.","amoxicillin/clavulanate",6,2,33,10,70,"10 Sep 2018"
"shigella sp.","cefepime",4,1,25,4,71,"10 Sep 2018"
"shigella sp.","ceftazidime",4,1,25,4,71,"10 Sep 2018"
"shigella sp.","ceftriaxone",4,1,25,4,71,"10 Sep 2018"
"shigella sp.","cefuroxime",3,3,100,38,100,"10 Sep 2018"
"shigella sp.","ciprofloxacin",6,3,50,19,81,"10 Sep 2018"
"shigella sp.","cotrimoxazole",6,6,100,55,100,"10 Sep 2018"
"shigella sp.","gentamicin",3,3,100,38,100,"10 Sep 2018"
"shigella sp.","piperacillin/tazobactam",4,1,25,4,71,"10 Sep 2018"
"shigella sp.","tobramycin",1,1,100,17,100,"10 Sep 2018"
"staphylococcus aureus","amoxicillin",1119,694,62,59,65,"10 Sep 2018"
"staphylococcus aureus","amoxicillin/clavulanate",1755,129,7,6,9,"10 Sep 2018"
