microorganism,compound,N_samples,n_resistant,percent_resistant,lower_ci,upper_ci,date_imported
"citrobacter sp. non-koseri","ceftriaxone",174,49,28,22,35,"21 May 2018"
"citrobacter sp. non-koseri","cefuroxime",174,144,83,76,88,"21 May 2018"
"citrobacter sp. non-koseri","ciprofloxacin",174,19,11,7,17,"21 May 2018"
"citrobacter sp. non-koseri","cotrimoxazole",174,16,9,6,15,"21 May 2018"
"citrobacter sp. non-koseri","ertapenem",169,3,2,0,5,"21 May 2018"
"citrobacter sp. non-koseri","flucloxacillin",13,11,85,56,97,"21 May 2018"
"citrobacter sp. non-koseri","fosfomycin",147,1,1,0,4,"21 May 2018"
"citrobacter sp. non-koseri","gentamicin",173,3,2,0,5,"21 May 2018"
"citrobacter sp. non-koseri","imipenem",171,1,1,0,4,"21 May 2018"
"citrobacter sp. non-koseri","levofloxacin",120,11,9,5,16,"21 May 2018"
"citrobacter sp. non-koseri","nitrofurantoin",65,42,65,52,75,"21 May 2018"
"citrobacter sp. non-koseri","norfloxacin",147,18,12,8,19,"21 May 2018"
"citrobacter sp. non-koseri","piperacillin/tazobactam",174,35,20,15,27,"21 May 2018"
"citrobacter sp. non-koseri","tigecycline",119,9,8,4,14,"21 May 2018"
"citrobacter sp. non-koseri","tobramycin",122,5,4,2,10,"21 May 2018"
"enterobacter sp.","amoxicillin",157,157,100,97,100,"21 May 2018"
"enterobacter sp.","amoxicillin/clavulanate",530,530,100,99,100,"21 May 2018"
"enterobacter sp.","aztreonam",360,103,29,24,34,"21 May 2018"
"enterobacter sp.","cefepime",530,61,12,9,15,"21 May 2018"
"enterobacter sp.","cefotaxime",4,3,75,29,96,"21 May 2018"
"enterobacter sp.","ceftazidime",530,143,27,23,31,"21 May 2018"
"enterobacter sp.","ceftriaxone",530,152,29,25,33,"21 May 2018"
"enterobacter sp.","cefuroxime",529,456,86,83,89,"21 May 2018"
"enterobacter sp.","ciprofloxacin",531,27,5,4,7,"21 May 2018"
"enterobacter sp.","colistin",360,9,3,1,5,"21 May 2018"
"enterobacter sp.","cotrimoxazole",531,26,5,3,7,"21 May 2018"
"enterobacter sp.","ertapenem",524,68,13,10,16,"21 May 2018"
"enterobacter sp.","flucloxacillin",29,27,93,77,99,"21 May 2018"
"enterobacter sp.","fosfomycin",457,105,23,19,27,"21 May 2018"
"enterobacter sp.","gentamicin",528,7,1,1,3,"21 May 2018"
"enterobacter sp.","imipenem",526,4,1,0,2,"21 May 2018"
"enterobacter sp.","levofloxacin",366,18,5,3,8,"21 May 2018"
"enterobacter sp.","meropenem",443,3,1,0,2,"21 May 2018"
"enterobacter sp.","nitrofurantoin",302,262,87,82,90,"21 May 2018"
"enterobacter sp.","norfloxacin",456,37,8,6,11,"21 May 2018"
"enterobacter sp.","piperacillin/tazobactam",530,124,23,20,27,"21 May 2018"
"enterobacter sp.","tigecycline",359,73,20,16,25,"21 May 2018"
"enterobacter sp.","tobramycin",362,6,2,1,4,"21 May 2018"
"enterococcus faecalis","amoxicillin/clavulanate",306,1,0,0,2,"21 May 2018"
"enterococcus faecalis","azithromycin",7,7,100,59,100,"21 May 2018"
"enterococcus faecalis","cefuroxime",26,26,100,84,100,"21 May 2018"
"enterococcus faecalis","ciprofloxacin",279,9,3,2,6,"21 May 2018"
"enterococcus faecalis","clarithromycin",7,7,100,59,100,"21 May 2018"
"enterococcus faecalis","clindamycin",26,26,100,84,100,"21 May 2018"
"enterococcus faecalis","cotrimoxazole",308,308,100,98,100,"21 May 2018"
"enterococcus faecalis","doxycycline",1,1,100,17,100,"21 May 2018"
"enterococcus faecalis","erythromycin",305,305,100,98,100,"21 May 2018"
"enterococcus faecalis","flucloxacillin",279,279,100,98,100,"21 May 2018"
"enterococcus faecalis","fusidic acid",279,279,100,98,100,"21 May 2018"
"enterococcus faecalis","gentamicin",281,281,100,98,100,"21 May 2018"
"enterococcus faecalis","imipenem",332,2,1,0,2,"21 May 2018"
"enterococcus faecalis","levofloxacin",330,9,3,1,5,"21 May 2018"
"enterococcus faecalis","linezolid",334,2,1,0,2,"21 May 2018"
"enterococcus faecalis","moxifloxacin",26,2,8,1,25,"21 May 2018"
"enterococcus faecalis","nitrofurantoin",309,2,1,0,3,"21 May 2018"
"enterococcus faecalis","teicoplanin",313,3,1,0,3,"21 May 2018"
"enterococcus faecalis","tigecycline",305,1,0,0,2,"21 May 2018"
"enterococcus faecalis","tobramycin",279,279,100,98,100,"21 May 2018"
"enterococcus faecalis","vancomycin",365,2,1,0,2,"21 May 2018"
"enterococcus faecium","amoxicillin",43,19,44,30,59,"21 May 2018"
"enterococcus faecium","amoxicillin/clavulanate",122,53,43,35,52,"21 May 2018"
"enterococcus faecium","ciprofloxacin",80,13,16,10,26,"21 May 2018"
"enterococcus faecium","cotrimoxazole",106,106,100,96,100,"21 May 2018"
"enterococcus faecium","erythromycin",80,80,100,94,100,"21 May 2018"
"enterococcus faecium","flucloxacillin",80,80,100,94,100,"21 May 2018"
"enterococcus faecium","fusidic acid",80,80,100,94,100,"21 May 2018"
"enterococcus faecium","gentamicin",80,80,100,94,100,"21 May 2018"
"enterococcus faecium","imipenem",122,81,66,58,74,"21 May 2018"
"enterococcus faecium","levofloxacin",122,39,32,24,41,"21 May 2018"
"enterococcus faecium","metronidazole",1,1,100,17,100,"21 May 2018"
"enterococcus faecium","nitrofurantoin",26,3,12,3,30,"21 May 2018"
"enterococcus faecium","teicoplanin",122,1,1,0,5,"21 May 2018"
"enterococcus faecium","tobramycin",80,80,100,94,100,"21 May 2018"
"enterococcus faecium","vancomycin",131,1,1,0,5,"21 May 2018"
"escherichia coli","amoxicillin",2412,1009,42,40,44,"21 May 2018"
"escherichia coli","amoxicillin/clavulanate",5406,1288,24,23,25,"21 May 2018"
"escherichia coli","aztreonam",2774,214,8,7,9,"21 May 2018"
"escherichia coli","cefepime",5405,357,7,6,7,"21 May 2018"
"escherichia coli","cefotaxime",101,8,8,4,15,"21 May 2018"
"escherichia coli","ceftazidime",5404,401,7,7,8,"21 May 2018"
"escherichia coli","ceftriaxone",5408,394,7,7,8,"21 May 2018"
"escherichia coli","cefuroxime",5405,657,12,11,13,"21 May 2018"
"escherichia coli","ciprofloxacin",5407,952,18,17,19,"21 May 2018"
"escherichia coli","colistin",2774,21,1,0,1,"21 May 2018"
"escherichia coli","cotrimoxazole",5403,1182,22,21,23,"21 May 2018"
"escherichia coli","doxycycline",101,28,28,20,37,"21 May 2018"
"escherichia coli","ertapenem",5358,13,0,0,0,"21 May 2018"
"escherichia coli","flucloxacillin",291,19,7,4,10,"21 May 2018"
"escherichia coli","fosfomycin",5073,52,1,1,1,"21 May 2018"
"escherichia coli","gentamicin",5389,340,6,6,7,"21 May 2018"
"escherichia coli","imipenem",5373,6,0,0,0,"21 May 2018"
"escherichia coli","levofloxacin",2887,487,17,16,18,"21 May 2018"
"escherichia coli","meropenem",3381,3,0,0,0,"21 May 2018"
"escherichia coli","nitrofurantoin",5078,54,1,1,1,"21 May 2018"
"escherichia coli","norfloxacin",5099,1084,21,20,22,"21 May 2018"
"escherichia coli","piperacillin/tazobactam",5386,325,6,5,7,"21 May 2018"
"escherichia coli","tigecycline",2773,17,1,0,1,"21 May 2018"
"escherichia coli","tobramycin",2795,220,8,7,9,"21 May 2018"
"haemophilus influenzae","amoxicillin",4,3,75,29,96,"21 May 2018"
"haemophilus influenzae","ciprofloxacin",9,2,22,6,56,"21 May 2018"
"haemophilus influenzae","cotrimoxazole",7,1,14,1,54,"21 May 2018"
"haemophilus influenzae","erythromycin",1,1,100,17,100,"21 May 2018"
"haemophilus influenzae","levofloxacin",1,1,100,17,100,"21 May 2018"
"haemophilus influenzae","moxifloxacin",2,1,50,10,90,"21 May 2018"
"helicobacter pylori","amoxicillin",9,1,11,0,46,"21 May 2018"
"helicobacter pylori","clarithromycin",10,7,70,39,89,"21 May 2018"
"helicobacter pylori","levofloxacin",9,3,33,12,65,"21 May 2018"
"helicobacter pylori","metronidazole",10,5,50,24,76,"21 May 2018"
"klebsiella oxytoca","amoxicillin",87,87,100,95,100,"21 May 2018"
"klebsiella oxytoca","amoxicillin/clavulanate",247,19,8,5,12,"21 May 2018"
"klebsiella oxytoca","aztreonam",156,12,8,4,13,"21 May 2018"
"klebsiella oxytoca","cefepime",247,5,2,1,5,"21 May 2018"
"klebsiella oxytoca","ceftazidime",247,4,2,1,4,"21 May 2018"
"klebsiella oxytoca","ceftriaxone",247,14,6,3,9,"21 May 2018"
"klebsiella oxytoca","cefuroxime",247,22,9,6,13,"21 May 2018"
"klebsiella oxytoca","ciprofloxacin",247,4,2,1,4,"21 May 2018"
"klebsiella oxytoca","colistin",156,3,2,0,6,"21 May 2018"
"klebsiella oxytoca","cotrimoxazole",247,5,2,1,5,"21 May 2018"
"klebsiella oxytoca","ertapenem",245,2,1,0,3,"21 May 2018"
"klebsiella oxytoca","flucloxacillin",5,1,20,3,64,"21 May 2018"
"klebsiella oxytoca","fosfomycin",203,27,13,9,19,"21 May 2018"
"klebsiella oxytoca","gentamicin",246,1,0,0,3,"21 May 2018"
"klebsiella oxytoca","imipenem",246,1,0,0,3,"21 May 2018"
"klebsiella oxytoca","levofloxacin",159,2,1,0,5,"21 May 2018"
"klebsiella oxytoca","meropenem",201,1,0,0,3,"21 May 2018"
"klebsiella oxytoca","nitrofurantoin",115,73,63,54,72,"21 May 2018"
"klebsiella oxytoca","norfloxacin",205,4,2,1,5,"21 May 2018"
"klebsiella oxytoca","piperacillin/tazobactam",247,17,7,4,11,"21 May 2018"
"klebsiella oxytoca","tigecycline",156,3,2,0,6,"21 May 2018"
"klebsiella oxytoca","tobramycin",155,1,1,0,4,"21 May 2018"
"klebsiella pneumoniae","amoxicillin",387,387,100,99,100,"21 May 2018"
"klebsiella pneumoniae","amoxicillin/clavulanate",963,137,14,12,17,"21 May 2018"
"klebsiella pneumoniae","aztreonam",552,59,11,8,14,"21 May 2018"
"klebsiella pneumoniae","cefepime",963,75,8,6,10,"21 May 2018"
"klebsiella pneumoniae","cefotaxime",13,2,15,3,44,"21 May 2018"
"klebsiella pneumoniae","ceftazidime",963,85,9,7,11,"21 May 2018"
"klebsiella pneumoniae","ceftriaxone",963,80,8,7,10,"21 May 2018"
"klebsiella pneumoniae","cefuroxime",961,133,14,12,16,"21 May 2018"
"klebsiella pneumoniae","ciprofloxacin",963,125,13,11,15,"21 May 2018"
"klebsiella pneumoniae","colistin",553,13,2,1,4,"21 May 2018"
"klebsiella pneumoniae","cotrimoxazole",963,136,14,12,16,"21 May 2018"
"klebsiella pneumoniae","doxycycline",13,4,31,13,58,"21 May 2018"
"klebsiella pneumoniae","ertapenem",955,22,2,2,3,"21 May 2018"
"klebsiella pneumoniae","flucloxacillin",42,8,19,10,34,"21 May 2018"
"klebsiella pneumoniae","fosfomycin",868,143,16,14,19,"21 May 2018"
"klebsiella pneumoniae","gentamicin",957,27,3,2,4,"21 May 2018"
"klebsiella pneumoniae","imipenem",958,9,1,0,2,"21 May 2018"
"klebsiella pneumoniae","levofloxacin",570,96,17,14,20,"21 May 2018"
"klebsiella pneumoniae","meropenem",664,13,2,1,3,"21 May 2018"
"klebsiella pneumoniae","nitrofurantoin",601,487,81,78,84,"21 May 2018"
"klebsiella pneumoniae","norfloxacin",875,143,16,14,19,"21 May 2018"
"klebsiella pneumoniae","piperacillin/tazobactam",961,91,9,8,11,"21 May 2018"
"klebsiella pneumoniae","tigecycline",551,150,27,24,31,"21 May 2018"
"klebsiella pneumoniae","tobramycin",556,37,7,5,9,"21 May 2018"
"morganella morganii","amoxicillin",50,50,100,91,100,"21 May 2018"
"morganella morganii","amoxicillin/clavulanate",129,129,100,96,100,"21 May 2018"
"morganella morganii","aztreonam",73,1,1,0,8,"21 May 2018"
"morganella morganii","ceftazidime",129,15,12,7,18,"21 May 2018"
"morganella morganii","ceftriaxone",129,11,9,5,15,"21 May 2018"
"morganella morganii","cefuroxime",129,129,100,96,100,"21 May 2018"
"morganella morganii","ciprofloxacin",129,13,10,6,17,"21 May 2018"
"morganella morganii","colistin",73,73,100,94,100,"21 May 2018"
"morganella morganii","cotrimoxazole",129,17,13,8,20,"21 May 2018"
"morganella morganii","doxycycline",1,1,100,17,100,"21 May 2018"
"morganella morganii","ertapenem",126,1,1,0,5,"21 May 2018"
"morganella morganii","flucloxacillin",6,3,50,19,81,"21 May 2018"
"morganella morganii","fosfomycin",103,90,87,79,93,"21 May 2018"
"morganella morganii","gentamicin",129,5,4,1,9,"21 May 2018"
"morganella morganii","imipenem",114,62,54,45,63,"21 May 2018"
"morganella morganii","levofloxacin",74,9,12,6,22,"21 May 2018"
"morganella morganii","nitrofurantoin",103,102,99,94,100,"21 May 2018"
"morganella morganii","norfloxacin",104,13,13,7,20,"21 May 2018"
"morganella morganii","piperacillin/tazobactam",128,6,5,2,10,"21 May 2018"
"morganella morganii","tigecycline",73,68,93,84,97,"21 May 2018"
"morganella morganii","tobramycin",75,3,4,1,12,"21 May 2018"
"neisseria gonorrhoeae","ciprofloxacin",4,3,75,29,96,"21 May 2018"
"neisseria gonorrhoeae","penicillin g",2,2,100,29,100,"21 May 2018"
"proteus mirabilis","amoxicillin",167,57,34,27,42,"21 May 2018"
"proteus mirabilis","amoxicillin/clavulanate",460,29,6,4,9,"21 May 2018"
"proteus mirabilis","aztreonam",281,3,1,0,3,"21 May 2018"
"proteus mirabilis","cefepime",461,11,2,1,4,"21 May 2018"
"proteus mirabilis","ceftazidime",459,5,1,0,3,"21 May 2018"
"proteus mirabilis","ceftriaxone",460,13,3,2,5,"21 May 2018"
"proteus mirabilis","cefuroxime",458,30,7,5,9,"21 May 2018"
"proteus mirabilis","ciprofloxacin",460,76,17,13,20,"21 May 2018"
"proteus mirabilis","colistin",280,280,100,98,100,"21 May 2018"
"proteus mirabilis","cotrimoxazole",462,139,30,26,34,"21 May 2018"
"proteus mirabilis","doxycycline",5,5,100,51,100,"21 May 2018"
"proteus mirabilis","ertapenem",457,14,3,2,5,"21 May 2018"
"proteus mirabilis","flucloxacillin",18,1,6,0,28,"21 May 2018"
"proteus mirabilis","fosfomycin",416,53,13,10,16,"21 May 2018"
"proteus mirabilis","gentamicin",459,86,19,15,23,"21 May 2018"
"proteus mirabilis","imipenem",107,5,5,2,11,"21 May 2018"
"proteus mirabilis","levofloxacin",288,54,19,15,24,"21 May 2018"
"proteus mirabilis","meropenem",331,2,1,0,2,"21 May 2018"
"proteus mirabilis","nitrofurantoin",414,414,100,99,100,"21 May 2018"
"proteus mirabilis","norfloxacin",418,64,15,12,19,"21 May 2018"
"proteus mirabilis","piperacillin/tazobactam",459,3,1,0,2,"21 May 2018"
"proteus mirabilis","tigecycline",279,279,100,98,100,"21 May 2018"
"proteus mirabilis","tobramycin",283,41,14,11,19,"21 May 2018"
"proteus sp. ""non-mirabilis""","amoxicillin",45,45,100,90,100,"21 May 2018"
"proteus sp. ""non-mirabilis""","amoxicillin/clavulanate",123,17,14,9,21,"21 May 2018"
"proteus sp. ""non-mirabilis""","aztreonam",76,1,1,0,8,"21 May 2018"
"proteus sp. ""non-mirabilis""","cefepime",123,3,2,1,7,"21 May 2018"
"proteus sp. ""non-mirabilis""","ceftazidime",123,3,2,1,7,"21 May 2018"
"proteus sp. ""non-mirabilis""","ceftriaxone",122,36,30,22,38,"21 May 2018"
"proteus sp. ""non-mirabilis""","cefuroxime",123,123,100,96,100,"21 May 2018"
"proteus sp. ""non-mirabilis""","colistin",76,76,100,94,100,"21 May 2018"
"proteus sp. ""non-mirabilis""","cotrimoxazole",122,8,7,3,13,"21 May 2018"
"proteus sp. ""non-mirabilis""","ertapenem",122,4,3,1,8,"21 May 2018"
"proteus sp. ""non-mirabilis""","fosfomycin",97,9,9,5,17,"21 May 2018"
"proteus sp. ""non-mirabilis""","gentamicin",122,7,6,3,12,"21 May 2018"
"proteus sp. ""non-mirabilis""","imipenem",94,53,56,46,66,"21 May 2018"
"proteus sp. ""non-mirabilis""","meropenem",96,1,1,0,6,"21 May 2018"
"proteus sp. ""non-mirabilis""","nitrofurantoin",95,95,100,95,100,"21 May 2018"
"proteus sp. ""non-mirabilis""","norfloxacin",99,1,1,0,6,"21 May 2018"
"proteus sp. ""non-mirabilis""","piperacillin/tazobactam",122,2,2,0,6,"21 May 2018"
"proteus sp. ""non-mirabilis""","tigecycline",76,75,99,92,100,"21 May 2018"
"proteus sp. ""non-mirabilis""","tobramycin",76,6,8,3,17,"21 May 2018"
"providencia sp.","amoxicillin",4,4,100,45,100,"21 May 2018"
"providencia sp.","amoxicillin/clavulanate",20,20,100,81,100,"21 May 2018"
"providencia sp.","cefuroxime",20,17,85,63,95,"21 May 2018"
"providencia sp.","ciprofloxacin",20,5,25,11,47,"21 May 2018"
"providencia sp.","colistin",16,16,100,77,100,"21 May 2018"
"providencia sp.","cotrimoxazole",20,3,15,5,37,"21 May 2018"
"providencia sp.","doxycycline",1,1,100,17,100,"21 May 2018"
"providencia sp.","ertapenem",20,1,5,0,26,"21 May 2018"
"providencia sp.","fosfomycin",18,7,39,20,61,"21 May 2018"
"providencia sp.","gentamicin",20,9,45,26,66,"21 May 2018"
"providencia sp.","imipenem",20,3,15,5,37,"21 May 2018"
"providencia sp.","levofloxacin",17,5,29,13,53,"21 May 2018"
"providencia sp.","nitrofurantoin",18,18,100,79,100,"21 May 2018"
"providencia sp.","norfloxacin",18,5,28,12,51,"21 May 2018"
"providencia sp.","tigecycline",16,16,100,77,100,"21 May 2018"
"providencia sp.","tobramycin",16,9,56,33,77,"21 May 2018"
"pseudomonas aeruginosa","amoxicillin",31,31,100,87,100,"21 May 2018"
"pseudomonas aeruginosa","amoxicillin/clavulanate",482,482,100,99,100,"21 May 2018"
"pseudomonas aeruginosa","azithromycin",14,14,100,74,100,"21 May 2018"
"pseudomonas aeruginosa","aztreonam",628,586,93,91,95,"21 May 2018"
"pseudomonas aeruginosa","cefepime",729,68,9,7,12,"21 May 2018"
"pseudomonas aeruginosa","ceftazidime",733,68,9,7,12,"21 May 2018"
"pseudomonas aeruginosa","ceftriaxone",481,481,100,99,100,"21 May 2018"
"pseudomonas aeruginosa","cefuroxime",482,482,100,99,100,"21 May 2018"
"pseudomonas aeruginosa","ciprofloxacin",731,135,18,16,21,"21 May 2018"
"pseudomonas aeruginosa","colistin",580,16,3,2,4,"21 May 2018"
"pseudomonas aeruginosa","cotrimoxazole",652,649,100,99,100,"21 May 2018"
"pseudomonas aeruginosa","ertapenem",477,472,99,97,100,"21 May 2018"
"pseudomonas aeruginosa","flucloxacillin",434,434,100,99,100,"21 May 2018"
"pseudomonas aeruginosa","fosfomycin",23,16,70,49,84,"21 May 2018"
"pseudomonas aeruginosa","gentamicin",730,58,8,6,10,"21 May 2018"
"pseudomonas aeruginosa","imipenem",724,90,12,10,15,"21 May 2018"
"pseudomonas aeruginosa","levofloxacin",587,179,30,27,34,"21 May 2018"
"pseudomonas aeruginosa","meropenem",692,79,11,9,14,"21 May 2018"
"pseudomonas aeruginosa","nitrofurantoin",434,434,100,99,100,"21 May 2018"
"pseudomonas aeruginosa","norfloxacin",407,182,45,40,50,"21 May 2018"
"pseudomonas aeruginosa","piperacillin/tazobactam",727,61,8,7,11,"21 May 2018"
"pseudomonas aeruginosa","tigecycline",434,434,100,99,100,"21 May 2018"
"pseudomonas aeruginosa","tobramycin",702,37,5,4,7,"21 May 2018"
"salmonella sp.","azithromycin",5,1,20,3,64,"21 May 2018"
"salmonella sp.","ceftriaxone",15,1,7,0,32,"21 May 2018"
"salmonella sp.","cefuroxime",14,13,93,66,100,"21 May 2018"
"salmonella sp.","ciprofloxacin",14,3,21,7,48,"21 May 2018"
"salmonella sp.","flucloxacillin",3,1,33,6,80,"21 May 2018"
"salmonella sp.","gentamicin",14,12,86,59,97,"21 May 2018"
"salmonella sp.","levofloxacin",11,3,27,9,57,"21 May 2018"
"salmonella sp.","nitrofurantoin",11,10,91,60,100,"21 May 2018"
"salmonella sp.","norfloxacin",13,3,23,8,51,"21 May 2018"
"salmonella sp.","tobramycin",12,11,92,62,100,"21 May 2018"
"serratia sp.","amoxicillin",41,41,100,90,100,"21 May 2018"
"serratia sp.","amoxicillin/clavulanate",195,194,99,97,100,"21 May 2018"
"serratia sp.","aztreonam",151,2,1,0,5,"21 May 2018"
"serratia sp.","cefepime",194,3,2,0,5,"21 May 2018"
"serratia sp.","ceftazidime",196,6,3,1,7,"21 May 2018"
"serratia sp.","ceftriaxone",195,12,6,3,11,"21 May 2018"
"serratia sp.","cefuroxime",195,195,100,98,100,"21 May 2018"
"serratia sp.","ciprofloxacin",195,7,4,2,7,"21 May 2018"
"serratia sp.","colistin",152,150,99,95,100,"21 May 2018"
"serratia sp.","cotrimoxazole",195,2,1,0,4,"21 May 2018"
"serratia sp.","ertapenem",193,3,2,0,5,"21 May 2018"
"serratia sp.","flucloxacillin",3,2,67,20,94,"21 May 2018"
"serratia sp.","fosfomycin",165,19,12,7,17,"21 May 2018"
"serratia sp.","gentamicin",194,3,2,0,5,"21 May 2018"
"serratia sp.","imipenem",194,3,2,0,5,"21 May 2018"
"serratia sp.","levofloxacin",154,5,3,1,8,"21 May 2018"
"serratia sp.","nitrofurantoin",161,161,100,97,100,"21 May 2018"
"serratia sp.","norfloxacin",165,9,5,3,10,"21 May 2018"
"serratia sp.","ofloxacin",1,1,100,17,100,"21 May 2018"
"serratia sp.","piperacillin/tazobactam",195,10,5,3,9,"21 May 2018"
"serratia sp.","tigecycline",152,135,89,83,93,"21 May 2018"
"serratia sp.","tobramycin",153,82,54,46,61,"21 May 2018"
"shigella sp.","amoxicillin",1,1,100,17,100,"21 May 2018"
"shigella sp.","amoxicillin/clavulanate",3,1,33,6,80,"21 May 2018"
"shigella sp.","cefuroxime",2,1,50,10,90,"21 May 2018"
"shigella sp.","cotrimoxazole",3,2,67,20,94,"21 May 2018"
"shigella sp.","gentamicin",2,1,50,10,90,"21 May 2018"
"shigella sp.","tobramycin",2,1,50,10,90,"21 May 2018"
"staphylococcus aureus","amoxicillin",487,318,65,61,69,"21 May 2018"
"staphylococcus aureus","amoxicillin/clavulanate",1913,170,9,8,10,"21 May 2018"
"staphylococcus aureus","azithromycin",1,1,100,17,100,"21 May 2018"
"staphylococcus aureus","ceftriaxone",502,52,10,8,13,"21 May 2018"
"staphylococcus aureus","cefuroxime",470,49,10,8,14,"21 May 2018"
"staphylococcus aureus","ciprofloxacin",1912,194,10,9,12,"21 May 2018"
"staphylococcus aureus","clarithromycin",20,5,25,11,47,"21 May 2018"
"staphylococcus aureus","clindamycin",1919,150,8,7,9,"21 May 2018"
"staphylococcus aureus","cotrimoxazole",1918,68,4,3,4,"21 May 2018"
"staphylococcus aureus","daptomycin",1395,8,1,0,1,"21 May 2018"
"staphylococcus aureus","erythromycin",1907,264,14,12,15,"21 May 2018"
"staphylococcus aureus","flucloxacillin",4820,406,8,8,9,"21 May 2018"
"staphylococcus aureus","fosfomycin",1449,17,1,1,2,"21 May 2018"
"staphylococcus aureus","fusidic acid",1895,79,4,3,5,"21 May 2018"
"staphylococcus aureus","gentamicin",1912,93,5,4,6,"21 May 2018"
"staphylococcus aureus","imipenem",1373,114,8,7,10,"21 May 2018"
"staphylococcus aureus","levofloxacin",1408,60,4,3,5,"21 May 2018"
"staphylococcus aureus","moxifloxacin",1377,54,4,3,5,"21 May 2018"
